Time, Emission CO2
  13.100000, 13817.130785
  13.200000, 13922.958743
  13.300000, 14028.811372
  13.400000, 14134.664001
  13.500000, 14240.516631
  13.600000, 14346.369260
  13.700000, 14452.221889
  13.800000, 14558.074518
  13.900000, 14663.927148
  14.000000, 14769.779777
  14.100000, 14875.632406
  14.200000, 14981.602265
  14.300000, 15087.586760
  14.400000, 15193.571256
  14.500000, 15299.555751
  14.600000, 15405.540247
  14.700000, 15511.524743
  14.800000, 15617.509238
  14.900000, 15723.493734
  15.000000, 15829.478229
  15.100000, 15935.462725
  15.200000, 16041.489412
  15.300000, 16147.521367
  15.400000, 16253.553321
  15.500000, 16359.585276
  15.600000, 16465.617231
  15.700000, 16571.649186
  15.800000, 16677.681141
  15.900000, 16783.713096
  16.000000, 16889.745050
  16.100000, 16995.777005
  16.200000, 17101.782160
  16.300000, 17207.783969
  16.400000, 17313.785778
  16.500000, 17419.787587
  16.600000, 17525.789396
  16.700000, 17631.791205
  16.800000, 17737.793014
  16.900000, 17843.794823
  17.000000, 17949.796632
  17.100000, 18055.798440
  17.200000, 18161.710207
  17.300000, 18267.610731
  17.400000, 18373.511255
  17.500000, 18479.411778
  17.600000, 18585.312302
  17.700000, 18691.212826
  17.800000, 18797.113350
  17.900000, 18903.013874
  18.000000, 19008.914398
  18.100000, 19114.814922
  18.200000, 19220.567614
  18.300000, 19326.301849
  18.400000, 19432.036084
  18.500000, 19537.770319
  18.600000, 19643.504554
  18.700000, 19749.238789
  18.800000, 19854.973024
  18.900000, 19960.707258
  19.000000, 20066.441493
  19.100000, 20172.175728
  19.200000, 20277.753871
  19.300000, 20383.312524
  19.400000, 20488.871177
  19.500000, 20594.429831
  19.600000, 20699.988484
  19.700000, 20805.547137
  19.800000, 20911.105791
  19.900000, 21016.664444
  20.000000, 21122.223097
  20.100000, 21227.781750
  20.200000, 21333.470221
  20.300000, 21439.174901
  20.400000, 21544.879581
  20.500000, 21650.584261
  20.600000, 21756.288941
  20.700000, 21861.993621
  20.800000, 21967.698301
  20.900000, 22073.402981
  21.000000, 22179.107661
  21.100000, 22284.812340
  21.200000, 22390.650708
  21.300000, 22496.505769
  21.400000, 22602.360829
  21.500000, 22708.215889
  21.600000, 22814.070950
  21.700000, 22919.926010
  21.800000, 23025.781070
  21.900000, 23131.636130
  22.000000, 23237.491191
  22.100000, 23343.346251
  22.200000, 23449.269792
  22.300000, 23555.201883
  22.400000, 23661.133974
  22.500000, 23767.066065
  22.600000, 23872.998156
  22.700000, 23978.930247
  22.800000, 24084.862338
  22.900000, 24190.794429
  23.000000, 24296.726520
  23.056841, 24356.939159
  23.156841, 24462.886313
  23.256841, 24568.831210
  23.356841, 24674.776107
  23.456841, 24780.721004
  23.556841, 24886.665901
  23.656841, 24992.610798
  23.756841, 25098.555695
  23.856841, 25204.500592
  23.956841, 25310.445489
  24.056841, 25416.390386
  24.156841, 25522.314401
  24.256841, 25628.213645
  24.356841, 25734.112889
  24.456841, 25840.012133
  24.556841, 25945.911377
  24.656841, 26051.810621
  24.756841, 26157.709865
  24.856841, 26263.609109
  24.956841, 26369.508353
  25.056841, 26475.407598
  25.156841, 26581.264738
  25.256841, 26687.071934
  25.356841, 26792.879131
  25.456841, 26898.686327
  25.556841, 27004.493523
  25.656841, 27110.300719
  25.756841, 27216.107915
  25.856841, 27321.915112
  25.956841, 27427.722308
  26.056841, 27533.529504
  26.111100, 27590.939652
  26.211100, 27696.640634
  26.311100, 27802.341616
  26.411100, 27908.042598
  26.511100, 28013.743580
  26.611100, 28119.444562
  26.711100, 28225.145544
  26.811100, 28330.846526
  26.911100, 28436.547509
  27.011100, 28542.248491
  27.111100, 28647.949473
  27.211100, 28753.603201
  27.311100, 28859.256930
  27.411100, 28964.910659
  27.511100, 29070.564387
  27.611100, 29176.218116
  27.711100, 29281.856559
  27.811100, 29387.495002
  27.911100, 29493.133445
  28.011100, 29598.771888
  28.111100, 29704.410331
  28.211100, 29810.045263
  28.311100, 29915.680196
  28.411100, 30021.315129
  28.511100, 30126.950061
