XLEw(m);ScaleFact;bc(m);XLEc(m);ScaleFact;Ecruise;WTO (kg);CLmax clean;M.S.S(%)
19.00;1.20;9.00;6.00;1.05;17.54;55399.41;2.48;-0.10
19.00;1.20;9.00;6.00;1.10;17.53;55425.00;2.57;-0.11
19.00;1.20;9.00;6.00;1.15;17.53;55450.74;2.66;-0.12
19.00;1.20;9.00;6.00;1.20;17.52;55476.64;2.75;-0.13
19.00;1.20;9.00;6.00;1.25;17.52;55502.67;2.83;-0.14
19.00;1.20;9.00;6.50;1.00;17.53;55374.00;2.34;-0.07
19.00;1.20;9.00;6.50;1.05;17.53;55399.41;2.42;-0.09
19.00;1.20;9.00;6.50;1.10;17.52;55425.00;2.51;-0.10
19.00;1.20;9.00;6.50;1.15;17.52;55450.74;2.60;-0.10
19.00;1.20;9.00;6.50;1.20;17.51;55476.64;2.68;-0.11
19.00;1.20;9.00;6.50;1.25;17.51;55502.67;2.76;-0.12
19.00;1.20;9.00;7.00;1.00;17.52;55374.00;2.28;-0.06
19.00;1.20;9.00;7.00;1.05;17.51;55399.41;2.37;-0.07
19.00;1.20;9.00;7.00;1.10;17.51;55425.00;2.45;-0.08
19.00;1.20;9.00;7.00;1.15;17.50;55450.74;2.53;-0.09
19.00;1.20;9.00;7.00;1.20;17.50;55476.64;2.61;-0.10
19.00;1.20;9.00;7.00;1.25;17.49;55502.67;2.70;-0.11
19.20;0.95;6.00;4.00;1.00;18.41;54593.14;1.82;0.07
19.20;0.95;6.00;4.00;1.05;18.41;54609.04;1.89;0.06
19.20;0.95;6.00;4.00;1.10;18.40;54625.06;1.95;0.06
19.20;0.95;6.00;4.00;1.15;18.40;54641.21;2.02;0.05
19.20;0.95;6.00;4.00;1.20;18.39;54657.47;2.09;0.05
19.20;0.95;6.00;4.00;1.25;18.38;54673.85;2.16;0.05
19.20;0.95;6.00;4.50;1.00;18.41;54593.14;1.78;0.08
19.20;0.95;6.00;4.50;1.05;18.41;54609.04;1.85;0.07
19.20;0.95;6.00;4.50;1.10;18.40;54625.06;1.91;0.07
19.20;0.95;6.00;4.50;1.15;18.39;54641.21;1.98;0.06
19.20;0.95;6.00;4.50;1.20;18.39;54657.47;2.04;0.06
19.20;0.95;6.00;4.50;1.25;18.38;54673.85;2.11;0.05
19.20;0.95;6.00;5.00;1.00;18.41;54593.14;1.74;0.09
19.20;0.95;6.00;5.00;1.05;18.41;54609.04;1.81;0.08
19.20;0.95;6.00;5.00;1.10;18.40;54625.06;1.87;0.08
19.20;0.95;6.00;5.00;1.15;18.39;54641.21;1.93;0.07
19.20;0.95;6.00;5.00;1.20;18.39;54657.47;2.00;0.07
19.20;0.95;6.00;5.00;1.25;18.38;54673.85;2.06;0.06
19.20;0.95;6.00;5.50;1.00;18.41;54593.14;1.70;0.09
19.20;0.95;6.00;5.50;1.05;18.40;54609.04;1.76;0.09
19.20;0.95;6.00;5.50;1.10;18.40;54625.06;1.83;0.08
19.20;0.95;6.00;5.50;1.15;18.39;54641.21;1.89;0.08
19.20;0.95;6.00;5.50;1.20;18.39;54657.47;1.95;0.08
19.20;0.95;6.00;5.50;1.25;18.38;54673.85;2.01;0.07
19.20;0.95;6.00;6.00;1.00;18.41;54593.14;1.66;0.10
19.20;0.95;6.00;6.00;1.05;18.40;54609.04;1.72;0.10
19.20;0.95;6.00;6.00;1.10;18.40;54625.06;1.79;0.09
19.20;0.95;6.00;6.00;1.15;18.39;54641.21;1.85;0.09
19.20;0.95;6.00;6.00;1.20;18.39;54657.47;1.91;0.08
19.20;0.95;6.00;6.00;1.25;18.38;54673.85;1.97;0.08
19.20;0.95;6.00;6.50;1.00;18.41;54593.14;1.62;0.11
19.20;0.95;6.00;6.50;1.05;18.40;54609.04;1.68;0.10
19.20;0.95;6.00;6.50;1.10;18.40;54625.06;1.74;0.10
19.20;0.95;6.00;6.50;1.15;18.39;54641.21;1.80;0.10
19.20;0.95;6.00;6.50;1.20;18.38;54657.47;1.86;0.09
19.20;0.95;6.00;6.50;1.25;18.38;54673.85;1.92;0.09
19.20;0.95;6.00;7.00;1.00;18.41;54593.14;1.58;0.12
19.20;0.95;6.00;7.00;1.05;18.40;54609.04;1.64;0.11
19.20;0.95;6.00;7.00;1.10;18.40;54625.06;1.70;0.11
19.20;0.95;6.00;7.00;1.15;18.39;54641.21;1.76;0.10
19.20;0.95;6.00;7.00;1.20;18.38;54657.47;1.81;0.10
19.20;0.95;6.00;7.00;1.25;18.38;54673.85;1.87;0.10
19.20;0.95;6.50;4.00;1.00;18.40;54619.70;1.93;0.04
19.20;0.95;6.50;4.00;1.05;18.40;54637.16;2.01;0.03
19.20;0.95;6.50;4.00;1.10;18.39;54654.75;2.08;0.02
19.20;0.95;6.50;4.00;1.15;18.39;54672.48;2.15;0.02
19.20;0.95;6.50;4.00;1.20;18.38;54690.32;2.23;0.01
19.20;0.95;6.50;4.00;1.25;18.37;54708.29;2.30;0.01
19.20;0.95;6.50;4.50;1.00;18.40;54619.70;1.89;0.04
19.20;0.95;6.50;4.50;1.05;18.40;54637.16;1.96;0.04
19.20;0.95;6.50;4.50;1.10;18.39;54654.75;2.03;0.03
19.20;0.95;6.50;4.50;1.15;18.38;54672.48;2.11;0.03
19.20;0.95;6.50;4.50;1.20;18.38;54690.32;2.18;0.02
19.20;0.95;6.50;4.50;1.25;18.37;54708.29;2.25;0.02
19.20;0.95;6.50;5.00;1.00;18.40;54619.70;1.85;0.05
19.20;0.95;6.50;5.00;1.05;18.40;54637.16;1.92;0.05
19.20;0.95;6.50;5.00;1.10;18.39;54654.75;1.99;0.04
19.20;0.95;6.50;5.00;1.15;18.38;54672.48;2.06;0.04
19.20;0.95;6.50;5.00;1.20;18.38;54690.32;2.13;0.03
19.20;0.95;6.50;5.00;1.25;18.37;54708.29;2.20;0.03
19.20;0.95;6.50;5.50;1.00;18.40;54619.70;1.81;0.06
19.20;0.95;6.50;5.50;1.05;18.40;54637.16;1.88;0.06
19.20;0.95;6.50;5.50;1.10;18.39;54654.75;1.94;0.05
19.20;0.95;6.50;5.50;1.15;18.38;54672.48;2.01;0.05
19.20;0.95;6.50;5.50;1.20;18.38;54690.32;2.08;0.04
19.20;0.95;6.50;5.50;1.25;18.37;54708.29;2.14;0.04
19.20;0.95;6.50;6.00;1.00;18.40;54619.70;1.77;0.07
19.20;0.95;6.50;6.00;1.05;18.39;54637.16;1.83;0.07
19.20;0.95;6.50;6.00;1.10;18.39;54654.75;1.90;0.06
19.20;0.95;6.50;6.00;1.15;18.38;54672.48;1.96;0.05
19.20;0.95;6.50;6.00;1.20;18.38;54690.32;2.03;0.05
19.20;0.95;6.50;6.00;1.25;18.37;54708.29;2.09;0.05
19.20;0.95;6.50;6.50;1.00;18.40;54619.70;1.72;0.08
19.20;0.95;6.50;6.50;1.05;18.39;54637.16;1.79;0.07
19.20;0.95;6.50;6.50;1.10;18.39;54654.75;1.85;0.07
19.20;0.95;6.50;6.50;1.15;18.38;54672.48;1.92;0.06
19.20;0.95;6.50;6.50;1.20;18.37;54690.32;1.98;0.06
19.20;0.95;6.50;6.50;1.25;18.37;54708.29;2.04;0.06
19.20;0.95;6.50;7.00;1.00;18.40;54619.70;1.68;0.09
19.20;0.95;6.50;7.00;1.05;18.39;54637.16;1.74;0.08
19.20;0.95;6.50;7.00;1.10;18.39;54654.75;1.81;0.08
19.20;0.95;6.50;7.00;1.15;18.38;54672.48;1.87;0.07
19.20;0.95;6.50;7.00;1.20;18.37;54690.32;1.93;0.07
19.20;0.95;6.50;7.00;1.25;18.37;54708.29;1.99;0.07
19.20;0.95;7.00;4.00;1.00;18.40;54646.62;2.05;0.00
19.20;0.95;7.00;4.00;1.05;18.39;54665.65;2.13;-0.01
19.20;0.95;7.00;4.00;1.10;18.38;54684.82;2.20;-0.01
19.20;0.95;7.00;4.00;1.15;18.38;54704.13;2.28;-0.02
19.20;0.95;7.00;4.00;1.20;18.37;54723.58;2.36;-0.03
19.20;0.95;7.00;4.00;1.25;18.36;54743.14;2.44;-0.03
19.20;0.95;7.00;4.50;1.00;18.39;54646.62;2.00;0.01
19.20;0.95;7.00;4.50;1.05;18.39;54665.65;2.08;0.00
19.20;0.95;7.00;4.50;1.10;18.38;54684.82;2.16;0.00
19.20;0.95;7.00;4.50;1.15;18.37;54704.13;2.23;-0.01
19.20;0.95;7.00;4.50;1.20;18.37;54723.58;2.31;-0.02
19.20;0.95;7.00;4.50;1.25;18.36;54743.14;2.38;-0.02
19.20;0.95;7.00;5.00;1.00;18.39;54646.62;1.96;0.02
19.20;0.95;7.00;5.00;1.05;18.39;54665.65;2.03;0.01
19.20;0.95;7.00;5.00;1.10;18.38;54684.82;2.11;0.01
19.20;0.95;7.00;5.00;1.15;18.37;54704.13;2.18;0.00
19.20;0.95;7.00;5.00;1.20;18.37;54723.58;2.25;0.00
19.20;0.95;7.00;5.00;1.25;18.36;54743.14;2.33;-0.01
19.20;0.95;7.00;5.50;1.00;18.39;54646.62;1.91;0.03
19.20;0.95;7.00;5.50;1.05;18.39;54665.65;1.99;0.02
19.20;0.95;7.00;5.50;1.10;18.38;54684.82;2.06;0.02
19.20;0.95;7.00;5.50;1.15;18.37;54704.13;2.13;0.01
19.20;0.95;7.00;5.50;1.20;18.37;54723.58;2.20;0.01
19.20;0.95;7.00;5.50;1.25;18.36;54743.14;2.27;0.00
19.20;0.95;7.00;6.00;1.00;18.39;54646.62;1.87;0.04
19.20;0.95;7.00;6.00;1.05;18.39;54665.65;1.94;0.03
19.20;0.95;7.00;6.00;1.10;18.38;54684.82;2.01;0.03
19.20;0.95;7.00;6.00;1.15;18.37;54704.13;2.08;0.02
19.20;0.95;7.00;6.00;1.20;18.37;54723.58;2.15;0.02
19.20;0.95;7.00;6.00;1.25;18.36;54743.14;2.22;0.01
19.20;0.95;7.00;6.50;1.00;18.39;54646.62;1.82;0.05
19.20;0.95;7.00;6.50;1.05;18.38;54665.65;1.89;0.04
19.20;0.95;7.00;6.50;1.10;18.38;54684.82;1.96;0.04
19.20;0.95;7.00;6.50;1.15;18.37;54704.13;2.03;0.03
19.20;0.95;7.00;6.50;1.20;18.36;54723.58;2.10;0.03
19.20;0.95;7.00;6.50;1.25;18.36;54743.14;2.16;0.02
19.20;0.95;7.00;7.00;1.00;18.39;54646.62;1.78;0.06
19.20;0.95;7.00;7.00;1.05;18.38;54665.65;1.85;0.05
19.20;0.95;7.00;7.00;1.10;18.38;54684.82;1.91;0.05
19.20;0.95;7.00;7.00;1.15;18.37;54704.13;1.98;0.04
19.20;0.95;7.00;7.00;1.20;18.36;54723.58;2.04;0.04
19.20;0.95;7.00;7.00;1.25;18.36;54743.14;2.11;0.03
19.20;0.95;7.50;4.00;1.00;18.39;54673.85;2.16;-0.03
19.20;0.95;7.50;4.00;1.05;18.38;54694.46;2.24;-0.04
19.20;0.95;7.50;4.00;1.10;18.37;54715.23;2.33;-0.05
19.20;0.95;7.50;4.00;1.15;18.37;54736.14;2.41;-0.06
19.20;0.95;7.50;4.00;1.20;18.36;54757.19;2.49;-0.06
19.20;0.95;7.50;4.00;1.25;18.35;54778.36;2.57;-0.07
19.20;0.95;7.50;4.50;1.00;18.39;54673.85;2.11;-0.02
19.20;0.95;7.50;4.50;1.05;18.38;54694.46;2.19;-0.03
19.20;0.95;7.50;4.50;1.10;18.37;54715.23;2.28;-0.04
19.20;0.95;7.50;4.50;1.15;18.36;54736.14;2.36;-0.05
19.20;0.95;7.50;4.50;1.20;18.36;54757.19;2.44;-0.05
19.20;0.95;7.50;4.50;1.25;18.35;54778.36;2.51;-0.06
19.20;0.95;7.50;5.00;1.00;18.39;54673.85;2.06;-0.01
19.20;0.95;7.50;5.00;1.05;18.38;54694.46;2.14;-0.02
19.20;0.95;7.50;5.00;1.10;18.37;54715.23;2.22;-0.03
19.20;0.95;7.50;5.00;1.15;18.36;54736.14;2.30;-0.03
19.20;0.95;7.50;5.00;1.20;18.36;54757.19;2.38;-0.04
19.20;0.95;7.50;5.00;1.25;18.35;54778.36;2.46;-0.05
19.20;0.95;7.50;5.50;1.00;18.38;54673.85;2.02;0.00
19.20;0.95;7.50;5.50;1.05;18.38;54694.46;2.09;-0.01
19.20;0.95;7.50;5.50;1.10;18.37;54715.23;2.17;-0.02
19.20;0.95;7.50;5.50;1.15;18.36;54736.14;2.25;-0.02
19.20;0.95;7.50;5.50;1.20;18.36;54757.19;2.32;-0.03
19.20;0.95;7.50;5.50;1.25;18.35;54778.36;2.40;-0.03
19.20;0.95;7.50;6.00;1.00;18.38;54673.85;1.97;0.01
19.20;0.95;7.50;6.00;1.05;18.38;54694.46;2.05;0.00
19.20;0.95;7.50;6.00;1.10;18.37;54715.23;2.12;0.00
19.20;0.95;7.50;6.00;1.15;18.36;54736.14;2.19;-0.01
19.20;0.95;7.50;6.00;1.20;18.36;54757.19;2.27;-0.02
19.20;0.95;7.50;6.00;1.25;18.35;54778.36;2.34;-0.02
19.20;0.95;7.50;6.50;1.00;18.38;54673.85;1.92;0.02
19.20;0.95;7.50;6.50;1.05;18.38;54694.46;2.00;0.01
19.20;0.95;7.50;6.50;1.10;18.37;54715.23;2.07;0.01
19.20;0.95;7.50;6.50;1.15;18.36;54736.14;2.14;0.00
19.20;0.95;7.50;6.50;1.20;18.35;54757.19;2.21;-0.01
19.20;0.95;7.50;6.50;1.25;18.35;54778.36;2.28;-0.01
19.20;0.95;7.50;7.00;1.00;18.38;54673.85;1.87;0.03
19.20;0.95;7.50;7.00;1.05;18.37;54694.46;1.95;0.03
19.20;0.95;7.50;7.00;1.10;18.37;54715.23;2.02;0.02
19.20;0.95;7.50;7.00;1.15;18.36;54736.14;2.09;0.01
19.20;0.95;7.50;7.00;1.20;18.35;54757.19;2.16;0.01
19.20;0.95;7.50;7.00;1.25;18.35;54778.36;2.22;0.00
19.20;0.95;8.00;4.00;1.00;18.38;54701.37;2.27;-0.06
19.20;0.95;8.00;4.00;1.05;18.37;54723.58;2.36;-0.07
19.20;0.95;8.00;4.00;1.10;18.36;54745.95;2.45;-0.08
19.20;0.95;8.00;4.00;1.15;18.36;54768.47;2.54;-0.09
19.20;0.95;8.00;4.00;1.20;18.35;54791.13;2.62;-0.10
19.20;0.95;8.00;4.00;1.25;18.34;54813.92;2.71;-0.11
19.20;0.95;8.00;4.50;1.00;18.38;54701.37;2.22;-0.05
19.20;0.95;8.00;4.50;1.05;18.37;54723.58;2.31;-0.06
19.20;0.95;8.00;4.50;1.10;18.36;54745.95;2.39;-0.07
19.20;0.95;8.00;4.50;1.15;18.36;54768.47;2.48;-0.08
19.20;0.95;8.00;4.50;1.20;18.35;54791.13;2.56;-0.09
19.20;0.95;8.00;4.50;1.25;18.34;54813.92;2.65;-0.10
19.20;0.95;8.00;5.00;1.00;18.38;54701.37;2.17;-0.04
19.20;0.95;8.00;5.00;1.05;18.37;54723.58;2.26;-0.05
19.20;0.95;8.00;5.00;1.10;18.36;54745.95;2.34;-0.06
19.20;0.95;8.00;5.00;1.15;18.35;54768.47;2.42;-0.07
19.20;0.95;8.00;5.00;1.20;18.35;54791.13;2.50;-0.08
19.20;0.95;8.00;5.00;1.25;18.34;54813.92;2.59;-0.08
19.20;0.95;8.00;5.50;1.00;18.38;54701.37;2.12;-0.03
19.20;0.95;8.00;5.50;1.05;18.37;54723.58;2.20;-0.04
19.20;0.95;8.00;5.50;1.10;18.36;54745.95;2.28;-0.05
19.20;0.95;8.00;5.50;1.15;18.35;54768.47;2.37;-0.06
19.20;0.95;8.00;5.50;1.20;18.35;54791.13;2.45;-0.06
19.20;0.95;8.00;5.50;1.25;18.34;54813.92;2.52;-0.07
19.20;0.95;8.00;6.00;1.00;18.37;54701.37;2.07;-0.02
19.20;0.95;8.00;6.00;1.05;18.37;54723.58;2.15;-0.03
19.20;0.95;8.00;6.00;1.10;18.36;54745.95;2.23;-0.04
19.20;0.95;8.00;6.00;1.15;18.35;54768.47;2.31;-0.04
19.20;0.95;8.00;6.00;1.20;18.35;54791.13;2.39;-0.05
19.20;0.95;8.00;6.00;1.25;18.34;54813.92;2.46;-0.06
19.20;0.95;8.00;6.50;1.00;18.37;54701.37;2.02;-0.01
19.20;0.95;8.00;6.50;1.05;18.37;54723.58;2.10;-0.02
19.20;0.95;8.00;6.50;1.10;18.36;54745.95;2.17;-0.02
19.20;0.95;8.00;6.50;1.15;18.35;54768.47;2.25;-0.03
19.20;0.95;8.00;6.50;1.20;18.34;54791.13;2.33;-0.04
19.20;0.95;8.00;6.50;1.25;18.34;54813.92;2.40;-0.04
19.20;0.95;8.00;7.00;1.00;18.37;54701.37;1.97;0.01
19.20;0.95;8.00;7.00;1.05;18.37;54723.58;2.04;0.00
19.20;0.95;8.00;7.00;1.10;18.36;54745.95;2.12;-0.01
19.20;0.95;8.00;7.00;1.15;18.35;54768.47;2.19;-0.02
19.20;0.95;8.00;7.00;1.20;18.34;54791.13;2.27;-0.03
19.20;0.95;8.00;7.00;1.25;18.34;54813.92;2.34;-0.03
19.20;0.95;8.50;4.00;1.00;18.37;54729.15;2.38;-0.10
19.20;0.95;8.50;4.00;1.05;18.36;54752.97;2.48;-0.11
19.20;0.95;8.50;4.00;1.10;18.35;54776.95;2.57;-0.12
19.20;0.95;8.50;4.00;1.15;18.35;54801.08;2.66;-0.13
19.20;0.95;8.50;4.00;1.20;18.34;54825.36;2.75;-0.14
19.20;0.95;8.50;4.00;1.25;18.33;54849.78;2.84;-0.15
19.20;0.95;8.50;4.50;1.00;18.37;54729.15;2.33;-0.09
19.20;0.95;8.50;4.50;1.05;18.36;54752.97;2.42;-0.10
19.20;0.95;8.50;4.50;1.10;18.35;54776.95;2.51;-0.11
19.20;0.95;8.50;4.50;1.15;18.35;54801.08;2.60;-0.12
19.20;0.95;8.50;4.50;1.20;18.34;54825.36;2.69;-0.13
19.20;0.95;8.50;4.50;1.25;18.33;54849.78;2.78;-0.13
19.20;0.95;8.50;5.00;1.00;18.37;54729.15;2.28;-0.07
19.20;0.95;8.50;5.00;1.05;18.36;54752.97;2.37;-0.08
19.20;0.95;8.50;5.00;1.10;18.35;54776.95;2.45;-0.09
19.20;0.95;8.50;5.00;1.15;18.34;54801.08;2.54;-0.10
19.20;0.95;8.50;5.00;1.20;18.34;54825.36;2.63;-0.11
19.20;0.95;8.50;5.00;1.25;18.33;54849.78;2.71;-0.12
19.20;0.95;8.50;5.50;1.00;18.37;54729.15;2.22;-0.06
19.20;0.95;8.50;5.50;1.05;18.36;54752.97;2.31;-0.07
19.20;0.95;8.50;5.50;1.10;18.35;54776.95;2.40;-0.08
19.20;0.95;8.50;5.50;1.15;18.34;54801.08;2.48;-0.09
19.20;0.95;8.50;5.50;1.20;18.34;54825.36;2.57;-0.10
19.20;0.95;8.50;5.50;1.25;18.33;54849.78;2.65;-0.11
19.20;0.95;8.50;6.00;1.00;18.37;54729.15;2.17;-0.05
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
