XLEw(m);ScaleFact;bc(m);XLEc(m);ScaleFact;Ecruise;WTO (kg);CLmax clean;M.S.S(%)
19.00;1.15;6.50;6.00;1.10;17.67;55167.14;2.02;0.04
19.00;1.15;6.50;6.00;1.15;17.67;55184.86;2.08;0.04
19.00;1.15;6.50;6.00;1.20;17.66;55202.70;2.15;0.03
19.00;1.15;6.50;6.00;1.25;17.66;55220.66;2.21;0.03
19.00;1.15;6.50;6.50;1.00;17.66;55132.10;1.84;0.06
19.00;1.15;6.50;6.50;1.05;17.66;55149.55;1.91;0.06
19.00;1.15;6.50;6.50;1.10;17.65;55167.14;1.97;0.05
19.00;1.15;6.50;6.50;1.15;17.65;55184.86;2.04;0.05
19.00;1.15;6.50;6.50;1.20;17.65;55202.70;2.10;0.04
19.00;1.15;6.50;6.50;1.25;17.64;55220.66;2.16;0.04
19.00;1.15;6.50;7.00;1.00;17.64;55132.10;1.80;0.07
19.00;1.15;6.50;7.00;1.05;17.64;55149.55;1.86;0.07
19.00;1.15;6.50;7.00;1.10;17.64;55167.14;1.92;0.06
19.00;1.15;6.50;7.00;1.15;17.63;55184.86;1.99;0.06
19.00;1.15;6.50;7.00;1.20;17.63;55202.70;2.05;0.05
19.00;1.15;6.50;7.00;1.25;17.63;55220.66;2.11;0.05
19.00;1.15;7.00;4.00;1.00;17.73;55159.01;2.17;-0.01
19.00;1.15;7.00;4.00;1.05;17.72;55178.03;2.25;-0.02
19.00;1.15;7.00;4.00;1.10;17.72;55197.20;2.33;-0.03
19.00;1.15;7.00;4.00;1.15;17.71;55216.50;2.41;-0.04
19.00;1.15;7.00;4.00;1.20;17.71;55235.94;2.48;-0.04
19.00;1.15;7.00;4.00;1.25;17.71;55255.50;2.56;-0.05
19.00;1.15;7.00;4.50;1.00;17.72;55159.01;2.12;0.00
19.00;1.15;7.00;4.50;1.05;17.71;55178.03;2.20;-0.01
19.00;1.15;7.00;4.50;1.10;17.71;55197.20;2.28;-0.02
19.00;1.15;7.00;4.50;1.15;17.70;55216.50;2.35;-0.02
19.00;1.15;7.00;4.50;1.20;17.70;55235.94;2.43;-0.03
19.00;1.15;7.00;4.50;1.25;17.70;55255.50;2.51;-0.04
19.00;1.15;7.00;5.00;1.00;17.70;55159.01;2.08;0.01
19.00;1.15;7.00;5.00;1.05;17.70;55178.03;2.15;0.00
19.00;1.15;7.00;5.00;1.10;17.70;55197.20;2.23;-0.01
19.00;1.15;7.00;5.00;1.15;17.69;55216.50;2.30;-0.01
19.00;1.15;7.00;5.00;1.20;17.69;55235.94;2.38;-0.02
19.00;1.15;7.00;5.00;1.25;17.69;55255.50;2.45;-0.03
19.00;1.15;7.00;5.50;1.00;17.69;55159.01;2.03;0.02
19.00;1.15;7.00;5.50;1.05;17.69;55178.03;2.11;0.01
19.00;1.15;7.00;5.50;1.10;17.68;55197.20;2.18;0.00
19.00;1.15;7.00;5.50;1.15;17.68;55216.50;2.25;0.00
19.00;1.15;7.00;5.50;1.20;17.68;55235.94;2.32;-0.01
19.00;1.15;7.00;5.50;1.25;17.67;55255.50;2.40;-0.01
19.00;1.15;7.00;6.00;1.00;17.68;55159.01;1.99;0.03
19.00;1.15;7.00;6.00;1.05;17.67;55178.03;2.06;0.02
19.00;1.15;7.00;6.00;1.10;17.67;55197.20;2.13;0.01
19.00;1.15;7.00;6.00;1.15;17.67;55216.50;2.20;0.01
19.00;1.15;7.00;6.00;1.20;17.66;55235.94;2.27;0.00
19.00;1.15;7.00;6.00;1.25;17.66;55255.50;2.34;0.00
19.00;1.15;7.00;6.50;1.00;17.66;55159.01;1.94;0.03
19.00;1.15;7.00;6.50;1.05;17.66;55178.03;2.01;0.03
19.00;1.15;7.00;6.50;1.10;17.66;55197.20;2.08;0.02
19.00;1.15;7.00;6.50;1.15;17.65;55216.50;2.15;0.02
19.00;1.15;7.00;6.50;1.20;17.65;55235.94;2.22;0.01
19.00;1.15;7.00;6.50;1.25;17.65;55255.50;2.29;0.01
19.00;1.15;7.00;7.00;1.00;17.65;55159.01;1.90;0.04
19.00;1.15;7.00;7.00;1.05;17.64;55178.03;1.96;0.04
19.00;1.15;7.00;7.00;1.10;17.64;55197.20;2.03;0.03
19.00;1.15;7.00;7.00;1.15;17.64;55216.50;2.10;0.03
19.00;1.15;7.00;7.00;1.20;17.63;55235.94;2.16;0.02
19.00;1.15;7.00;7.00;1.25;17.63;55255.50;2.23;0.02
19.00;1.15;7.50;4.00;1.00;17.73;55186.23;2.28;-0.05
19.00;1.15;7.50;4.00;1.05;17.72;55206.83;2.37;-0.06
19.00;1.15;7.50;4.00;1.10;17.72;55227.60;2.45;-0.06
19.00;1.15;7.50;4.00;1.15;17.71;55248.50;2.53;-0.07
19.00;1.15;7.50;4.00;1.20;17.71;55269.54;2.62;-0.08
19.00;1.15;7.50;4.00;1.25;17.70;55290.71;2.70;-0.09
19.00;1.15;7.50;4.50;1.00;17.72;55186.23;2.23;-0.04
19.00;1.15;7.50;4.50;1.05;17.71;55206.83;2.32;-0.04
19.00;1.15;7.50;4.50;1.10;17.71;55227.60;2.40;-0.05
19.00;1.15;7.50;4.50;1.15;17.70;55248.50;2.48;-0.06
19.00;1.15;7.50;4.50;1.20;17.70;55269.54;2.56;-0.07
19.00;1.15;7.50;4.50;1.25;17.69;55290.71;2.64;-0.07
19.00;1.15;7.50;5.00;1.00;17.70;55186.23;2.19;-0.03
19.00;1.15;7.50;5.00;1.05;17.70;55206.83;2.27;-0.03
19.00;1.15;7.50;5.00;1.10;17.70;55227.60;2.35;-0.04
19.00;1.15;7.50;5.00;1.15;17.69;55248.50;2.43;-0.05
19.00;1.15;7.50;5.00;1.20;17.69;55269.54;2.51;-0.06
19.00;1.15;7.50;5.00;1.25;17.68;55290.71;2.58;-0.06
19.00;1.15;7.50;5.50;1.00;17.69;55186.23;2.14;-0.01
19.00;1.15;7.50;5.50;1.05;17.69;55206.83;2.22;-0.02
19.00;1.15;7.50;5.50;1.10;17.68;55227.60;2.29;-0.03
19.00;1.15;7.50;5.50;1.15;17.68;55248.50;2.37;-0.04
19.00;1.15;7.50;5.50;1.20;17.68;55269.54;2.45;-0.04
19.00;1.15;7.50;5.50;1.25;17.67;55290.71;2.52;-0.05
19.00;1.15;7.50;6.00;1.00;17.68;55186.23;2.09;0.00
19.00;1.15;7.50;6.00;1.05;17.68;55206.83;2.17;-0.01
19.00;1.15;7.50;6.00;1.10;17.67;55227.60;2.24;-0.02
19.00;1.15;7.50;6.00;1.15;17.67;55248.50;2.32;-0.03
19.00;1.15;7.50;6.00;1.20;17.66;55269.54;2.39;-0.03
19.00;1.15;7.50;6.00;1.25;17.66;55290.71;2.47;-0.04
19.00;1.15;7.50;6.50;1.00;17.67;55186.23;2.04;0.01
19.00;1.15;7.50;6.50;1.05;17.66;55206.83;2.12;0.00
19.00;1.15;7.50;6.50;1.10;17.66;55227.60;2.19;-0.01
19.00;1.15;7.50;6.50;1.15;17.65;55248.50;2.26;-0.02
19.00;1.15;7.50;6.50;1.20;17.65;55269.54;2.33;-0.02
19.00;1.15;7.50;6.50;1.25;17.65;55290.71;2.41;-0.03
19.00;1.15;7.50;7.00;1.00;17.65;55186.23;1.99;0.02
19.00;1.15;7.50;7.00;1.05;17.65;55206.83;2.06;0.01
19.00;1.15;7.50;7.00;1.10;17.64;55227.60;2.14;0.00
19.00;1.15;7.50;7.00;1.15;17.64;55248.50;2.21;0.00
19.00;1.15;7.50;7.00;1.20;17.64;55269.54;2.28;-0.01
19.00;1.15;7.50;7.00;1.25;17.63;55290.71;2.35;-0.02
19.00;1.15;8.00;4.00;1.00;17.72;55213.74;2.40;-0.08
19.00;1.15;8.00;4.00;1.05;17.72;55235.94;2.49;-0.09
19.00;1.15;8.00;4.00;1.10;17.71;55258.30;2.57;-0.10
19.00;1.15;8.00;4.00;1.15;17.71;55280.81;2.66;-0.11
19.00;1.15;8.00;4.00;1.20;17.70;55303.47;2.75;-0.12
19.00;1.15;8.00;4.00;1.25;17.70;55326.25;2.84;-0.12
19.00;1.15;8.00;4.50;1.00;17.71;55213.74;2.34;-0.07
19.00;1.15;8.00;4.50;1.05;17.71;55235.94;2.43;-0.08
19.00;1.15;8.00;4.50;1.10;17.70;55258.30;2.52;-0.09
19.00;1.15;8.00;4.50;1.15;17.70;55280.81;2.61;-0.10
19.00;1.15;8.00;4.50;1.20;17.69;55303.47;2.69;-0.10
19.00;1.15;8.00;4.50;1.25;17.69;55326.25;2.78;-0.11
19.00;1.15;8.00;5.00;1.00;17.70;55213.74;2.29;-0.06
19.00;1.15;8.00;5.00;1.05;17.70;55235.94;2.38;-0.07
19.00;1.15;8.00;5.00;1.10;17.69;55258.30;2.46;-0.07
19.00;1.15;8.00;5.00;1.15;17.69;55280.81;2.55;-0.08
19.00;1.15;8.00;5.00;1.20;17.68;55303.47;2.63;-0.09
19.00;1.15;8.00;5.00;1.25;17.68;55326.25;2.71;-0.10
19.00;1.15;8.00;5.50;1.00;17.69;55213.74;2.24;-0.04
19.00;1.15;8.00;5.50;1.05;17.69;55235.94;2.33;-0.05
19.00;1.15;8.00;5.50;1.10;17.68;55258.30;2.41;-0.06
19.00;1.15;8.00;5.50;1.15;17.68;55280.81;2.49;-0.07
19.00;1.15;8.00;5.50;1.20;17.67;55303.47;2.57;-0.08
19.00;1.15;8.00;5.50;1.25;17.67;55326.25;2.65;-0.09
19.00;1.15;8.00;6.00;1.00;17.68;55213.74;2.19;-0.03
19.00;1.15;8.00;6.00;1.05;17.67;55235.94;2.27;-0.04
19.00;1.15;8.00;6.00;1.10;17.67;55258.30;2.35;-0.05
19.00;1.15;8.00;6.00;1.15;17.67;55280.81;2.43;-0.06
19.00;1.15;8.00;6.00;1.20;17.66;55303.47;2.51;-0.07
19.00;1.15;8.00;6.00;1.25;17.66;55326.25;2.59;-0.07
19.00;1.15;8.00;6.50;1.00;17.67;55213.74;2.14;-0.02
19.00;1.15;8.00;6.50;1.05;17.66;55235.94;2.22;-0.03
19.00;1.15;8.00;6.50;1.10;17.66;55258.30;2.30;-0.04
19.00;1.15;8.00;6.50;1.15;17.65;55280.81;2.37;-0.05
19.00;1.15;8.00;6.50;1.20;17.65;55303.47;2.45;-0.05
19.00;1.15;8.00;6.50;1.25;17.64;55326.25;2.53;-0.06
19.00;1.15;8.00;7.00;1.00;17.65;55213.74;2.09;-0.01
19.00;1.15;8.00;7.00;1.05;17.65;55235.94;2.17;-0.02
19.00;1.15;8.00;7.00;1.10;17.64;55258.30;2.24;-0.03
19.00;1.15;8.00;7.00;1.15;17.64;55280.81;2.32;-0.03
19.00;1.15;8.00;7.00;1.20;17.63;55303.47;2.39;-0.04
19.00;1.15;8.00;7.00;1.25;17.63;55326.25;2.46;-0.05
19.00;1.15;8.50;4.00;1.00;17.72;55241.52;2.51;-0.11
19.00;1.15;8.50;4.00;1.05;17.71;55265.32;2.60;-0.12
19.00;1.15;8.50;4.00;1.10;17.71;55289.29;2.70;-0.13
19.00;1.15;8.50;4.00;1.15;17.70;55313.42;2.79;-0.14
19.00;1.15;8.50;4.00;1.20;17.70;55337.69;2.88;-0.15
19.00;1.15;8.50;4.00;1.25;17.69;55362.10;2.97;-0.16
19.00;1.15;8.50;4.50;1.00;17.71;55241.52;2.45;-0.10
19.00;1.15;8.50;4.50;1.05;17.70;55265.32;2.55;-0.11
19.00;1.15;8.50;4.50;1.10;17.70;55289.29;2.64;-0.12
19.00;1.15;8.50;4.50;1.15;17.69;55313.42;2.73;-0.13
19.00;1.15;8.50;4.50;1.20;17.69;55337.69;2.82;-0.14
19.00;1.15;8.50;4.50;1.25;17.68;55362.10;2.91;-0.15
19.00;1.15;8.50;5.00;1.00;17.70;55241.52;2.40;-0.09
19.00;1.15;8.50;5.00;1.05;17.69;55265.32;2.49;-0.10
19.00;1.15;8.50;5.00;1.10;17.69;55289.29;2.58;-0.11
19.00;1.15;8.50;5.00;1.15;17.68;55313.42;2.67;-0.12
19.00;1.15;8.50;5.00;1.20;17.68;55337.69;2.76;-0.13
19.00;1.15;8.50;5.00;1.25;17.67;55362.10;2.84;-0.13
19.00;1.15;8.50;5.50;1.00;17.69;55241.52;2.35;-0.07
19.00;1.15;8.50;5.50;1.05;17.68;55265.32;2.43;-0.09
19.00;1.15;8.50;5.50;1.10;17.68;55289.29;2.52;-0.09
19.00;1.15;8.50;5.50;1.15;17.67;55313.42;2.61;-0.10
19.00;1.15;8.50;5.50;1.20;17.67;55337.69;2.69;-0.11
19.00;1.15;8.50;5.50;1.25;17.66;55362.10;2.78;-0.12
19.00;1.15;8.50;6.00;1.00;17.68;55241.52;2.29;-0.06
19.00;1.15;8.50;6.00;1.05;17.67;55265.32;2.38;-0.07
19.00;1.15;8.50;6.00;1.10;17.67;55289.29;2.46;-0.08
19.00;1.15;8.50;6.00;1.15;17.66;55313.42;2.55;-0.09
19.00;1.15;8.50;6.00;1.20;17.66;55337.69;2.63;-0.10
19.00;1.15;8.50;6.00;1.25;17.65;55362.10;2.71;-0.11
19.00;1.15;8.50;6.50;1.00;17.66;55241.52;2.24;-0.05
19.00;1.15;8.50;6.50;1.05;17.66;55265.32;2.32;-0.06
19.00;1.15;8.50;6.50;1.10;17.65;55289.29;2.40;-0.07
19.00;1.15;8.50;6.50;1.15;17.65;55313.42;2.49;-0.08
19.00;1.15;8.50;6.50;1.20;17.64;55337.69;2.57;-0.09
19.00;1.15;8.50;6.50;1.25;17.64;55362.10;2.65;-0.09
19.00;1.15;8.50;7.00;1.00;17.65;55241.52;2.18;-0.04
19.00;1.15;8.50;7.00;1.05;17.65;55265.32;2.26;-0.05
19.00;1.15;8.50;7.00;1.10;17.64;55289.29;2.34;-0.06
19.00;1.15;8.50;7.00;1.15;17.64;55313.42;2.42;-0.06
19.00;1.15;8.50;7.00;1.20;17.63;55337.69;2.50;-0.07
19.00;1.15;8.50;7.00;1.25;17.63;55362.10;2.58;-0.08
19.00;1.15;9.00;4.00;1.00;17.72;55269.54;2.62;-0.14
19.00;1.15;9.00;4.00;1.05;17.71;55294.96;2.72;-0.16
19.00;1.15;9.00;4.00;1.10;17.70;55320.54;2.82;-0.17
19.00;1.15;9.00;4.00;1.15;17.70;55346.29;2.91;-0.18
19.00;1.15;9.00;4.00;1.20;17.69;55372.19;3.01;-0.19
19.00;1.15;9.00;4.00;1.25;17.69;55398.22;3.11;-0.20
19.00;1.15;9.00;4.50;1.00;17.71;55269.54;2.56;-0.13
19.00;1.15;9.00;4.50;1.05;17.70;55294.96;2.66;-0.14
19.00;1.15;9.00;4.50;1.10;17.70;55320.54;2.76;-0.15
19.00;1.15;9.00;4.50;1.15;17.69;55346.29;2.85;-0.17
19.00;1.15;9.00;4.50;1.20;17.68;55372.19;2.95;-0.18
19.00;1.15;9.00;4.50;1.25;17.68;55398.22;3.04;-0.18
19.00;1.15;9.00;5.00;1.00;17.70;55269.54;2.51;-0.12
19.00;1.15;9.00;5.00;1.05;17.69;55294.96;2.60;-0.13
19.00;1.15;9.00;5.00;1.10;17.69;55320.54;2.69;-0.14
19.00;1.15;9.00;5.00;1.15;17.68;55346.29;2.79;-0.15
19.00;1.15;9.00;5.00;1.20;17.67;55372.19;2.88;-0.16
19.00;1.15;9.00;5.00;1.25;17.67;55398.22;2.97;-0.17
19.00;1.15;9.00;5.50;1.00;17.69;55269.54;2.45;-0.10
19.00;1.15;9.00;5.50;1.05;17.68;55294.96;2.54;-0.12
19.00;1.15;9.00;5.50;1.10;17.67;55320.54;2.63;-0.13
19.00;1.15;9.00;5.50;1.15;17.67;55346.29;2.72;-0.14
19.00;1.15;9.00;5.50;1.20;17.66;55372.19;2.81;-0.15
19.00;1.15;9.00;5.50;1.25;17.66;55398.22;2.90;-0.15
19.00;1.15;9.00;6.00;1.00;17.67;55269.54;2.39;-0.09
19.00;1.15;9.00;6.00;1.05;17.67;55294.96;2.48;-0.10
19.00;1.15;9.00;6.00;1.10;17.66;55320.54;2.57;-0.11
19.00;1.15;9.00;6.00;1.15;17.66;55346.29;2.66;-0.12
19.00;1.15;9.00;6.00;1.20;17.65;55372.19;2.75;-0.13
19.00;1.15;9.00;6.00;1.25;17.65;55398.22;2.83;-0.14
19.00;1.15;9.00;6.50;1.00;17.66;55269.54;2.34;-0.08
19.00;1.15;9.00;6.50;1.05;17.66;55294.96;2.42;-0.09
19.00;1.15;9.00;6.50;1.10;17.65;55320.54;2.51;-0.10
19.00;1.15;9.00;6.50;1.15;17.65;55346.29;2.59;-0.11
19.00;1.15;9.00;6.50;1.20;17.64;55372.19;2.68;-0.12
19.00;1.15;9.00;6.50;1.25;17.64;55398.22;2.76;-0.12
19.00;1.15;9.00;7.00;1.00;17.65;55269.54;2.28;-0.06
19.00;1.15;9.00;7.00;1.05;17.64;55294.96;2.36;-0.07
19.00;1.15;9.00;7.00;1.10;17.64;55320.54;2.45;-0.08
19.00;1.15;9.00;7.00;1.15;17.63;55346.29;2.53;-0.09
19.00;1.15;9.00;7.00;1.20;17.63;55372.19;2.61;-0.10
19.00;1.15;9.00;7.00;1.25;17.62;55398.22;2.69;-0.11
19.00;1.20;6.00;4.00;1.00;17.59;55210.02;1.94;0.06
19.00;1.20;6.00;4.00;1.05;17.58;55225.91;2.01;0.05
19.00;1.20;6.00;4.00;1.10;17.58;55241.92;2.08;0.05
19.00;1.20;6.00;4.00;1.15;17.58;55258.07;2.15;0.04
19.00;1.20;6.00;4.00;1.20;17.58;55274.32;2.21;0.04
19.00;1.20;6.00;4.00;1.25;17.57;55290.69;2.28;0.03
19.00;1.20;6.00;4.50;1.00;17.57;55210.02;1.90;0.06
19.00;1.20;6.00;4.50;1.05;17.57;55225.91;1.97;0.06
19.00;1.20;6.00;4.50;1.10;17.57;55241.92;2.03;0.05
19.00;1.20;6.00;4.50;1.15;17.57;55258.07;2.10;0.05
19.00;1.20;6.00;4.50;1.20;17.56;55274.32;2.17;0.05
19.00;1.20;6.00;4.50;1.25;17.56;55290.69;2.23;0.04
19.00;1.20;6.00;5.00;1.00;17.56;55210.02;1.86;0.07
19.00;1.20;6.00;5.00;1.05;17.55;55225.91;1.93;0.07
19.00;1.20;6.00;5.00;1.10;17.55;55241.92;1.99;0.06
19.00;1.20;6.00;5.00;1.15;17.55;55258.07;2.06;0.06
19.00;1.20;6.00;5.00;1.20;17.55;55274.32;2.12;0.05
19.00;1.20;6.00;5.00;1.25;17.55;55290.69;2.19;0.05
19.00;1.20;6.00;5.50;1.00;17.54;55210.02;1.82;0.08
19.00;1.20;6.00;5.50;1.05;17.54;55225.91;1.89;0.07
19.00;1.20;6.00;5.50;1.10;17.54;55241.92;1.95;0.07
19.00;1.20;6.00;5.50;1.15;17.53;55258.07;2.01;0.07
19.00;1.20;6.00;5.50;1.20;17.53;55274.32;2.08;0.06
19.00;1.20;6.00;5.50;1.25;17.53;55290.69;2.14;0.06
19.00;1.20;6.00;6.00;1.00;17.52;55210.02;1.78;0.09
19.00;1.20;6.00;6.00;1.05;17.52;55225.91;1.85;0.08
19.00;1.20;6.00;6.00;1.10;17.52;55241.92;1.91;0.08
19.00;1.20;6.00;6.00;1.15;17.52;55258.07;1.97;0.07
19.00;1.20;6.00;6.00;1.20;17.51;55274.32;2.03;0.07
19.00;1.20;6.00;6.00;1.25;17.51;55290.69;2.09;0.07
19.00;1.20;6.00;6.50;1.00;17.50;55210.02;1.74;0.10
19.00;1.20;6.00;6.50;1.05;17.50;55225.91;1.80;0.09
19.00;1.20;6.00;6.50;1.10;17.50;55241.92;1.86;0.09
19.00;1.20;6.00;6.50;1.15;17.50;55258.07;1.92;0.08
19.00;1.20;6.00;6.50;1.20;17.50;55274.32;1.98;0.08
19.00;1.20;6.00;6.50;1.25;17.49;55290.69;2.04;0.08
19.00;1.20;6.00;7.00;1.00;17.48;55210.02;1.71;0.10
19.00;1.20;6.00;7.00;1.05;17.48;55225.91;1.76;0.10
19.00;1.20;6.00;7.00;1.10;17.48;55241.92;1.82;0.09
19.00;1.20;6.00;7.00;1.15;17.48;55258.07;1.88;0.09
19.00;1.20;6.00;7.00;1.20;17.48;55274.32;1.94;0.09
19.00;1.20;6.00;7.00;1.25;17.47;55290.69;1.99;0.08
19.00;1.20;6.50;4.00;1.00;17.59;55236.57;2.06;0.02
19.00;1.20;6.50;4.00;1.05;17.59;55254.02;2.13;0.02
19.00;1.20;6.50;4.00;1.10;17.59;55271.61;2.20;0.01
19.00;1.20;6.50;4.00;1.15;17.58;55289.32;2.28;0.00
19.00;1.20;6.50;4.00;1.20;17.58;55307.16;2.35;0.00
19.00;1.20;6.50;4.00;1.25;17.58;55325.12;2.42;0.00
19.00;1.20;6.50;4.50;1.00;17.58;55236.57;2.01;0.03
19.00;1.20;6.50;4.50;1.05;17.58;55254.02;2.09;0.03
19.00;1.20;6.50;4.50;1.10;17.57;55271.61;2.16;0.02
19.00;1.20;6.50;4.50;1.15;17.57;55289.32;2.23;0.01
19.00;1.20;6.50;4.50;1.20;17.57;55307.16;2.30;0.01
19.00;1.20;6.50;4.50;1.25;17.57;55325.12;2.37;0.00
19.00;1.20;6.50;5.00;1.00;17.57;55236.57;1.97;0.04
19.00;1.20;6.50;5.00;1.05;17.56;55254.02;2.04;0.03
19.00;1.20;6.50;5.00;1.10;17.56;55271.61;2.11;0.03
19.00;1.20;6.50;5.00;1.15;17.56;55289.32;2.18;0.02
19.00;1.20;6.50;5.00;1.20;17.55;55307.16;2.25;0.02
19.00;1.20;6.50;5.00;1.25;17.55;55325.12;2.32;0.01
19.00;1.20;6.50;5.50;1.00;17.55;55236.57;1.93;0.05
19.00;1.20;6.50;5.50;1.05;17.55;55254.02;2.00;0.04
19.00;1.20;6.50;5.50;1.10;17.55;55271.61;2.07;0.04
19.00;1.20;6.50;5.50;1.15;17.54;55289.32;2.13;0.03
19.00;1.20;6.50;5.50;1.20;17.54;55307.16;2.20;0.03
19.00;1.20;6.50;5.50;1.25;17.54;55325.12;2.27;0.02
19.00;1.20;6.50;6.00;1.00;17.53;55236.57;1.89;0.06
19.00;1.20;6.50;6.00;1.05;17.53;55254.02;1.95;0.05
19.00;1.20;6.50;6.00;1.10;17.53;55271.61;2.02;0.05
19.00;1.20;6.50;6.00;1.15;17.53;55289.32;2.09;0.04
19.00;1.20;6.50;6.00;1.20;17.52;55307.16;2.15;0.04
19.00;1.20;6.50;6.00;1.25;17.52;55325.12;2.22;0.03
19.00;1.20;6.50;6.50;1.00;17.52;55236.57;1.85;0.07
19.00;1.20;6.50;6.50;1.05;17.51;55254.02;1.91;0.06
19.00;1.20;6.50;6.50;1.10;17.51;55271.61;1.97;0.06
19.00;1.20;6.50;6.50;1.15;17.51;55289.32;2.04;0.05
19.00;1.20;6.50;6.50;1.20;17.51;55307.16;2.10;0.05
19.00;1.20;6.50;6.50;1.25;17.50;55325.12;2.17;0.04
19.00;1.20;6.50;7.00;1.00;17.50;55236.57;1.80;0.08
19.00;1.20;6.50;7.00;1.05;17.49;55254.02;1.87;0.07
19.00;1.20;6.50;7.00;1.10;17.49;55271.61;1.93;0.06
19.00;1.20;6.50;7.00;1.15;17.49;55289.32;1.99;0.06
19.00;1.20;6.50;7.00;1.20;17.49;55307.16;2.05;0.06
19.00;1.20;6.50;7.00;1.25;17.48;55325.12;2.11;0.05
19.00;1.20;7.00;4.00;1.00;17.60;55263.47;2.17;-0.01
19.00;1.20;7.00;4.00;1.05;17.59;55282.49;2.25;-0.02
19.00;1.20;7.00;4.00;1.10;17.59;55301.66;2.33;-0.03
19.00;1.20;7.00;4.00;1.15;17.59;55320.97;2.41;-0.03
19.00;1.20;7.00;4.00;1.20;17.58;55340.40;2.48;-0.04
19.00;1.20;7.00;4.00;1.25;17.58;55359.96;2.56;-0.04
19.00;1.20;7.00;4.50;1.00;17.58;55263.47;2.13;0.00
19.00;1.20;7.00;4.50;1.05;17.58;55282.49;2.20;-0.01
19.00;1.20;7.00;4.50;1.10;17.58;55301.66;2.28;-0.02
19.00;1.20;7.00;4.50;1.15;17.57;55320.97;2.36;-0.02
19.00;1.20;7.00;4.50;1.20;17.57;55340.40;2.43;-0.03
19.00;1.20;7.00;4.50;1.25;17.57;55359.96;2.51;-0.03
19.00;1.20;7.00;5.00;1.00;17.57;55263.47;2.08;0.01
19.00;1.20;7.00;5.00;1.05;17.57;55282.49;2.16;0.00
19.00;1.20;7.00;5.00;1.10;17.56;55301.66;2.23;0.00
19.00;1.20;7.00;5.00;1.15;17.56;55320.97;2.31;-0.01
19.00;1.20;7.00;5.00;1.20;17.56;55340.40;2.38;-0.02
19.00;1.20;7.00;5.00;1.25;17.55;55359.96;2.45;-0.02
19.00;1.20;7.00;5.50;1.00;17.56;55263.47;2.04;0.02
19.00;1.20;7.00;5.50;1.05;17.55;55282.49;2.11;0.01
19.00;1.20;7.00;5.50;1.10;17.55;55301.66;2.18;0.01
19.00;1.20;7.00;5.50;1.15;17.55;55320.97;2.25;0.00
19.00;1.20;7.00;5.50;1.20;17.54;55340.40;2.33;-0.01
19.00;1.20;7.00;5.50;1.25;17.54;55359.96;2.40;-0.01
19.00;1.20;7.00;6.00;1.00;17.54;55263.47;1.99;0.03
19.00;1.20;7.00;6.00;1.05;17.54;55282.49;2.06;0.02
19.00;1.20;7.00;6.00;1.10;17.53;55301.66;2.13;0.02
19.00;1.20;7.00;6.00;1.15;17.53;55320.97;2.20;0.01
19.00;1.20;7.00;6.00;1.20;17.53;55340.40;2.27;0.00
19.00;1.20;7.00;6.00;1.25;17.53;55359.96;2.34;0.00
19.00;1.20;7.00;6.50;1.00;17.52;55263.47;1.95;0.04
19.00;1.20;7.00;6.50;1.05;17.52;55282.49;2.02;0.03
19.00;1.20;7.00;6.50;1.10;17.52;55301.66;2.08;0.03
19.00;1.20;7.00;6.50;1.15;17.51;55320.97;2.15;0.02
19.00;1.20;7.00;6.50;1.20;17.51;55340.40;2.22;0.01
19.00;1.20;7.00;6.50;1.25;17.51;55359.96;2.29;0.01
19.00;1.20;7.00;7.00;1.00;17.51;55263.47;1.90;0.05
19.00;1.20;7.00;7.00;1.05;17.50;55282.49;1.97;0.04
19.00;1.20;7.00;7.00;1.10;17.50;55301.66;2.03;0.04
19.00;1.20;7.00;7.00;1.15;17.50;55320.97;2.10;0.03
19.00;1.20;7.00;7.00;1.20;17.49;55340.40;2.17;0.02
19.00;1.20;7.00;7.00;1.25;17.49;55359.96;2.23;0.02
19.00;1.20;7.50;4.00;1.00;17.60;55290.69;2.28;-0.04
19.00;1.20;7.50;4.00;1.05;17.59;55311.30;2.37;-0.05
19.00;1.20;7.50;4.00;1.10;17.59;55332.06;2.45;-0.06
19.00;1.20;7.50;4.00;1.15;17.59;55352.96;2.54;-0.07
19.00;1.20;7.50;4.00;1.20;17.58;55374.00;2.62;-0.08
19.00;1.20;7.50;4.00;1.25;17.58;55395.16;2.70;-0.08
19.00;1.20;7.50;4.50;1.00;17.59;55290.69;2.24;-0.03
19.00;1.20;7.50;4.50;1.05;17.58;55311.30;2.32;-0.04
19.00;1.20;7.50;4.50;1.10;17.58;55332.06;2.40;-0.05
19.00;1.20;7.50;4.50;1.15;17.57;55352.96;2.48;-0.06
19.00;1.20;7.50;4.50;1.20;17.57;55374.00;2.56;-0.06
19.00;1.20;7.50;4.50;1.25;17.57;55395.16;2.64;-0.07
19.00;1.20;7.50;5.00;1.00;17.57;55290.69;2.19;-0.02
19.00;1.20;7.50;5.00;1.05;17.57;55311.30;2.27;-0.03
19.00;1.20;7.50;5.00;1.10;17.57;55332.06;2.35;-0.04
19.00;1.20;7.50;5.00;1.15;17.56;55352.96;2.43;-0.05
19.00;1.20;7.50;5.00;1.20;17.56;55374.00;2.51;-0.05
19.00;1.20;7.50;5.00;1.25;17.55;55395.16;2.58;-0.06
