Cruise Altitude[ft];Cruise Mach number;BlockFuel[kg];AnnualDOC[M$_year]
29000;0.57;5899.630048;23.67162164
29000;0.58;5827.524116;23.70630642
29000;0.59;5762.589499;23.75016501
29000;0.6;5703.14773;23.79660016
29000;0.61;5648.767034;23.84540146
29000;0.62;5599.013644;23.89633782
29000;0.63;5553.454291;23.94916028
29000;0.64;5511.713545;24.00365629
29250;0.64;5511.713545;24.00365629
29250;0.63;5553.454291;23.94916028
29250;0.62;5599.013644;23.89633782
29250;0.61;5648.767034;23.84540146
29250;0.6;5703.14773;23.79660016
29250;0.59;5762.589497;23.75016501
29250;0.58;5827.524115;23.70630642
29250;0.57;5899.630048;23.67162164
29250;0.56;5979.000832;23.64393858
29250;0.55;6065.384821;23.61956836
29250;0.54;6159.209526;23.59863217
29250;0.53;6260.862069;23.58119521
29250;0.52;6370.720514;23.56729441
29250;0.51;6489.15816;23.55694203
29250;0.5;6616.600068;23.55017212
29250;0.49;6758.662758;23.55121485
29250;0.48;6911.752686;23.55668268
29250;0.47;7077.312049;23.56731349
29250;0.46;7257.024787;23.58397331
29250;0.45;7452.81545;23.60764486
29500;0.45;7452.81545;23.60764486
29500;0.46;7257.024787;23.58397331
29500;0.47;7077.312049;23.56731349
29500;0.48;6911.752686;23.55668268
29500;0.49;6758.662758;23.55121485
29500;0.5;6616.600068;23.55017212
29500;0.51;6489.15816;23.55694203
29500;0.52;6370.720514;23.56729441
29500;0.53;6260.862069;23.58119521
29500;0.54;6159.209526;23.59863217
29500;0.55;6065.384821;23.61956836
29500;0.56;5979.000832;23.64393858
29500;0.57;5899.630048;23.67162164
29500;0.58;5827.524116;23.70630642
29500;0.59;5762.589499;23.75016501
29500;0.6;5703.14773;23.79660016
29500;0.61;5648.767034;23.84540146
29500;0.62;5599.013644;23.89633782
29500;0.63;5553.454291;23.94916028
29500;0.64;5511.713545;24.00365629
29750;0.64;5511.713545;24.00365629
29750;0.63;5553.454291;23.94916028
29750;0.62;5599.013644;23.89633782
29750;0.61;5648.767034;23.84540146
29750;0.6;5703.14773;23.79660016
29750;0.59;5762.589497;23.75016501
29750;0.58;5827.524115;23.70630642
29750;0.57;5899.630048;23.67162164
29750;0.56;5979.000832;23.64393858
29750;0.55;6065.384821;23.61956836
29750;0.54;6159.209526;23.59863217
29750;0.53;6260.862069;23.58119521
29750;0.52;6370.720514;23.56729441
29750;0.51;6489.15816;23.55694203
29750;0.5;6616.600068;23.55017212
29750;0.49;6758.662758;23.55121485
29750;0.48;6911.752686;23.55668268
29750;0.47;7077.312049;23.56731349
29750;0.46;7257.024787;23.58397331
29750;0.45;7452.81545;23.60764486
30000;0.45;7452.81545;23.60764486
30000;0.46;7257.024787;23.58397331
30000;0.47;7077.312049;23.56731349
30000;0.48;6911.752686;23.55668268
30000;0.49;6758.662758;23.55121485
30000;0.5;6616.600068;23.55017212
30000;0.51;6489.15816;23.55694203
30000;0.52;6370.720514;23.56729441
30000;0.53;6260.862069;23.58119521
30000;0.54;6159.209526;23.59863217
30000;0.55;6065.384821;23.61956836
30000;0.56;5979.000832;23.64393858
30000;0.57;5899.630048;23.67162164
30000;0.58;5827.524116;23.70630642
30000;0.59;5762.589499;23.75016501
30000;0.6;5703.14773;23.79660016
30000;0.61;5648.767034;23.84540146
30000;0.62;5599.013644;23.89633782
30000;0.63;5553.454291;23.94916028
30000;0.64;5511.713545;24.00365629
30250;0.64;5511.713545;24.00365629
30250;0.63;5553.454291;23.94916028
30250;0.62;5599.013644;23.89633782
30250;0.61;5648.767034;23.84540146
30250;0.6;5703.14773;23.79660016
30250;0.59;5762.589497;23.75016501
30250;0.58;5827.524115;23.70630642
30250;0.57;5899.630048;23.67162164
30250;0.56;5979.000832;23.64393858
30250;0.55;6065.384821;23.61956836
30250;0.54;6159.209526;23.59863217
30250;0.53;6260.862069;23.58119521
30250;0.52;6370.720514;23.56729441
30250;0.51;6489.15816;23.55694203
30250;0.5;6616.600068;23.55017212
30250;0.49;6758.662758;23.55121485
30250;0.48;6911.752686;23.55668268
30250;0.47;7077.312049;23.56731349
30250;0.46;7257.024787;23.58397331
30250;0.45;7452.81545;23.60764486
30500;0.45;7452.81545;23.60764486
30500;0.46;7257.024787;23.58397331
30500;0.47;7077.312049;23.56731349
30500;0.48;6911.752686;23.55668268
30500;0.49;6758.662758;23.55121485
30500;0.5;6616.600068;23.55017212
30500;0.51;6489.15816;23.55694203
30500;0.52;6370.720514;23.56729441
30500;0.53;6260.862069;23.58119521
30500;0.54;6159.209526;23.59863217
30500;0.55;6065.384821;23.61956836
30500;0.56;5979.000832;23.64393858
30500;0.57;5899.630048;23.67162164
30500;0.58;5827.524116;23.70630642
30500;0.59;5762.589499;23.75016501
30500;0.6;5703.14773;23.79660016
30500;0.61;5648.767034;23.84540146
30500;0.62;5599.013644;23.89633782
30500;0.63;5553.454291;23.94916028
30500;0.64;5511.713545;24.00365629
30750;0.64;5511.713545;24.00365629
30750;0.63;5553.454291;23.94916028
30750;0.62;5599.013644;23.89633782
30750;0.61;5648.767034;23.84540146
30750;0.6;5703.14773;23.79660016
30750;0.59;5762.589497;23.75016501
30750;0.58;5827.524115;23.70630642
30750;0.57;5899.630048;23.67162164
30750;0.56;5979.000832;23.64393858
30750;0.55;6065.384821;23.61956836
30750;0.54;6159.209526;23.59863217
30750;0.53;6260.862069;23.58119521
30750;0.52;6370.720514;23.56729441
30750;0.51;6489.15816;23.55694203
30750;0.5;6616.600068;23.55017212
30750;0.49;6758.662758;23.55121485
30750;0.48;6911.752686;23.55668268
30750;0.47;7077.312049;23.56731349
30750;0.46;7257.024787;23.58397331
30750;0.45;7452.81545;23.60764486
31000;0.45;7155.493724;23.40496308
31000;0.46;6982.52708;23.37998416
31000;0.47;6819.945524;23.36104259
31000;0.48;6667.572872;23.3474971
31000;0.49;6524.83743;23.33868
31000;0.5;6391.031242;23.33397544
31000;0.51;6272.117197;23.33839995
31000;0.52;6160.300142;23.34566394
31000;0.53;6055.396012;23.35574838
31000;0.54;5957.197182;23.36863072
31000;0.55;5865.449558;23.3842567
31000;0.56;5779.878492;23.40255583
31000;0.57;5700.224836;23.42353086
31000;0.58;5626.319189;23.44763347
31000;0.59;5557.689662;23.47406129
31000;0.6;5494.000982;23.50266871
31000;0.61;5436.598078;23.54095468
31000;0.62;5383.702122;23.58235794
31000;0.63;5334.694583;23.62534373
31000;0.64;5289.262579;23.66974157
