Time, Emission NOx
  10.900000,  355.461431
  11.000000,  358.753497
  11.100000,  362.045564
  11.200000,  365.340057
  11.300000,  368.634852
  11.400000,  371.929648
  11.500000,  375.224443
  11.600000,  378.519239
  11.700000,  381.814034
  11.800000,  385.108830
  11.900000,  388.403625
  12.000000,  391.698420
  12.100000,  394.993216
  12.200000,  398.290743
  12.300000,  401.588611
  12.400000,  404.886479
  12.500000,  408.184347
  12.600000,  411.482215
  12.700000,  414.780083
  12.800000,  418.077951
  12.900000,  421.375818
  13.000000,  424.673686
  13.100000,  427.971554
  13.200000,  431.298613
  13.300000,  434.629317
  13.400000,  437.960021
  13.500000,  441.290725
  13.600000,  444.621428
  13.700000,  447.952132
  13.800000,  451.282836
  13.900000,  454.613539
  14.000000,  457.944243
  14.100000,  461.274947
  14.200000,  464.616525
  14.300000,  467.959462
  14.400000,  471.302398
  14.500000,  474.645334
  14.600000,  477.988270
  14.700000,  481.331206
  14.800000,  484.674143
  14.900000,  488.017079
  15.000000,  491.360015
  15.100000,  494.702951
  15.200000,  498.056124
  15.300000,  501.410576
  15.400000,  504.765027
  15.500000,  508.119479
  15.600000,  511.473930
  15.700000,  514.828382
  15.800000,  518.182833
  15.900000,  521.537285
  16.000000,  524.891736
  16.100000,  528.246187
  16.200000,  531.610252
  16.300000,  534.975517
  16.400000,  538.340782
  16.500000,  541.706047
  16.600000,  545.071312
  16.700000,  548.436577
  16.800000,  551.801842
  16.900000,  555.167107
  17.000000,  558.532372
  17.100000,  561.897637
  17.200000,  565.271906
  17.300000,  568.647299
  17.400000,  572.022691
  17.500000,  575.398084
  17.600000,  578.773477
  17.700000,  582.148870
  17.800000,  585.524262
  17.900000,  588.899655
  18.000000,  592.275048
  18.100000,  595.650440
  18.200000,  599.034241
  18.300000,  602.419092
  18.400000,  605.803942
  18.500000,  609.188793
  18.600000,  612.573643
  18.700000,  615.958494
  18.800000,  619.343344
  18.900000,  622.728195
  19.000000,  626.113045
  19.100000,  629.497896
  19.200000,  632.890573
  19.300000,  636.284227
  19.400000,  639.677882
  19.500000,  643.071536
  19.600000,  646.465190
  19.700000,  649.858845
  19.800000,  653.252499
  19.900000,  656.646154
  20.000000,  660.039808
  20.100000,  663.433463
  20.200000,  666.855235
  20.300000,  670.280519
  20.400000,  673.705802
  20.500000,  677.131086
  20.600000,  680.556369
  20.700000,  683.981652
  20.800000,  687.406936
  20.900000,  690.832219
  21.000000,  694.257503
  21.100000,  697.682786
  21.200000,  701.136511
  21.300000,  704.593787
  21.400000,  708.051062
  21.500000,  711.508338
  21.600000,  714.965614
  21.700000,  718.422890
  21.800000,  721.880166
  21.900000,  725.337442
  22.000000,  728.794717
  22.100000,  732.251993
  22.200000,  735.722563
  22.300000,  739.194792
  22.400000,  742.667022
  22.500000,  746.139251
  22.600000,  749.611481
  22.700000,  753.083710
  22.800000,  756.555939
  22.900000,  760.028169
  23.000000,  763.500398
  23.100000,  766.972628
  23.200000,  770.457578
  23.300000,  773.944117
  23.400000,  777.430655
  23.500000,  780.917194
  23.600000,  784.403733
  23.700000,  787.890271
  23.800000,  791.376810
  23.900000,  794.863348
  24.000000,  798.349887
  24.100000,  801.836426
  24.200000,  805.335122
  24.300000,  808.835337
  24.400000,  812.335552
  24.500000,  815.835767
  24.600000,  819.335981
  24.700000,  822.836196
  24.800000,  826.336411
  24.900000,  829.836626
  25.000000,  833.336840
  25.100000,  836.837055
  25.200000,  840.348876
  25.300000,  843.862145
  25.400000,  847.375415
  25.500000,  850.888685
  25.600000,  854.401954
  25.700000,  857.915224
  25.800000,  861.428494
  25.900000,  864.941763
  26.000000,  868.455033
  26.100000,  871.968302
  26.200000,  875.492636
  26.300000,  879.018351
  26.400000,  882.544067
  26.500000,  886.069782
  26.600000,  889.595497
  26.700000,  893.121212
  26.800000,  896.646928
  26.900000,  900.172643
  27.000000,  903.698358
  27.100000,  907.224073
  27.200000,  910.760322
  27.300000,  914.297885
  27.400000,  917.835449
  27.500000,  921.373012
  27.600000,  924.910576
  27.700000,  928.448140
  27.800000,  931.985703
  27.900000,  935.523267
  28.000000,  939.060830
  28.100000,  942.598394
  28.200000,  946.129358
  28.300000,  949.659498
  28.400000,  953.189639
  28.500000,  956.719779
  28.600000,  960.249919
  28.700000,  963.780059
  28.800000,  967.310199
  28.900000,  970.840340
  28.974222,  973.460489
  29.074222,  976.911744
  29.174222,  980.366251
  29.274222,  983.822658
  29.374222,  987.279064
  29.474222,  990.735471
  29.574222,  994.191878
  29.674222,  997.648284
  29.774222, 1001.104691
  29.874222, 1004.561098
  29.974222, 1008.017504
  30.074222, 1011.473911
  30.174222, 1014.935195
  30.274222, 1018.399328
  30.374222, 1021.863462
  30.474222, 1025.327595
  30.574222, 1028.791729
  30.674222, 1032.255862
  30.774222, 1035.719996
  30.874222, 1039.184129
  30.974222, 1042.648263
  31.074222, 1046.112396
  31.174222, 1049.580890
  31.274222, 1053.051932
  31.374222, 1056.522974
  31.474222, 1059.994015
  31.574222, 1063.465057
  31.674222, 1066.936099
  31.774222, 1070.407141
  31.874222, 1073.878182
  31.974222, 1077.349224
  32.074222, 1080.820266
  32.111100, 1082.100309
  32.211100, 1085.550400
  32.311100, 1089.000491
  32.411100, 1092.450583
  32.511100, 1095.900674
  32.611100, 1099.350765
  32.711100, 1102.800856
  32.811100, 1106.250948
  32.911100, 1109.701039
  33.011100, 1113.151130
  33.111100, 1116.601222
  33.211100, 1120.017001
  33.311100, 1123.432781
  33.411100, 1126.848560
  33.511100, 1130.264340
  33.611100, 1133.680120
  33.711100, 1137.069766
  33.811100, 1140.459412
  33.911100, 1143.849057
  34.011100, 1147.238703
  34.111100, 1150.628349
  34.211100, 1153.982413
  34.311100, 1157.336477
  34.411100, 1160.690541
  34.511100, 1164.044605
  34.611100, 1167.398669
  34.711100, 1170.752733
  34.811100, 1174.106797
  34.911100, 1177.460861
  35.011100, 1180.814925
