Vfailure/VsTO, VRot/VsTO
   0.748048,    1.076732
   0.748649,    1.076712
   0.749249,    1.076692
   0.749850,    1.076672
   0.750450,    1.076652
   0.751051,    1.076632
   0.751652,    1.076612
   0.752252,    1.076592
   0.752853,    1.076572
   0.753453,    1.076552
   0.754054,    1.076532
   0.754655,    1.076512
   0.755255,    1.076491
   0.755856,    1.076471
   0.756456,    1.076451
   0.757057,    1.076431
   0.757658,    1.076411
   0.758258,    1.076391
   0.758859,    1.076371
   0.759459,    1.076351
   0.760060,    1.076331
   0.760661,    1.076311
   0.761261,    1.076291
   0.761862,    1.076271
   0.762462,    1.076251
   0.763063,    1.076231
   0.763664,    1.076211
   0.764264,    1.076191
   0.764865,    1.076171
   0.765465,    1.076151
   0.766066,    1.076131
   0.766667,    1.076111
   0.767267,    1.076091
   0.767868,    1.076071
   0.768468,    1.076051
   0.769069,    1.076031
   0.769670,    1.076011
   0.770270,    1.075991
   0.770871,    1.075971
   0.771471,    1.075951
   0.772072,    1.075931
   0.772673,    1.075911
   0.773273,    1.075891
   0.773874,    1.075871
   0.774474,    1.075851
   0.775075,    1.075831
   0.775676,    1.075811
   0.776276,    1.075791
   0.776877,    1.075771
   0.777477,    1.075751
   0.778078,    1.075731
   0.778679,    1.075711
   0.779279,    1.075691
   0.779880,    1.075671
   0.780480,    1.075651
   0.781081,    1.075631
   0.781682,    1.075611
   0.782282,    1.075591
   0.782883,    1.075571
   0.783483,    1.075551
   0.784084,    1.075531
   0.784685,    1.075511
   0.785285,    1.075490
   0.785886,    1.075470
   0.786486,    1.075450
   0.787087,    1.075430
   0.787688,    1.075410
   0.788288,    1.075390
   0.788889,    1.075370
   0.789489,    1.075350
   0.790090,    1.075330
   0.790691,    1.075310
   0.791291,    1.075290
   0.791892,    1.075270
   0.792492,    1.075250
   0.793093,    1.075230
   0.793694,    1.075210
   0.794294,    1.075190
   0.794895,    1.075170
   0.795495,    1.075150
   0.796096,    1.075130
   0.796697,    1.075110
   0.797297,    1.075090
   0.797898,    1.075070
   0.798498,    1.075050
   0.799099,    1.075030
   0.799700,    1.075010
   0.800300,    1.074998
   0.800901,    1.074994
   0.801502,    1.074990
   0.802102,    1.074986
   0.802703,    1.074982
   0.803303,    1.074978
   0.803904,    1.074974
   0.804505,    1.074970
   0.805105,    1.074966
   0.805706,    1.074962
   0.806306,    1.074958
   0.806907,    1.074954
   0.807508,    1.074950
   0.808108,    1.074946
   0.808709,    1.074942
   0.809309,    1.074938
   0.809910,    1.074934
   0.810511,    1.074930
   0.811111,    1.074926
   0.811712,    1.074922
   0.812312,    1.074918
   0.812913,    1.074914
   0.813514,    1.074910
   0.814114,    1.074906
   0.814715,    1.074902
   0.815315,    1.074898
   0.815916,    1.074894
   0.816517,    1.074890
   0.817117,    1.074886
   0.817718,    1.074882
   0.818318,    1.074878
   0.818919,    1.074874
   0.819520,    1.074870
   0.820120,    1.074866
   0.820721,    1.074862
   0.821321,    1.074858
   0.821922,    1.074854
   0.822523,    1.074850
   0.823123,    1.074846
   0.823724,    1.074842
   0.824324,    1.074838
   0.824925,    1.074834
   0.825526,    1.074830
   0.826126,    1.074826
   0.826727,    1.074822
   0.827327,    1.074818
   0.827928,    1.074814
   0.828529,    1.074810
   0.829129,    1.074806
   0.829730,    1.074802
   0.830330,    1.074798
   0.830931,    1.074794
   0.831532,    1.074790
   0.832132,    1.074786
   0.832733,    1.074782
   0.833333,    1.074778
   0.833934,    1.074774
   0.834535,    1.074770
   0.835135,    1.074766
   0.835736,    1.074762
   0.836336,    1.074758
   0.836937,    1.074754
   0.837538,    1.074750
   0.838138,    1.074746
   0.838739,    1.074742
   0.839339,    1.074738
   0.839940,    1.074734
   0.840541,    1.074730
   0.841141,    1.074726
   0.841742,    1.074722
   0.842342,    1.074718
   0.842943,    1.074714
   0.843544,    1.074710
   0.844144,    1.074706
   0.844745,    1.074702
   0.845345,    1.074698
   0.845946,    1.074694
   0.846547,    1.074690
   0.847147,    1.074686
   0.847748,    1.074682
   0.848348,    1.074678
   0.848949,    1.074674
   0.849550,    1.074670
   0.850150,    1.074666
   0.850751,    1.074662
   0.851351,    1.074658
   0.851952,    1.074654
   0.852553,    1.074650
   0.853153,    1.074646
   0.853754,    1.074642
   0.854354,    1.074638
   0.854955,    1.074634
   0.855556,    1.074630
   0.856156,    1.074626
   0.856757,    1.074622
   0.857357,    1.074618
   0.857958,    1.074614
   0.858559,    1.074610
   0.859159,    1.074606
   0.859760,    1.074602
   0.860360,    1.074598
   0.860961,    1.074594
   0.861562,    1.074590
   0.862162,    1.074586
   0.862763,    1.074582
   0.863363,    1.074578
   0.863964,    1.074574
   0.864565,    1.074570
   0.865165,    1.074566
   0.865766,    1.074562
   0.866366,    1.074558
   0.866967,    1.074554
   0.867568,    1.074550
   0.868168,    1.074546
   0.868769,    1.074542
   0.869369,    1.074538
   0.869970,    1.074534
   0.870571,    1.074530
   0.871171,    1.074526
   0.871772,    1.074522
   0.872372,    1.074518
   0.872973,    1.074514
   0.873574,    1.074510
   0.874174,    1.074506
   0.874775,    1.074502
   0.875375,    1.074497
   0.875976,    1.074493
   0.876577,    1.074489
   0.877177,    1.074485
   0.877778,    1.074481
   0.878378,    1.074477
   0.878979,    1.074473
   0.879580,    1.074469
   0.880180,    1.074465
   0.880781,    1.074461
   0.881381,    1.074457
   0.881982,    1.074453
   0.882583,    1.074449
   0.883183,    1.074445
   0.883784,    1.074441
   0.884384,    1.074437
   0.884985,    1.074433
   0.885586,    1.074429
   0.886186,    1.074425
   0.886787,    1.074421
   0.887387,    1.074417
   0.887988,    1.074413
   0.888589,    1.074409
   0.889189,    1.074405
   0.889790,    1.074401
   0.890390,    1.074397
   0.890991,    1.074393
   0.891592,    1.074389
   0.892192,    1.074385
   0.892793,    1.074381
   0.893393,    1.074377
   0.893994,    1.074373
   0.894595,    1.074369
   0.895195,    1.074365
   0.895796,    1.074361
   0.896396,    1.074357
   0.896997,    1.074353
   0.897598,    1.074349
   0.898198,    1.074345
   0.898799,    1.074341
   0.899399,    1.074337
   0.900000,    1.074333
   0.900601,    1.074329
   0.901201,    1.074325
   0.901802,    1.074321
   0.902402,    1.074317
   0.903003,    1.074313
   0.903604,    1.074309
   0.904204,    1.074305
   0.904805,    1.074301
   0.905405,    1.074297
   0.906006,    1.074293
   0.906607,    1.074289
   0.907207,    1.074285
   0.907808,    1.074281
   0.908408,    1.074277
   0.909009,    1.074273
   0.909610,    1.074269
   0.910210,    1.074265
   0.910811,    1.074261
   0.911411,    1.074257
   0.912012,    1.074253
   0.912613,    1.074249
   0.913213,    1.074245
   0.913814,    1.074241
   0.914414,    1.074237
   0.915015,    1.074233
   0.915616,    1.074229
   0.916216,    1.074225
   0.916817,    1.074221
   0.917417,    1.074217
   0.918018,    1.074213
   0.918619,    1.074209
   0.919219,    1.074205
   0.919820,    1.074201
   0.920420,    1.074197
   0.921021,    1.074193
   0.921622,    1.074189
   0.922222,    1.074185
   0.922823,    1.074181
   0.923423,    1.074177
   0.924024,    1.074173
   0.924625,    1.074169
   0.925225,    1.074165
   0.925826,    1.074161
   0.926426,    1.074157
   0.927027,    1.074153
   0.927628,    1.074149
   0.928228,    1.074145
   0.928829,    1.074141
   0.929429,    1.074137
   0.930030,    1.074133
   0.930631,    1.074129
   0.931231,    1.074125
   0.931832,    1.074121
   0.932432,    1.074117
   0.933033,    1.074113
   0.933634,    1.074109
   0.934234,    1.074105
   0.934835,    1.074101
   0.935435,    1.074097
   0.936036,    1.074093
   0.936637,    1.074089
   0.937237,    1.074085
   0.937838,    1.074081
   0.938438,    1.074077
   0.939039,    1.074073
   0.939640,    1.074069
   0.940240,    1.074065
   0.940841,    1.074061
   0.941441,    1.074057
   0.942042,    1.074053
   0.942643,    1.074049
   0.943243,    1.074045
   0.943844,    1.074041
   0.944444,    1.074037
   0.945045,    1.074033
   0.945646,    1.074029
   0.946246,    1.074025
   0.946847,    1.074021
   0.947447,    1.074017
   0.948048,    1.074013
   0.948649,    1.074009
   0.949249,    1.074005
   0.949850,    1.074001
   0.950450,    1.073988
   0.951051,    1.073972
   0.951652,    1.073956
   0.952252,    1.073940
   0.952853,    1.073924
   0.953453,    1.073908
   0.954054,    1.073892
   0.954655,    1.073876
   0.955255,    1.073860
   0.955856,    1.073844
   0.956456,    1.073828
   0.957057,    1.073812
   0.957658,    1.073796
   0.958258,    1.073780
   0.958859,    1.073764
   0.959459,    1.073748
   0.960060,    1.073732
   0.960661,    1.073716
   0.961261,    1.073700
   0.961862,    1.073684
   0.962462,    1.073668
   0.963063,    1.073652
   0.963664,    1.073636
   0.964264,    1.073620
   0.964865,    1.073604
   0.965465,    1.073588
   0.966066,    1.073572
   0.966667,    1.073556
   0.967267,    1.073540
   0.967868,    1.073524
   0.968468,    1.073508
   0.969069,    1.073491
   0.969670,    1.073475
   0.970270,    1.073459
   0.970871,    1.073443
   0.971471,    1.073427
   0.972072,    1.073411
   0.972673,    1.073395
   0.973273,    1.073379
   0.973874,    1.073363
   0.974474,    1.073347
   0.975075,    1.073331
   0.975676,    1.073315
   0.976276,    1.073299
   0.976877,    1.073283
   0.977477,    1.073267
   0.978078,    1.073251
   0.978679,    1.073235
   0.979279,    1.073219
   0.979880,    1.073203
   0.980480,    1.073187
   0.981081,    1.073171
   0.981682,    1.073155
   0.982282,    1.073139
   0.982883,    1.073123
   0.983483,    1.073107
   0.984084,    1.073091
   0.984685,    1.073075
   0.985285,    1.073059
   0.985886,    1.073043
   0.986486,    1.073027
   0.987087,    1.073011
   0.987688,    1.072995
   0.988288,    1.072979
   0.988889,    1.072963
   0.989489,    1.072947
   0.990090,    1.072931
   0.990691,    1.072915
   0.991291,    1.072899
   0.991892,    1.072883
   0.992492,    1.072867
   0.993093,    1.072851
   0.993694,    1.072835
   0.994294,    1.072819
   0.994895,    1.072803
   0.995495,    1.072787
   0.996096,    1.072771
   0.996697,    1.072755
   0.997297,    1.072739
   0.997898,    1.072723
   0.998498,    1.072707
   0.999099,    1.072691
   0.999700,    1.072675
   1.000300,    1.072659
   1.000901,    1.072643
   1.001502,    1.072627
   1.002102,    1.072611
   1.002703,    1.072595
   1.003303,    1.072579
   1.003904,    1.072563
   1.004505,    1.072547
   1.005105,    1.072531
   1.005706,    1.072515
   1.006306,    1.072498
   1.006907,    1.072482
   1.007508,    1.072466
   1.008108,    1.072450
   1.008709,    1.072434
   1.009309,    1.072418
   1.009910,    1.072402
   1.010511,    1.072386
   1.011111,    1.072370
   1.011712,    1.072354
   1.012312,    1.072338
   1.012913,    1.072322
   1.013514,    1.072306
   1.014114,    1.072290
   1.014715,    1.072274
   1.015315,    1.072258
   1.015916,    1.072242
   1.016517,    1.072226
   1.017117,    1.072210
   1.017718,    1.072194
   1.018318,    1.072178
   1.018919,    1.072162
   1.019520,    1.072146
   1.020120,    1.072130
   1.020721,    1.072114
   1.021321,    1.072098
   1.021922,    1.072082
   1.022523,    1.072066
   1.023123,    1.072050
   1.023724,    1.072034
   1.024324,    1.072018
   1.024925,    1.072002
   1.025526,    1.071986
   1.026126,    1.071970
   1.026727,    1.071954
   1.027327,    1.071938
   1.027928,    1.071922
   1.028529,    1.071906
   1.029129,    1.071890
   1.029730,    1.071874
   1.030330,    1.071858
   1.030931,    1.071842
   1.031532,    1.071826
   1.032132,    1.071810
   1.032733,    1.071794
   1.033333,    1.071778
   1.033934,    1.071762
   1.034535,    1.071746
   1.035135,    1.071730
   1.035736,    1.071714
   1.036336,    1.071698
   1.036937,    1.071682
   1.037538,    1.071666
   1.038138,    1.071650
   1.038739,    1.071634
   1.039339,    1.071618
   1.039940,    1.071602
   1.040541,    1.071586
   1.041141,    1.071570
   1.041742,    1.071554
   1.042342,    1.071538
   1.042943,    1.071522
   1.043544,    1.071506
   1.044144,    1.071489
   1.044745,    1.071473
   1.045345,    1.071457
   1.045946,    1.071441
   1.046547,    1.071425
   1.047147,    1.071409
   1.047748,    1.071393
   1.048348,    1.071377
   1.048949,    1.071361
   1.049550,    1.071345
   1.050150,    1.071329
   1.050751,    1.071313
   1.051351,    1.071297
   1.051952,    1.071281
   1.052553,    1.071265
   1.053153,    1.071249
   1.053754,    1.071233
   1.054354,    1.071217
   1.054955,    1.071201
   1.055556,    1.071185
   1.056156,    1.071169
   1.056757,    1.071153
   1.057357,    1.071137
   1.057958,    1.071121
   1.058559,    1.071105
   1.059159,    1.071089
   1.059760,    1.071073
   1.060360,    1.071057
   1.060961,    1.071041
   1.061562,    1.071025
   1.062162,    1.071009
   1.062763,    1.070993
   1.063363,    1.070977
   1.063964,    1.070961
   1.064565,    1.070945
   1.065165,    1.070929
   1.065766,    1.070913
   1.066366,    1.070897
   1.066967,    1.070881
   1.067568,    1.070865
   1.068168,    1.070849
   1.068769,    1.070833
   1.069369,    1.070817
   1.069970,    1.070801
   1.070571,    1.070785
   1.071171,    1.070769
   1.071772,    1.070753
   1.072372,    1.070737
   1.072973,    1.070721
   1.073574,    1.070705
   1.074174,    1.070689
   1.074775,    1.070673
   1.075375,    1.070657
   1.075976,    1.070641
   1.076577,    1.070625
   1.077177,    1.070609
   1.077778,    1.070593
   1.078378,    1.070577
   1.078979,    1.070561
   1.079580,    1.070545
   1.080180,    1.070529
   1.080781,    1.070513
   1.081381,    1.070496
   1.081982,    1.070480
   1.082583,    1.070464
   1.083183,    1.070448
   1.083784,    1.070432
   1.084384,    1.070416
   1.084985,    1.070400
   1.085586,    1.070384
   1.086186,    1.070368
   1.086787,    1.070352
   1.087387,    1.070336
   1.087988,    1.070320
   1.088589,    1.070304
   1.089189,    1.070288
   1.089790,    1.070272
   1.090390,    1.070256
   1.090991,    1.070240
   1.091592,    1.070224
   1.092192,    1.070208
   1.092793,    1.070192
   1.093393,    1.070176
   1.093994,    1.070160
   1.094595,    1.070144
   1.095195,    1.070128
   1.095796,    1.070112
   1.096396,    1.070096
   1.096997,    1.070080
   1.097598,    1.070064
   1.098198,    1.070048
   1.098799,    1.070032
   1.099399,    1.070016
   1.100000,    1.070000
