Time, Aircraft mass
   0.270000, 20793.020675
   0.271667, 20792.987206
   0.273333, 20792.953738
   0.275000, 20792.920270
   0.276667, 20792.886801
   0.278333, 20792.853333
   0.280000, 20792.819865
   0.281667, 20792.786396
   0.283333, 20792.752928
   0.285000, 20792.719460
   0.286667, 20792.686051
   0.288333, 20792.652650
   0.290000, 20792.619249
   0.291667, 20792.585849
   0.293333, 20792.552448
   0.295000, 20792.519047
   0.296667, 20792.485646
   0.298333, 20792.452245
   0.300000, 20792.418844
   0.301667, 20792.385443
   0.303333, 20792.352047
   0.305000, 20792.318652
   0.306667, 20792.285257
   0.308333, 20792.251863
   0.310000, 20792.218468
   0.311667, 20792.185073
   0.312369, 20792.170994
   0.314036, 20792.137563
   0.315703, 20792.104131
   0.317369, 20792.070700
   0.319036, 20792.037257
   0.320703, 20792.003790
   0.322369, 20791.970322
   0.324036, 20791.936855
   0.325703, 20791.903387
   0.327369, 20791.869919
   0.329036, 20791.836452
   0.330703, 20791.802984
   0.332369, 20791.769516
   0.334036, 20791.736049
   0.335703, 20791.702572
   0.337369, 20791.669073
   0.339036, 20791.635574
   0.340703, 20791.602075
   0.342369, 20791.568576
   0.344036, 20791.535077
   0.345703, 20791.501578
   0.347369, 20791.468079
   0.349036, 20791.434580
   0.350703, 20791.401081
   0.352369, 20791.367580
   0.354036, 20791.334074
   0.355703, 20791.300567
   0.357369, 20791.267061
   0.359036, 20791.233555
   0.360703, 20791.200048
   0.362369, 20791.166542
   0.364036, 20791.133036
   0.365703, 20791.099529
   0.367369, 20791.066023
   0.368518, 20791.042923
   0.370185, 20791.009426
   0.371852, 20790.975930
   0.373518, 20790.942433
   0.375185, 20790.908937
   0.376852, 20790.875440
   0.378518, 20790.841944
   0.380185, 20790.808447
   0.381852, 20790.774951
   0.383518, 20790.741454
   0.385185, 20790.707957
   0.386852, 20790.674471
   0.388518, 20790.640984
   0.390185, 20790.607497
   0.391852, 20790.574011
   0.393518, 20790.540524
   0.395185, 20790.507043
   0.396852, 20790.473562
   0.398518, 20790.440081
   0.400185, 20790.406600
   0.401852, 20790.373119
   0.403518, 20790.339643
   0.405185, 20790.306166
   0.406852, 20790.272690
   0.408518, 20790.239214
   0.410185, 20790.205737
   0.410185, 20790.205737
   1.604481, 20769.794547
   2.823272, 20749.272548
   4.081386, 20728.536635
   5.429985, 20707.137227
   6.915721, 20684.661587
   8.560390, 20660.846993
  10.397371, 20635.317024
  12.485334, 20607.510150
  14.968358, 20576.048382
  14.968358, 20576.048382
  15.830802, 20565.653259
  16.693245, 20555.260044
  17.555688, 20544.868738
  18.418132, 20534.479341
  19.280575, 20524.091852
  20.143018, 20513.706272
  21.005461, 20503.322601
  21.867905, 20492.940838
  22.730348, 20482.560983
  23.592791, 20472.183037
  24.455235, 20461.806999
  25.317678, 20451.432869
  26.180121, 20441.060648
  27.042565, 20430.690334
  27.905008, 20420.321929
  28.767451, 20409.955432
  29.629895, 20399.590843
  30.492338, 20389.228162
  31.354781, 20378.867388
  32.217225, 20368.508523
  33.079668, 20358.151565
  33.942111, 20347.796515
  34.804555, 20337.443373
  35.666998, 20327.092138
  36.529441, 20316.742811
  37.391885, 20306.395392
  38.254328, 20296.049880
  39.116771, 20285.706275
  39.979215, 20275.364578
  39.979215, 20275.364578
  41.139143, 20266.455594
  42.301874, 20257.678138
  43.463193, 20248.976006
  44.619342, 20240.453940
  45.768081, 20232.105036
  46.905098, 20223.926577
  48.026307, 20216.045198
  49.143709, 20208.333834
  50.253604, 20200.739793
  50.253604, 20200.739793
  50.833005, 20190.912861
  51.418049, 20181.065573
  52.008556, 20171.204272
  52.607292, 20161.308088
  53.225054, 20151.281399
  53.871173, 20141.044910
  54.548638, 20130.575451
  55.259779, 20119.846512
  56.006440, 20108.831206
  56.006440, 20108.831206
  57.858634, 20091.278422
  59.711637, 20073.732398
  61.565449, 20056.193148
  63.420072, 20038.660681
  65.275506, 20021.135010
  67.131752, 20003.616146
  68.988810, 19986.104100
  70.846682, 19968.598885
  72.705368, 19951.100510
  72.705368, 19951.100510
  73.351774, 19945.791052
  73.988012, 19940.547534
  74.626788, 19935.854163
  75.268241, 19931.149404
  75.912514, 19926.447199
  76.559398, 19921.742020
  77.208755, 19917.016831
  77.860123, 19912.275070
  78.512585, 19907.527476
  78.512585, 19907.527476
  83.512585, 19862.096609
  88.512585, 19816.754486
  93.512585, 19771.501012
  98.512585, 19726.335249
 103.512585, 19681.254865
 108.512585, 19636.259772
 113.512585, 19591.349881
 118.512585, 19546.525101
 123.512585, 19501.785343
 123.512585, 19501.785343
 123.514252, 19501.772081
 123.515918, 19501.758819
 123.517585, 19501.745557
 123.519252, 19501.732294
 123.520918, 19501.719030
 123.522585, 19501.705767
 123.524252, 19501.692504
 123.525918, 19501.679240
 123.527585, 19501.665977
 123.529252, 19501.652714
 123.530918, 19501.639450
 123.532585, 19501.626187
 123.534252, 19501.612924
 123.535918, 19501.599658
 123.537585, 19501.586393
 123.539252, 19501.573127
 123.540918, 19501.559861
 123.542585, 19501.546596
 123.544252, 19501.533330
 123.545918, 19501.520065
 123.547585, 19501.506799
 123.549252, 19501.493533
 123.550918, 19501.480268
 123.552585, 19501.467000
 123.554252, 19501.453733
 123.555918, 19501.440465
 123.557585, 19501.427197
 123.559252, 19501.413929
 123.560918, 19501.400661
 123.562585, 19501.387393
 123.564252, 19501.374126
 123.565918, 19501.360858
 123.567585, 19501.347590
 123.569252, 19501.334320
 123.570918, 19501.321050
 123.572585, 19501.307780
 123.574252, 19501.294510
 123.575918, 19501.281240
 123.577585, 19501.267970
 123.579252, 19501.254700
 123.580918, 19501.241430
 123.582585, 19501.228160
 123.584252, 19501.214890
 123.585918, 19501.201618
 123.587585, 19501.188346
 123.589252, 19501.175073
 123.590918, 19501.161801
 123.592585, 19501.148529
 123.594252, 19501.135257
 123.595918, 19501.121984
 123.597585, 19501.108712
 123.599252, 19501.095440
 123.600918, 19501.082168
 123.602585, 19501.068894
 123.604252, 19501.055619
 123.605918, 19501.042345
 123.607585, 19501.029070
 123.609252, 19501.015796
 123.610918, 19501.002521
 123.612585, 19500.989247
 123.614252, 19500.975972
 123.615918, 19500.962698
 123.617585, 19500.949423
 123.619252, 19500.936147
 123.620918, 19500.922870
 123.622585, 19500.909594
 123.624252, 19500.896317
 123.625918, 19500.883040
 123.627585, 19500.869764
 123.629252, 19500.856487
 123.630918, 19500.843210
 123.632585, 19500.829934
 123.634252, 19500.816657
 123.635918, 19500.803379
 123.637585, 19500.790100
 123.639252, 19500.776821
 123.640918, 19500.763542
 123.642585, 19500.750263
 123.644252, 19500.736984
 123.645918, 19500.723705
 123.647585, 19500.710427
 123.649252, 19500.697148
 123.650918, 19500.683869
 123.652585, 19500.670588
 123.654252, 19500.657307
 123.655918, 19500.644026
 123.657585, 19500.630745
 123.659252, 19500.617464
 123.660918, 19500.604183
 123.662585, 19500.590902
 123.664252, 19500.577620
 123.665918, 19500.564339
 123.667585, 19500.551058
 123.669252, 19500.537775
 123.670918, 19500.524492
 123.672585, 19500.511209
 123.674252, 19500.497926
 123.675918, 19500.484642
 123.677585, 19500.471359
 123.679252, 19500.458076
 123.680918, 19500.444792
 123.682585, 19500.431509
 123.684252, 19500.418226
 123.685918, 19500.404941
 123.687585, 19500.391655
 123.689252, 19500.378370
 123.690918, 19500.365084
 123.692585, 19500.351799
 123.694252, 19500.338513
 123.695918, 19500.325228
 123.697585, 19500.311942
 123.699252, 19500.298657
 123.700918, 19500.285372
 123.702585, 19500.272084
 123.704252, 19500.258797
 123.705918, 19500.245509
 123.707585, 19500.232221
 123.709252, 19500.218934
 123.710918, 19500.205646
 123.712585, 19500.192359
 123.714252, 19500.179071
 123.715918, 19500.165783
 123.717585, 19500.152496
 123.719252, 19500.139206
 123.720918, 19500.125917
 123.722585, 19500.112627
 123.724252, 19500.099337
 123.725918, 19500.086047
 123.727585, 19500.072757
 123.729252, 19500.059468
 123.730918, 19500.046178
 123.732585, 19500.032888
 123.734252, 19500.019598
 123.735918, 19500.006307
 123.737585, 19499.993015
 123.739252, 19499.979723
 123.740918, 19499.966431
 123.742585, 19499.953139
 123.744252, 19499.939847
 123.745918, 19499.926555
 123.747585, 19499.913263
 123.749252, 19499.899971
 123.750918, 19499.886679
 123.752585, 19499.873386
 123.754252, 19499.860092
 123.755918, 19499.846798
 123.757585, 19499.833503
 123.759252, 19499.820209
 123.760918, 19499.806915
 123.762585, 19499.793621
 123.764252, 19499.780327
 123.765918, 19499.767033
 123.767585, 19499.753739
 123.769252, 19499.740443
 123.770918, 19499.727147
 123.772585, 19499.713851
 123.774252, 19499.700554
 123.775918, 19499.687258
 123.777585, 19499.673962
 123.779252, 19499.660666
 123.780918, 19499.647370
 123.782585, 19499.634073
 123.784252, 19499.620777
 123.785918, 19499.607479
 123.787585, 19499.594181
 123.789252, 19499.580882
 123.790918, 19499.567584
 123.792585, 19499.554286
 123.794252, 19499.540987
 123.795918, 19499.527689
 123.797585, 19499.514391
 123.799252, 19499.501092
 123.800918, 19499.487794
 123.802585, 19499.474494
 123.804252, 19499.461193
 123.805918, 19499.447893
 123.807585, 19499.434592
 123.809252, 19499.421292
 123.810918, 19499.407991
 123.812585, 19499.394691
 123.814252, 19499.381390
 123.815918, 19499.368089
 123.817585, 19499.354789
 123.819252, 19499.341487
 123.820918, 19499.328184
 123.822585, 19499.314881
 123.824252, 19499.301579
 123.825918, 19499.288276
 123.827585, 19499.274973
 123.829252, 19499.261671
 123.830918, 19499.248368
 123.832585, 19499.235065
 123.834252, 19499.221763
 123.835918, 19499.208458
 123.837585, 19499.195153
 123.839252, 19499.181849
 123.840918, 19499.168544
 123.842585, 19499.155239
 123.844252, 19499.141934
 123.845918, 19499.128629
 123.847585, 19499.115325
 123.849252, 19499.102020
 123.850918, 19499.088715
 123.852585, 19499.075408
 123.854252, 19499.062101
 123.855918, 19499.048795
 123.857585, 19499.035488
 123.859252, 19499.022181
 123.860918, 19499.008874
 123.862585, 19498.995567
 123.864252, 19498.982260
 123.865918, 19498.968953
 123.867585, 19498.955646
 123.869252, 19498.942337
 123.870918, 19498.929028
 123.872585, 19498.915719
 123.874252, 19498.902410
 123.875918, 19498.889101
 123.877585, 19498.875792
 123.879252, 19498.862483
 123.880918, 19498.849173
 123.882585, 19498.835864
 123.884252, 19498.822555
 123.885918, 19498.809244
 123.887585, 19498.795933
 123.889252, 19498.782622
 123.890918, 19498.769311
 123.892585, 19498.755999
 123.894252, 19498.742688
 123.895918, 19498.729377
 123.897585, 19498.716066
 123.899252, 19498.702755
 123.900918, 19498.689443
 123.902585, 19498.676130
 123.904252, 19498.662817
 123.905918, 19498.649503
 123.907585, 19498.636190
 123.909252, 19498.622877
 123.910918, 19498.609563
 123.912585, 19498.596250
 123.914252, 19498.582937
 123.915918, 19498.569623
 123.917585, 19498.556310
 123.919252, 19498.542995
 123.920918, 19498.529679
 123.922585, 19498.516364
 123.924252, 19498.503048
 123.925918, 19498.489732
 123.927585, 19498.476417
 123.929252, 19498.463101
 123.930918, 19498.449786
 123.932585, 19498.436470
 123.934252, 19498.423155
 123.935918, 19498.409838
 123.937585, 19498.396520
 123.939252, 19498.383202
 123.940918, 19498.369885
 123.942585, 19498.356567
 123.944252, 19498.343249
 123.945918, 19498.329932
 123.947585, 19498.316614
 123.949252, 19498.303296
 123.950918, 19498.289979
 123.952585, 19498.276659
 123.954252, 19498.263339
 123.955918, 19498.250019
 123.957585, 19498.236700
 123.959252, 19498.223380
 123.960918, 19498.210060
 123.962585, 19498.196740
 123.964252, 19498.183420
 123.965918, 19498.170101
 123.967585, 19498.156781
 123.969252, 19498.143459
 123.970918, 19498.130137
 123.972585, 19498.116815
 123.974252, 19498.103493
 123.975918, 19498.090171
 123.977585, 19498.076850
 123.979252, 19498.063528
 123.980918, 19498.050206
 123.982585, 19498.036884
 123.984252, 19498.023562
 123.985918, 19498.010238
 123.987585, 19497.996914
 123.989252, 19497.983590
 123.990918, 19497.970266
 123.992585, 19497.956942
 123.994252, 19497.943618
 123.995918, 19497.930294
 123.997585, 19497.916970
 123.999252, 19497.903645
 124.000918, 19497.890321
 124.002585, 19497.876996
 124.004252, 19497.863669
 124.005918, 19497.850343
 124.007585, 19497.837017
 124.009252, 19497.823691
 124.010918, 19497.810364
 124.012585, 19497.797038
 124.014252, 19497.783712
 124.015918, 19497.770386
 124.017585, 19497.757060
 124.019252, 19497.743732
 124.020918, 19497.730403
 124.022585, 19497.717075
 124.024252, 19497.703747
 124.025918, 19497.690418
 124.027585, 19497.677090
 124.029252, 19497.663762
 124.030918, 19497.650433
 124.032585, 19497.637105
 124.034252, 19497.623777
 124.035918, 19497.610446
 124.037585, 19497.597116
 124.039252, 19497.583785
 124.040918, 19497.570455
 124.042585, 19497.557124
 124.044252, 19497.543794
 124.045918, 19497.530463
 124.047585, 19497.517133
 124.049252, 19497.503802
 124.050918, 19497.490472
 124.052585, 19497.477140
 124.054252, 19497.463807
 124.055918, 19497.450474
 124.057585, 19497.437142
 124.059252, 19497.423809
 124.060918, 19497.410476
 124.062585, 19497.397144
 124.064252, 19497.383811
 124.065918, 19497.370478
 124.067585, 19497.357146
 124.069252, 19497.343811
 124.070918, 19497.330477
 124.072585, 19497.317142
 124.074252, 19497.303807
 124.075918, 19497.290472
 124.077585, 19497.277137
 124.079252, 19497.263803
 124.080918, 19497.250468
 124.082585, 19497.237133
 124.084252, 19497.223798
 124.085918, 19497.210462
 124.087585, 19497.197125
 124.089252, 19497.183788
 124.090918, 19497.170451
 124.092585, 19497.157114
 124.094252, 19497.143777
 124.095918, 19497.130440
 124.097585, 19497.117103
 124.099252, 19497.103766
 124.100918, 19497.090429
 124.102585, 19497.077091
 124.104252, 19497.063752
 124.105918, 19497.050413
 124.107585, 19497.037074
 124.109252, 19497.023735
 124.110918, 19497.010395
 124.112585, 19496.997056
 124.114252, 19496.983717
 124.115918, 19496.970378
 124.117585, 19496.957039
 124.119252, 19496.943698
 124.120918, 19496.930357
 124.122585, 19496.917016
 124.124252, 19496.903675
 124.125918, 19496.890334
 124.127585, 19496.876993
 124.129252, 19496.863651
 124.130918, 19496.850310
 124.132585, 19496.836969
 124.134252, 19496.823628
 124.135918, 19496.810285
 124.137585, 19496.796942
 124.139252, 19496.783598
 124.140918, 19496.770255
 124.142585, 19496.756912
 124.144252, 19496.743569
 124.145918, 19496.730225
 124.147585, 19496.716882
 124.149252, 19496.703539
 124.150918, 19496.690195
 124.152585, 19496.676850
 124.154252, 19496.663505
 124.155918, 19496.650160
 124.157585, 19496.636814
 124.159252, 19496.623469
 124.160918, 19496.610124
 124.162585, 19496.596778
 124.164252, 19496.583433
 124.165918, 19496.570087
 124.167585, 19496.556742
 124.169252, 19496.543395
 124.170918, 19496.530047
 124.172585, 19496.516700
 124.174252, 19496.503353
 124.175918, 19496.490005
 124.177585, 19496.476658
 124.179252, 19496.463310
 124.180918, 19496.449963
 124.182585, 19496.436615
 124.184252, 19496.423268
 124.185918, 19496.409919
 124.187585, 19496.396569
 124.189252, 19496.383220
 124.190918, 19496.369870
 124.192585, 19496.356521
 124.194252, 19496.343171
 124.195918, 19496.329822
 124.197585, 19496.316472
 124.199252, 19496.303123
 124.200918, 19496.289773
 124.202585, 19496.276422
 124.204252, 19496.263070
 124.205918, 19496.249719
 124.207585, 19496.236367
 124.209252, 19496.223015
 124.210918, 19496.209664
 124.212585, 19496.196312
 124.214252, 19496.182961
 124.215918, 19496.169609
 124.217585, 19496.156257
 124.219252, 19496.142904
 124.220918, 19496.129551
 124.222585, 19496.116197
 124.224252, 19496.102843
 124.225918, 19496.089490
 124.227585, 19496.076136
 124.229252, 19496.062782
 124.230918, 19496.049429
 124.232585, 19496.036075
 124.234252, 19496.022721
 124.235918, 19496.009366
 124.237585, 19495.996010
 124.239252, 19495.982654
 124.240918, 19495.969299
 124.242585, 19495.955943
 124.244252, 19495.942587
 124.245918, 19495.929232
 124.247585, 19495.915876
 124.249252, 19495.902520
 124.250918, 19495.889164
 124.252585, 19495.875807
 124.254252, 19495.862449
 124.255918, 19495.849091
 124.257585, 19495.835734
 124.259252, 19495.822376
 124.260918, 19495.809018
 124.262585, 19495.795660
 124.264252, 19495.782303
 124.265918, 19495.768945
 124.267585, 19495.755587
 124.269252, 19495.742228
 124.270918, 19495.728868
 124.272585, 19495.715508
 124.274252, 19495.702148
 124.275918, 19495.688788
 124.277585, 19495.675428
 124.279252, 19495.662068
 124.280918, 19495.648709
 124.282585, 19495.635349
 124.284252, 19495.621989
 124.285918, 19495.608627
 124.287585, 19495.595265
 124.289252, 19495.581903
 124.290918, 19495.568542
 124.292585, 19495.555180
 124.294252, 19495.541818
 124.295918, 19495.528456
 124.297585, 19495.515094
 124.299252, 19495.501732
 124.300918, 19495.488370
 124.302585, 19495.475007
 124.304252, 19495.461643
 124.305918, 19495.448279
 124.307585, 19495.434915
 124.309252, 19495.421551
 124.310918, 19495.408187
 124.312585, 19495.394823
 124.314252, 19495.381459
 124.315918, 19495.368095
 124.317585, 19495.354731
 124.319252, 19495.341366
 124.320918, 19495.328000
 124.322585, 19495.314634
 124.324252, 19495.301268
 124.325918, 19495.287902
 124.327585, 19495.274536
 124.329252, 19495.261170
 124.330918, 19495.247804
 124.332585, 19495.234438
 124.334252, 19495.221072
 124.335918, 19495.207704
 124.337585, 19495.194337
 124.339252, 19495.180969
 124.340918, 19495.167601
 124.342585, 19495.154233
 124.344252, 19495.140865
 124.345918, 19495.127497
 124.347585, 19495.114129
 124.349252, 19495.100761
 124.350918, 19495.087393
 124.352585, 19495.074023
 124.354252, 19495.060653
 124.355918, 19495.047283
 124.357585, 19495.033913
 124.359252, 19495.020543
 124.360918, 19495.007173
 124.362585, 19494.993803
 124.364252, 19494.980433
 124.365918, 19494.967063
 124.367585, 19494.953693
 124.369252, 19494.940321
 124.370918, 19494.926949
 124.372585, 19494.913577
 124.374252, 19494.900205
 124.375918, 19494.886833
 124.377585, 19494.873461
 124.379252, 19494.860089
 124.380918, 19494.846717
 124.382585, 19494.833345
 124.384252, 19494.819973
 124.385918, 19494.806599
 124.387585, 19494.793225
 124.389252, 19494.779851
 124.390918, 19494.766477
 124.392585, 19494.753103
 124.394252, 19494.739729
 124.395918, 19494.726355
 124.397585, 19494.712981
 124.399252, 19494.699607
 124.400918, 19494.686233
 124.402585, 19494.672857
 124.404252, 19494.659481
 124.405918, 19494.646105
 124.407585, 19494.632728
 124.409252, 19494.619352
 124.410918, 19494.605976
 124.412585, 19494.592600
 124.414252, 19494.579224
 124.415918, 19494.565848
 124.417585, 19494.552472
 124.419252, 19494.539094
 124.420918, 19494.525716
 124.422585, 19494.512338
 124.424252, 19494.498960
 124.425918, 19494.485581
 124.427585, 19494.472203
 124.429252, 19494.458825
 124.430918, 19494.445447
 124.432585, 19494.432069
 124.434252, 19494.418691
 124.435918, 19494.405311
 124.437585, 19494.391931
 124.439252, 19494.378550
 124.440918, 19494.365170
 124.442585, 19494.351790
 124.444252, 19494.338410
 124.445918, 19494.325030
 124.447585, 19494.311650
 124.449252, 19494.298269
 124.450918, 19494.284889
 124.452585, 19494.271507
 124.454252, 19494.258125
 124.455918, 19494.244743
 124.457585, 19494.231361
 124.459252, 19494.217978
 124.460918, 19494.204596
 124.462585, 19494.191214
 124.464252, 19494.177832
 124.465918, 19494.164450
 124.467585, 19494.151067
 124.469252, 19494.137683
 124.470918, 19494.124299
 124.472585, 19494.110915
 124.474252, 19494.097531
 124.475918, 19494.084147
 124.477585, 19494.070762
 124.479252, 19494.057378
 124.480918, 19494.043994
 124.482585, 19494.030610
 124.484252, 19494.017225
 124.485918, 19494.003839
 124.487585, 19493.990453
 124.489252, 19493.977067
 124.490918, 19493.963680
 124.492585, 19493.950294
 124.494252, 19493.936908
 124.495918, 19493.923522
 124.497585, 19493.910135
 124.499252, 19493.896749
 124.500918, 19493.883363
 124.502585, 19493.869975
 124.504252, 19493.856586
 124.505918, 19493.843198
 124.507585, 19493.829810
 124.509252, 19493.816422
 124.510918, 19493.803033
 124.512585, 19493.789645
 124.514252, 19493.776257
 124.515918, 19493.762868
 124.517585, 19493.749480
 124.519252, 19493.736090
 124.520918, 19493.722700
 124.522585, 19493.709309
 124.524252, 19493.695919
 124.525918, 19493.682529
 124.527585, 19493.669139
 124.529252, 19493.655748
 124.530918, 19493.642358
 124.532585, 19493.628968
 124.534252, 19493.615577
 124.535918, 19493.602185
 124.537585, 19493.588793
 124.539252, 19493.575401
 124.540918, 19493.562009
 124.542585, 19493.548616
 124.544252, 19493.535224
 124.545918, 19493.521832
 124.547585, 19493.508439
 124.549252, 19493.495047
 124.550918, 19493.481655
 124.552585, 19493.468261
 124.554252, 19493.454867
 124.555918, 19493.441472
 124.557585, 19493.428078
 124.559252, 19493.414684
 124.560918, 19493.401290
 124.562585, 19493.387895
 124.564252, 19493.374501
 124.565918, 19493.361107
 124.567585, 19493.347712
 124.569252, 19493.334317
 124.570918, 19493.320920
 124.572585, 19493.307524
 124.574252, 19493.294128
 124.575918, 19493.280731
 124.577585, 19493.267335
 124.579252, 19493.253939
 124.580918, 19493.240543
 124.582585, 19493.227146
 124.584252, 19493.213750
 124.585918, 19493.200352
 124.587585, 19493.186954
 124.589252, 19493.173556
 124.590918, 19493.160157
 124.592585, 19493.146759
 124.594252, 19493.133361
 124.595918, 19493.119962
 124.597585, 19493.106564
 124.599252, 19493.093166
 124.600918, 19493.079768
 124.602585, 19493.066368
 124.604252, 19493.052967
 124.605918, 19493.039567
 124.607585, 19493.026167
 124.609252, 19493.012767
 124.610918, 19492.999366
 124.612585, 19492.985966
 124.614252, 19492.972566
 124.615918, 19492.959165
 124.617585, 19492.945765
 124.619252, 19492.932363
 124.620918, 19492.918961
 124.622585, 19492.905559
 124.624252, 19492.892156
 124.625918, 19492.878754
 124.627585, 19492.865352
 124.629252, 19492.851950
 124.630918, 19492.838547
 124.632585, 19492.825145
 124.634252, 19492.811743
 124.635918, 19492.798339
 124.637585, 19492.784935
 124.639252, 19492.771530
 124.640918, 19492.758126
 124.642585, 19492.744722
 124.644252, 19492.731317
 124.645918, 19492.717913
 124.647585, 19492.704509
 124.649252, 19492.691105
 124.650918, 19492.677700
 124.652585, 19492.664294
 124.654252, 19492.650888
 124.655918, 19492.637482
 124.657585, 19492.624076
 124.659252, 19492.610669
 124.660918, 19492.597263
 124.662585, 19492.583857
 124.664252, 19492.570451
 124.665918, 19492.557044
 124.667585, 19492.543638
 124.669252, 19492.530230
 124.670918, 19492.516822
 124.672585, 19492.503414
 124.674252, 19492.490005
 124.675918, 19492.476597
 124.677585, 19492.463189
 124.679252, 19492.449781
 124.680918, 19492.436372
 124.682585, 19492.422964
 124.684252, 19492.409556
 124.685918, 19492.396146
 124.687585, 19492.382736
 124.689252, 19492.369325
 124.690918, 19492.355915
 124.692585, 19492.342505
 124.694252, 19492.329095
 124.695918, 19492.315684
 124.697585, 19492.302274
 124.699252, 19492.288864
 124.700918, 19492.275454
 124.702585, 19492.262042
 124.704252, 19492.248629
 124.705918, 19492.235217
 124.707585, 19492.221805
 124.709252, 19492.208393
 124.710918, 19492.194980
 124.712585, 19492.181568
 124.714252, 19492.168156
 124.715918, 19492.154744
 124.717585, 19492.141331
 124.719252, 19492.127917
 124.720918, 19492.114503
 124.722585, 19492.101089
 124.724252, 19492.087675
 124.725918, 19492.074260
 124.727585, 19492.060846
 124.729252, 19492.047432
 124.730918, 19492.034018
 124.732585, 19492.020604
 124.734252, 19492.007189
 124.735918, 19491.993773
 124.737585, 19491.980357
 124.739252, 19491.966941
