Time, Emission CO2
  22.800000, 22296.444572
  22.900000, 22394.337555
  23.000000, 22492.230538
  23.100000, 22590.123522
  23.200000, 22688.125591
  23.300000, 22786.141280
  23.400000, 22884.156969
  23.500000, 22982.172659
  23.600000, 23080.188348
  23.700000, 23178.204038
  23.800000, 23276.219727
  23.900000, 23374.235417
  24.000000, 23472.251106
  24.100000, 23570.266795
  24.200000, 23668.342412
  24.300000, 23766.425511
  24.400000, 23864.508610
  24.500000, 23962.591709
  24.600000, 24060.674809
  24.700000, 24158.757908
  24.800000, 24256.841007
  24.900000, 24354.924106
  25.000000, 24453.007205
  25.100000, 24551.090304
  25.200000, 24649.188647
  25.215579, 24664.471569
  25.315579, 24762.571129
  25.415579, 24860.670688
  25.515579, 24958.770248
  25.615579, 25056.869808
  25.715579, 25154.969368
  25.815579, 25253.068927
  25.915579, 25351.168487
  26.015579, 25449.268047
  26.115579, 25547.366280
  26.215579, 25645.436228
  26.315579, 25743.506177
  26.415579, 25841.576125
  26.515579, 25939.646073
  26.615579, 26037.716021
  26.715579, 26135.785969
  26.815579, 26233.855918
  26.915579, 26331.925866
  27.015579, 26429.995814
  27.115579, 26528.062649
  27.215579, 26626.063095
  27.315579, 26724.063541
  27.415579, 26822.063987
  27.515579, 26920.064432
  27.615579, 27018.064878
  27.715579, 27116.065324
  27.815579, 27214.065770
  27.915579, 27312.066215
  28.015579, 27410.066661
  28.115579, 27508.062567
  28.215579, 27605.961649
  28.315579, 27703.860732
  28.415579, 27801.759814
  28.515579, 27899.658896
  28.615579, 27997.557979
  28.715579, 28095.457061
  28.815579, 28193.356143
  28.915579, 28291.255226
  29.015579, 28389.154308
  29.111100, 28482.668605
  29.211100, 28580.466910
  29.311100, 28678.265215
  29.411100, 28776.063520
  29.511100, 28873.861826
  29.611100, 28971.660131
  29.711100, 29069.458436
  29.811100, 29167.256741
  29.911100, 29265.055046
  30.011100, 29362.853351
  30.111100, 29460.651656
  30.211100, 29558.414590
  30.311100, 29656.177524
  30.411100, 29753.940457
  30.511100, 29851.703391
  30.611100, 29949.466324
  30.711100, 30047.222251
  30.811100, 30144.978179
  30.911100, 30242.734106
  31.011100, 30340.490033
  31.111100, 30438.245960
  31.211100, 30536.006441
  31.311100, 30633.766921
  31.411100, 30731.527401
  31.511100, 30829.287882
  31.611100, 30927.048362
