Time, Specific Fuel Consmption
   0.181667,    0.003020
   0.183333,    0.003024
   0.185000,    0.003028
   0.186667,    0.003032
   0.188333,    0.003036
   0.190000,    0.003040
   0.191667,    0.003044
   0.193333,    0.003048
   0.195000,    0.003052
   0.196667,    0.003056
   0.198333,    0.003060
   0.200000,    0.003064
   0.201667,    0.003068
   0.203333,    0.003074
   0.205000,    0.003081
   0.206667,    0.003088
   0.208333,    0.003094
   0.210000,    0.003101
   0.211667,    0.003108
   0.213333,    0.003114
   0.215000,    0.003121
   0.216667,    0.003128
   0.218333,    0.003135
   0.220000,    0.003141
   0.221667,    0.003148
   0.223333,    0.003155
   0.225000,    0.003161
   0.226667,    0.003168
   0.228333,    0.003175
   0.230000,    0.003181
   0.231667,    0.003188
   0.233333,    0.003195
   0.235000,    0.003202
   0.236667,    0.003208
   0.238333,    0.003214
   0.240000,    0.003221
   0.241667,    0.003227
   0.243333,    0.003234
   0.245000,    0.003240
   0.246667,    0.003247
   0.248333,    0.003253
   0.250000,    0.003260
   0.251667,    0.003266
   0.253333,    0.003272
   0.255000,    0.003279
   0.256667,    0.003285
   0.258333,    0.003291
   0.260000,    0.003297
   0.261667,    0.003304
   0.263333,    0.003310
   0.265000,    0.003316
   0.266667,    0.003323
   0.268333,    0.003329
   0.270000,    0.003335
   0.271667,    0.003341
   0.273333,    0.003347
   0.275000,    0.003353
   0.276667,    0.003359
   0.278333,    0.003365
   0.280000,    0.003371
   0.281667,    0.003378
   0.283333,    0.003384
   0.285000,    0.003390
   0.286667,    0.003396
   0.288333,    0.003402
   0.290000,    0.003407
   0.291667,    0.003413
   0.293333,    0.003419
   0.295000,    0.003425
   0.296667,    0.003431
   0.298333,    0.003437
   0.300000,    0.003443
   0.301667,    0.003449
   0.303333,    0.003455
   0.305000,    0.003460
   0.306667,    0.003466
   0.308333,    0.003472
   0.310000,    0.003477
   0.311667,    0.003483
   0.313333,    0.003489
   0.315000,    0.003495
   0.316667,    0.003501
   0.318333,    0.003506
   0.320000,    0.003512
   0.321667,    0.003518
   0.323333,    0.003524
   0.325000,    0.003530
   0.326667,    0.003536
   0.328333,    0.003542
   0.330000,    0.003548
   0.331667,    0.003554
   0.333333,    0.003560
   0.335000,    0.003566
   0.336667,    0.003573
   0.338333,    0.003580
   0.340000,    0.003587
   0.341667,    0.003594
   0.343333,    0.003601
   0.345000,    0.003608
   0.346667,    0.003616
   0.348333,    0.003623
   0.350000,    0.003630
   0.351667,    0.003638
   0.353333,    0.003644
   0.355000,    0.003651
   0.355811,    0.003655
   0.357478,    0.003661
   0.359145,    0.003668
   0.360811,    0.003675
   0.362478,    0.003681
   0.364145,    0.003688
   0.365811,    0.003695
   0.367478,    0.003702
   0.369145,    0.003708
   0.370811,    0.003715
   0.372478,    0.003721
   0.374145,    0.003728
   0.375811,    0.003734
   0.377478,    0.003740
   0.379145,    0.003747
   0.380811,    0.003753
   0.382478,    0.003760
   0.384145,    0.003766
   0.385811,    0.003773
   0.387478,    0.003779
   0.389145,    0.003785
   0.390811,    0.003791
   0.392478,    0.003797
   0.394145,    0.003803
   0.395811,    0.003809
   0.397478,    0.003815
   0.399145,    0.003821
   0.400811,    0.003828
   0.402478,    0.003834
   0.404145,    0.003839
   0.405811,    0.003845
   0.407478,    0.003850
   0.409145,    0.003856
   0.410811,    0.003862
   0.412478,    0.003868
   0.414145,    0.003873
   0.415811,    0.003879
   0.417478,    0.003885
   0.418518,    0.003888
   0.420185,    0.003891
   0.421852,    0.003894
   0.423518,    0.003897
   0.425185,    0.003900
   0.426852,    0.003903
   0.428518,    0.003907
   0.430185,    0.003910
   0.431852,    0.003913
   0.433518,    0.003916
   0.435185,    0.003919
   0.436852,    0.003920
   0.438518,    0.003921
   0.440185,    0.003922
   0.441852,    0.003923
   0.443518,    0.003924
   0.445185,    0.003925
   0.446852,    0.003925
   0.448518,    0.003925
   0.450185,    0.003925
   0.451852,    0.003925
   0.453518,    0.003924
   0.455185,    0.003923
   0.456852,    0.003922
   0.458518,    0.003921
   0.460185,    0.003921
   0.460185,    0.313415
   1.655097,    0.317786
   2.874522,    0.321521
   4.133302,    0.325497
   5.482632,    0.330717
   6.969219,    0.336538
   8.614908,    0.343683
  10.453102,    0.351290
  12.542548,    0.359057
  15.027550,    0.368107
  15.027550,    0.499367
  15.858972,    0.499398
  16.690395,    0.499428
  17.521817,    0.499459
  18.353239,    0.499490
  19.184662,    0.499520
  20.016084,    0.499551
  20.847506,    0.499582
  21.678929,    0.499612
  22.510351,    0.499643
  23.341773,    0.499674
  24.173196,    0.499704
  25.004618,    0.499735
  25.836040,    0.499766
  26.667463,    0.499796
  27.498885,    0.499827
  28.330307,    0.499858
  29.161730,    0.499888
  29.993152,    0.499919
  30.824574,    0.499949
  31.655997,    0.499980
  32.487419,    0.500011
  33.318841,    0.500041
  34.150264,    0.500072
  34.981686,    0.500102
  35.813108,    0.500133
  36.644531,    0.500164
  37.475953,    0.500194
  38.307375,    0.500225
  39.138798,    0.500255
  39.138798,   -0.322046
  40.298666,   -0.382396
  41.461312,   -0.440803
  42.622520,   -0.488624
  43.778533,   -0.511713
  44.927113,   -0.518862
  46.063949,   -0.514101
  47.184952,   -0.496823
  48.302137,   -0.471631
  49.411806,   -0.422088
  49.411806,    0.316865
  49.990878,    0.318891
  50.575571,    0.320754
  51.165723,    0.322447
  51.764106,    0.324328
  52.381498,    0.326991
  53.027216,    0.329604
  53.704269,    0.332164
  54.414975,    0.335193
  55.161144,    0.338319
  55.161144,    0.451572
  57.014269,    0.451595
  58.868203,    0.451618
  60.722949,    0.451641
  62.578505,    0.451663
  64.434873,    0.451685
  66.292054,    0.451707
  68.150049,    0.451728
  70.008858,    0.451749
  71.868482,    0.451770
  71.868482,   -0.509684
  72.514813,   -0.286358
  73.150956,   -0.505730
  73.789636,   -0.497868
  74.430995,   -0.486030
  75.075175,   -0.470119
  75.721967,   -0.454423
  76.371231,   -0.437845
  77.022507,   -0.414974
  77.674878,   -0.382700
  77.674878,    0.437307
  82.674878,    0.437470
  87.674878,    0.437632
  92.674878,    0.437793
  97.674878,    0.437949
 102.674878,    0.438105
 107.674878,    0.438261
 112.674878,    0.438417
 117.674878,    0.438572
 122.674878,    0.438727
 122.674878,    0.000000
 122.676545,    0.006589
 122.678211,    0.006589
 122.679878,    0.006589
 122.681545,    0.006589
 122.683211,    0.006589
 122.684878,    0.006589
 122.686545,    0.006589
 122.688211,    0.006589
 122.689878,    0.006590
 122.691545,    0.006590
 122.693211,    0.006590
 122.694878,    0.006590
 122.696545,    0.006590
 122.698211,    0.006590
 122.699878,    0.006590
 122.701545,    0.006590
 122.703211,    0.006591
 122.704878,    0.006591
 122.706545,    0.006591
 122.708211,    0.006591
 122.709878,    0.006591
 122.711545,    0.006591
 122.713211,    0.006592
 122.714878,    0.006592
 122.716545,    0.006592
 122.718211,    0.006592
 122.719878,    0.006592
 122.721545,    0.006592
 122.723211,    0.006593
 122.724878,    0.006593
 122.726545,    0.006593
 122.728211,    0.006593
 122.729878,    0.006593
 122.731545,    0.006593
 122.733211,    0.006594
 122.734878,    0.006594
 122.736545,    0.006594
 122.738211,    0.006594
 122.739878,    0.006594
 122.741545,    0.006595
 122.743211,    0.006595
 122.744878,    0.006595
 122.746545,    0.006595
 122.748211,    0.006596
 122.749878,    0.006596
 122.751545,    0.006596
 122.753211,    0.006596
 122.754878,    0.006596
 122.756545,    0.006597
 122.758211,    0.006597
 122.759878,    0.006597
 122.761545,    0.006597
 122.763211,    0.006598
 122.764878,    0.006598
 122.766545,    0.006598
 122.768211,    0.006598
 122.769878,    0.006599
 122.771545,    0.006599
 122.773211,    0.006599
 122.774878,    0.006599
 122.776545,    0.006600
 122.778211,    0.006600
 122.779878,    0.006600
 122.781545,    0.006601
 122.783211,    0.006601
 122.784878,    0.006601
 122.786545,    0.006601
 122.788211,    0.006602
 122.789878,    0.006602
 122.791545,    0.006602
 122.793211,    0.006602
 122.794878,    0.006603
 122.796545,    0.006603
 122.798211,    0.006603
 122.799878,    0.006604
 122.801545,    0.006604
 122.803211,    0.006604
 122.804878,    0.006605
 122.806545,    0.006605
 122.808211,    0.006605
 122.809878,    0.006605
 122.811545,    0.006606
 122.813211,    0.006606
 122.814878,    0.006606
 122.816545,    0.006607
 122.818211,    0.006607
 122.819878,    0.006607
 122.821545,    0.006608
 122.823211,    0.006608
 122.824878,    0.006608
 122.826545,    0.006609
 122.828211,    0.006609
 122.829878,    0.006609
 122.831545,    0.006610
 122.833211,    0.006610
 122.834878,    0.006610
 122.836545,    0.006611
 122.838211,    0.006611
 122.839878,    0.006612
 122.841545,    0.006612
 122.843211,    0.006612
 122.844878,    0.006613
 122.846545,    0.006613
 122.848211,    0.006613
 122.849878,    0.006614
 122.851545,    0.006614
 122.853211,    0.006614
 122.854878,    0.006615
 122.856545,    0.006615
 122.858211,    0.006616
 122.859878,    0.006616
 122.861545,    0.006616
 122.863211,    0.006617
 122.864878,    0.006617
 122.866545,    0.006618
 122.868211,    0.006618
 122.869878,    0.006618
 122.871545,    0.006619
 122.873211,    0.006619
 122.874878,    0.006620
 122.876545,    0.006620
 122.878211,    0.006620
 122.879878,    0.006621
 122.881545,    0.006621
 122.883211,    0.006622
 122.884878,    0.006622
 122.886545,    0.006622
 122.888211,    0.006623
 122.889878,    0.006623
 122.891545,    0.006624
 122.893211,    0.006624
 122.894878,    0.006624
 122.896545,    0.006625
 122.898211,    0.006625
 122.899878,    0.006626
 122.901545,    0.006626
 122.903211,    0.006627
 122.904878,    0.006627
 122.906545,    0.006627
 122.908211,    0.006628
 122.909878,    0.006628
 122.911545,    0.006629
 122.913211,    0.006629
 122.914878,    0.006630
 122.916545,    0.006630
 122.918211,    0.006631
 122.919878,    0.006631
 122.921545,    0.006631
 122.923211,    0.006632
 122.924878,    0.006632
 122.926545,    0.006633
 122.928211,    0.006633
 122.929878,    0.006634
 122.931545,    0.006634
 122.933211,    0.006635
 122.934878,    0.006635
 122.936545,    0.006636
 122.938211,    0.006636
 122.939878,    0.006637
 122.941545,    0.006637
 122.943211,    0.006637
 122.944878,    0.006638
 122.946545,    0.006638
 122.948211,    0.006639
 122.949878,    0.006639
 122.951545,    0.006640
 122.953211,    0.006640
 122.954878,    0.006641
 122.956545,    0.006641
 122.958211,    0.006642
 122.959878,    0.006642
 122.961545,    0.006643
 122.963211,    0.006643
 122.964878,    0.006644
 122.966545,    0.006644
 122.968211,    0.006645
 122.969878,    0.006645
 122.971545,    0.006646
 122.973211,    0.006646
 122.974878,    0.006647
 122.976545,    0.006647
 122.978211,    0.006648
 122.979878,    0.006648
 122.981545,    0.006649
 122.983211,    0.006649
 122.984878,    0.006650
 122.986545,    0.006650
 122.988211,    0.006651
 122.989878,    0.006651
 122.991545,    0.006652
 122.993211,    0.006652
 122.994878,    0.006653
 122.996545,    0.006653
 122.998211,    0.006654
 122.999878,    0.006655
 123.001545,    0.006655
 123.003211,    0.006656
 123.004878,    0.006656
 123.006545,    0.006657
 123.008211,    0.006657
 123.009878,    0.006658
 123.011545,    0.006658
 123.013211,    0.006659
 123.014878,    0.006659
 123.016545,    0.006660
 123.018211,    0.006660
 123.019878,    0.006661
 123.021545,    0.006661
 123.023211,    0.006662
 123.024878,    0.006662
 123.026545,    0.006663
 123.028211,    0.006664
 123.029878,    0.006664
 123.031545,    0.006665
 123.033211,    0.006665
 123.034878,    0.006666
 123.036545,    0.006666
 123.038211,    0.006667
 123.039878,    0.006667
 123.041545,    0.006668
 123.043211,    0.006668
 123.044878,    0.006669
 123.046545,    0.006670
 123.048211,    0.006670
 123.049878,    0.006671
 123.051545,    0.006671
 123.053211,    0.006672
 123.054878,    0.006672
 123.056545,    0.006673
 123.058211,    0.006673
 123.059878,    0.006674
 123.061545,    0.006675
 123.063211,    0.006675
 123.064878,    0.006676
 123.066545,    0.006676
 123.068211,    0.006677
 123.069878,    0.006677
 123.071545,    0.006678
 123.073211,    0.006678
 123.074878,    0.006679
 123.076545,    0.006680
 123.078211,    0.006680
 123.079878,    0.006681
 123.081545,    0.006681
 123.083211,    0.006682
 123.084878,    0.006682
 123.086545,    0.006683
 123.088211,    0.006684
 123.089878,    0.006684
 123.091545,    0.006685
 123.093211,    0.006685
 123.094878,    0.006686
 123.096545,    0.006686
 123.098211,    0.006687
 123.099878,    0.006688
 123.101545,    0.006688
 123.103211,    0.006689
 123.104878,    0.006689
 123.106545,    0.006690
 123.108211,    0.006690
 123.109878,    0.006691
 123.111545,    0.006691
 123.113211,    0.006692
 123.114878,    0.006693
 123.116545,    0.006693
 123.118211,    0.006694
 123.119878,    0.006694
 123.121545,    0.006695
 123.123211,    0.006695
 123.124878,    0.006696
 123.126545,    0.006697
 123.128211,    0.006697
 123.129878,    0.006698
 123.131545,    0.006698
 123.133211,    0.006699
 123.134878,    0.006699
 123.136545,    0.006700
 123.138211,    0.006701
 123.139878,    0.006701
 123.141545,    0.006702
 123.143211,    0.006702
 123.144878,    0.006703
 123.146545,    0.006703
 123.148211,    0.006704
 123.149878,    0.006705
 123.151545,    0.006705
 123.153211,    0.006706
 123.154878,    0.006706
 123.156545,    0.006707
 123.158211,    0.006707
 123.159878,    0.006708
 123.161545,    0.006709
 123.163211,    0.006709
 123.164878,    0.006710
 123.166545,    0.006710
 123.168211,    0.006711
 123.169878,    0.006711
 123.171545,    0.006712
 123.173211,    0.006713
 123.174878,    0.006713
 123.176545,    0.006714
 123.178211,    0.006714
 123.179878,    0.006715
 123.181545,    0.006715
 123.183211,    0.006716
 123.184878,    0.006717
 123.186545,    0.006717
 123.188211,    0.006718
 123.189878,    0.006718
 123.191545,    0.006719
 123.193211,    0.006719
 123.194878,    0.006720
 123.196545,    0.006721
 123.198211,    0.006721
 123.199878,    0.006722
 123.201545,    0.006722
 123.203211,    0.006723
 123.204878,    0.006723
 123.206545,    0.006724
 123.208211,    0.006725
 123.209878,    0.006725
 123.211545,    0.006726
 123.213211,    0.006726
 123.214878,    0.006727
 123.216545,    0.006727
 123.218211,    0.006728
 123.219878,    0.006729
 123.221545,    0.006729
 123.223211,    0.006730
 123.224878,    0.006730
 123.226545,    0.006731
 123.228211,    0.006731
 123.229878,    0.006732
 123.231545,    0.006733
 123.233211,    0.006733
 123.234878,    0.006734
 123.236545,    0.006734
 123.238211,    0.006735
 123.239878,    0.006735
 123.241545,    0.006736
 123.243211,    0.006736
 123.244878,    0.006737
 123.246545,    0.006738
 123.248211,    0.006738
 123.249878,    0.006739
 123.251545,    0.006739
 123.253211,    0.006740
 123.254878,    0.006740
 123.256545,    0.006741
 123.258211,    0.006742
 123.259878,    0.006742
 123.261545,    0.006743
 123.263211,    0.006743
 123.264878,    0.006744
 123.266545,    0.006744
 123.268211,    0.006745
 123.269878,    0.006745
 123.271545,    0.006746
 123.273211,    0.006747
 123.274878,    0.006747
 123.276545,    0.006748
 123.278211,    0.006748
 123.279878,    0.006749
 123.281545,    0.006749
 123.283211,    0.006750
 123.284878,    0.006750
 123.286545,    0.006751
 123.288211,    0.006751
 123.289878,    0.006752
 123.291545,    0.006753
 123.293211,    0.006753
 123.294878,    0.006754
 123.296545,    0.006754
 123.298211,    0.006755
 123.299878,    0.006755
 123.301545,    0.006756
 123.303211,    0.006756
 123.304878,    0.006757
 123.306545,    0.006757
 123.308211,    0.006758
 123.309878,    0.006759
 123.311545,    0.006759
 123.313211,    0.006760
 123.314878,    0.006760
 123.316545,    0.006761
 123.318211,    0.006761
 123.319878,    0.006762
 123.321545,    0.006762
 123.323211,    0.006763
 123.324878,    0.006763
 123.326545,    0.006764
 123.328211,    0.006764
 123.329878,    0.006765
 123.331545,    0.006765
 123.333211,    0.006766
 123.334878,    0.006766
 123.336545,    0.006767
 123.338211,    0.006768
 123.339878,    0.006768
 123.341545,    0.006769
 123.343211,    0.006769
 123.344878,    0.006770
 123.346545,    0.006770
 123.348211,    0.006771
 123.349878,    0.006771
 123.351545,    0.006772
 123.353211,    0.006772
 123.354878,    0.006773
 123.356545,    0.006773
 123.358211,    0.006774
 123.359878,    0.006774
 123.361545,    0.006775
 123.363211,    0.006775
 123.364878,    0.006776
 123.366545,    0.006776
 123.368211,    0.006777
 123.369878,    0.006777
 123.371545,    0.006778
 123.373211,    0.006778
 123.374878,    0.006779
 123.376545,    0.006779
 123.378211,    0.006780
 123.379878,    0.006780
 123.381545,    0.006781
 123.383211,    0.006781
 123.384878,    0.006782
 123.386545,    0.006782
 123.388211,    0.006783
 123.389878,    0.006783
 123.391545,    0.006784
 123.393211,    0.006784
 123.394878,    0.006785
 123.396545,    0.006785
 123.398211,    0.006786
 123.399878,    0.006786
 123.401545,    0.006787
 123.403211,    0.006787
 123.404878,    0.006788
 123.406545,    0.006788
 123.408211,    0.006789
 123.409878,    0.006789
 123.411545,    0.006790
 123.413211,    0.006790
 123.414878,    0.006791
 123.416545,    0.006791
 123.418211,    0.006792
 123.419878,    0.006792
 123.421545,    0.006793
 123.423211,    0.006793
 123.424878,    0.006793
 123.426545,    0.006794
 123.428211,    0.006794
 123.429878,    0.006795
 123.431545,    0.006795
 123.433211,    0.006796
 123.434878,    0.006796
 123.436545,    0.006797
 123.438211,    0.006797
 123.439878,    0.006798
 123.441545,    0.006798
 123.443211,    0.006799
 123.444878,    0.006799
 123.446545,    0.006800
 123.448211,    0.006800
 123.449878,    0.006800
 123.451545,    0.006801
 123.453211,    0.006801
 123.454878,    0.006802
 123.456545,    0.006802
 123.458211,    0.006803
 123.459878,    0.006803
 123.461545,    0.006804
 123.463211,    0.006804
 123.464878,    0.006805
 123.466545,    0.006805
 123.468211,    0.006805
 123.469878,    0.006806
 123.471545,    0.006806
 123.473211,    0.006807
 123.474878,    0.006807
 123.476545,    0.006808
 123.478211,    0.006808
 123.479878,    0.006809
 123.481545,    0.006809
 123.483211,    0.006809
 123.484878,    0.006810
 123.486545,    0.006810
 123.488211,    0.006811
 123.489878,    0.006811
 123.491545,    0.006812
 123.493211,    0.006812
 123.494878,    0.006812
 123.496545,    0.006813
 123.498211,    0.006813
 123.499878,    0.006814
 123.501545,    0.006814
 123.503211,    0.006815
 123.504878,    0.006815
 123.506545,    0.006815
 123.508211,    0.006816
 123.509878,    0.006816
 123.511545,    0.006817
 123.513211,    0.006817
 123.514878,    0.006818
 123.516545,    0.006818
 123.518211,    0.006818
 123.519878,    0.006819
 123.521545,    0.006819
 123.523211,    0.006820
 123.524878,    0.006820
 123.526545,    0.006820
 123.528211,    0.006821
 123.529878,    0.006821
 123.531545,    0.006822
 123.533211,    0.006822
 123.534878,    0.006822
 123.536545,    0.006823
 123.538211,    0.006823
 123.539878,    0.006824
 123.541545,    0.006824
 123.543211,    0.006824
 123.544878,    0.006825
 123.546545,    0.006825
 123.548211,    0.006826
 123.549878,    0.006826
 123.551545,    0.006826
 123.553211,    0.006827
 123.554878,    0.006827
 123.556545,    0.006828
 123.558211,    0.006828
 123.559878,    0.006828
 123.561545,    0.006829
 123.563211,    0.006829
 123.564878,    0.006830
 123.566545,    0.006830
 123.568211,    0.006830
 123.569878,    0.006831
 123.571545,    0.006831
 123.573211,    0.006832
 123.574878,    0.006832
 123.576545,    0.006832
 123.578211,    0.006833
 123.579878,    0.006833
 123.581545,    0.006833
 123.583211,    0.006834
 123.584878,    0.006834
 123.586545,    0.006835
 123.588211,    0.006835
 123.589878,    0.006835
 123.591545,    0.006836
 123.593211,    0.006836
 123.594878,    0.006836
 123.596545,    0.006837
 123.598211,    0.006837
 123.599878,    0.006837
 123.601545,    0.006838
 123.603211,    0.006838
 123.604878,    0.006839
 123.606545,    0.006839
 123.608211,    0.006839
 123.609878,    0.006840
 123.611545,    0.006840
 123.613211,    0.006841
 123.614878,    0.006841
 123.616545,    0.006842
 123.618211,    0.006843
 123.619878,    0.006843
 123.621545,    0.006844
 123.623211,    0.006845
 123.624878,    0.006846
 123.626545,    0.006846
 123.628211,    0.006847
 123.629878,    0.006848
 123.631545,    0.006849
 123.633211,    0.006850
 123.634878,    0.006851
 123.636545,    0.006852
 123.638211,    0.006853
 123.639878,    0.006854
 123.641545,    0.006855
 123.643211,    0.006856
 123.644878,    0.006857
 123.646545,    0.006858
 123.648211,    0.006858
 123.649878,    0.006859
 123.651545,    0.006860
 123.653211,    0.006861
 123.654878,    0.006862
 123.656545,    0.006863
 123.658211,    0.006864
 123.659878,    0.006865
 123.661545,    0.006866
 123.663211,    0.006866
 123.664878,    0.006867
 123.666545,    0.006868
 123.668211,    0.006869
 123.669878,    0.006870
 123.671545,    0.006871
 123.673211,    0.006872
 123.674878,    0.006872
 123.676545,    0.006873
 123.678211,    0.006874
 123.679878,    0.006875
 123.681545,    0.006876
 123.683211,    0.006877
 123.684878,    0.006877
 123.686545,    0.006878
 123.688211,    0.006879
 123.689878,    0.006880
 123.691545,    0.006881
 123.693211,    0.006882
 123.694878,    0.006883
 123.696545,    0.006883
 123.698211,    0.006884
 123.699878,    0.006885
 123.701545,    0.006886
 123.703211,    0.006887
 123.704878,    0.006888
 123.706545,    0.006888
 123.708211,    0.006889
 123.709878,    0.006890
 123.711545,    0.006891
 123.713211,    0.006892
 123.714878,    0.006892
 123.716545,    0.006893
 123.718211,    0.006894
 123.719878,    0.006895
 123.721545,    0.006896
 123.723211,    0.006897
 123.724878,    0.006897
 123.726545,    0.006898
 123.728211,    0.006899
 123.729878,    0.006900
 123.731545,    0.006900
 123.733211,    0.006901
 123.734878,    0.006902
 123.736545,    0.006903
 123.738211,    0.006904
 123.739878,    0.006904
 123.741545,    0.006905
 123.743211,    0.006906
 123.744878,    0.006907
 123.746545,    0.006907
 123.748211,    0.006908
 123.749878,    0.006909
 123.751545,    0.006910
 123.753211,    0.006911
 123.754878,    0.006911
 123.756545,    0.006912
 123.758211,    0.006913
 123.759878,    0.006914
 123.761545,    0.006914
 123.763211,    0.006915
 123.764878,    0.006916
 123.766545,    0.006917
 123.768211,    0.006917
 123.769878,    0.006918
 123.771545,    0.006919
 123.773211,    0.006920
 123.774878,    0.006920
 123.776545,    0.006921
 123.778211,    0.006922
 123.779878,    0.006922
 123.781545,    0.006923
 123.783211,    0.006924
 123.784878,    0.006925
 123.786545,    0.006925
 123.788211,    0.006926
 123.789878,    0.006927
 123.791545,    0.006927
 123.793211,    0.006928
 123.794878,    0.006929
 123.796545,    0.006930
 123.798211,    0.006930
 123.799878,    0.006931
 123.801545,    0.006932
 123.803211,    0.006932
 123.804878,    0.006933
 123.806545,    0.006934
 123.808211,    0.006934
 123.809878,    0.006935
 123.811545,    0.006936
 123.813211,    0.006936
 123.814878,    0.006937
 123.816545,    0.006938
 123.818211,    0.006938
 123.819878,    0.006939
 123.821545,    0.006940
 123.823211,    0.006940
 123.824878,    0.006941
 123.826545,    0.006942
 123.828211,    0.006942
 123.829878,    0.006943
 123.831545,    0.006944
 123.833211,    0.006944
 123.834878,    0.006945
 123.836545,    0.006946
 123.838211,    0.006946
 123.839878,    0.006947
 123.841545,    0.006947
 123.843211,    0.006948
 123.844878,    0.006949
 123.846545,    0.006949
 123.848211,    0.006950
 123.849878,    0.006951
 123.851545,    0.006951
 123.853211,    0.006952
 123.854878,    0.006952
 123.856545,    0.006953
 123.858211,    0.006954
 123.859878,    0.006954
 123.861545,    0.006955
 123.863211,    0.006956
 123.864878,    0.006956
 123.866545,    0.006957
 123.868211,    0.006957
 123.869878,    0.006958
 123.871545,    0.006959
 123.873211,    0.006959
 123.874878,    0.006960
 123.876545,    0.006960
 123.878211,    0.006961
 123.879878,    0.006962
 123.881545,    0.006962
 123.883211,    0.006963
 123.884878,    0.006963
 123.886545,    0.006964
 123.888211,    0.006964
 123.889878,    0.006965
 123.891545,    0.006966
 123.893211,    0.006966
 123.894878,    0.006967
 123.896545,    0.006967
 123.898211,    0.006968
 123.899878,    0.006968
 123.901545,    0.006969
 123.903211,    0.006970
 123.904878,    0.006970
 123.906545,    0.006971
 123.908211,    0.006971
 123.909878,    0.006972
 123.911545,    0.006972
 123.913211,    0.006973
 123.914878,    0.006973
 123.916545,    0.006974
 123.918211,    0.006975
 123.919878,    0.006975
 123.921545,    0.006976
 123.923211,    0.006976
 123.924878,    0.006977
 123.926545,    0.006977
 123.928211,    0.006978
 123.929878,    0.006978
 123.931545,    0.006979
 123.933211,    0.006979
 123.934878,    0.006980
 123.936545,    0.006980
 123.938211,    0.006981
 123.939878,    0.006981
 123.941545,    0.006982
 123.943211,    0.006982
 123.944878,    0.006983
 123.946545,    0.006983
 123.948211,    0.006984
 123.949878,    0.006984
 123.951545,    0.006985
 123.953211,    0.006986
 123.954878,    0.006986
 123.956545,    0.006987
 123.958211,    0.006987
 123.959878,    0.006987
 123.961545,    0.006988
 123.963211,    0.006988
 123.964878,    0.006989
 123.966545,    0.006989
 123.968211,    0.006990
 123.969878,    0.006990
 123.971545,    0.006991
 123.973211,    0.006991
 123.974878,    0.006992
 123.976545,    0.006992
 123.978211,    0.006993
 123.979878,    0.006993
 123.981545,    0.006994
 123.983211,    0.006994
 123.984878,    0.006995
 123.986545,    0.006995
 123.988211,    0.006995
 123.989878,    0.006996
 123.991545,    0.006996
 123.993211,    0.006997
 123.994878,    0.006997
 123.996545,    0.006998
