Thickness;AR;X_lew;Etaykink;OEW (kg);DOC (M$_year);Block fuel (kg);LTO_Nox (kg);LTO_CO (kg);LTO UHC (kg);TOTAL GWP (kg);MS;LFL (m);TOFL (m)
20;12;10.7;33.5;12800.77697;12.897569;2109.94787;1.262865482;0.094116396;0.006123534;5484.213998;7.275513;1168.028985;1323.55265
20;12;10.7;31;12800.99982;12.896906;2109.423005;1.262841897;0.094116281;0.006123423;5482.666953;7.273679;1168.038268;1323.435299
20;12;10.7;29.79;12801.13844;12.896608;2109.18407;1.262833724;0.094116238;0.006123384;5481.953197;7.273409;1168.049801;1323.397731
20;12;10.7;28;12800.51381;12.896125;2108.839185;1.262799219;0.094116087;0.006123222;5480.976883;7.27267;1168.020882;1323.220909
20;12;10.7;26.5;12800.01694;12.895739;2108.563709;1.262771697;0.094115966;0.006123092;5480.194087;7.272623;1167.999622;1323.081704
20;12;10.7;25;12799.54315;12.895369;2108.299767;1.262745375;0.09411585;0.006122968;5479.441536;7.273094;1167.980818;1322.95021
20;12;10.8;25;12791.0236;12.894501;2109.142529;1.262551198;0.094115124;0.006122058;5481.848021;10.26416;1167.528751;1322.496084
20;12;10.8;26.5;12791.49732;12.894869;2109.405199;1.262577435;0.09411524;0.006122182;5482.589692;10.264176;1167.547459;1322.627174
20;12;10.8;28;12791.99414;12.896253;2109.679362;1.262604869;0.09411536;0.006122311;5483.361161;10.264706;1167.56862;1322.765972
20;12;10.8;29.79;12792.62179;12.895738;2110.023795;1.262642839;0.094115524;0.006122489;5484.317901;10.266137;1167.604772;1322.96187
20;12;10.8;31;12792.48317;12.896034;2110.261552;1.262650945;0.094115567;0.006122528;5485.021745;10.266803;1167.593175;1322.999102
20;12;10.8;33.5;12792.25736;12.896685;2110.78271;1.262670818;0.094115668;0.006122622;5486.552576;10.269305;1167.576404;1323.09622
20;11.5;10.8;33.5;12757.61544;12.870385;2114.231141;1.261877192;0.094112742;0.006118903;5491.865223;11.56395;1165.634135;1325.253593
20;11.5;10.8;31;12758.01928;12.869321;2113.714606;1.26186221;0.094112659;0.006118832;5490.401574;11.55887;1165.663226;1325.184484
20;11.5;10.8;29.79;12758.25264;12.869028;2113.477036;1.261851078;0.094112603;0.00611878;5489.736074;11.557078;1165.669649;1325.131307
20;11.5;10.8;28;12757.50641;12.868546;2113.133733;1.261813426;0.09411244;0.006118603;5488.826299;11.55446;1165.635688;1324.937366
20;11.5;10.8;26.5;12756.91449;12.868161;2112.859336;1.261783437;0.094112309;0.006118462;5488.095797;11.553144;1165.610519;1324.785089
20;11.5;10.8;25;12756.35162;12.867792;2112.596213;1.261754794;0.094112184;0.006118327;5487.392418;11.552624;1165.588079;1324.64167
20;11.5;10.7;25;12764.86772;12.868796;2111.691505;1.261946377;0.094112898;0.006119225;5485.035946;8.628292;1166.038295;1324.955784
20;11.5;10.7;26.5;12765.43064;12.868981;2111.955742;1.2619751;0.094113024;0.00611936;5485.75069;8.628054;1166.060828;1325.099368
20;11.5;10.7;28;12766.02256;12.869369;2112.231284;1.26200517;0.094113155;0.006119501;5486.493013;8.628619;1166.086092;1325.251792
20;11.5;10.7;29.79;12766.76903;12.869854;2112.576108;1.262043248;0.09411332;0.00611968;5487.417036;8.630358;1166.120839;1325.447688
20;11.5;10.7;31;12766.53044;12.870138;2112.81266;1.262048495;0.094113352;0.006119705;5488.102014;8.631348;1166.102245;1325.468204
20;11.5;10.7;33.5;12766.12606;12.870769;2113.331293;1.26206322;0.094113434;0.006119775;5489.588706;8.635157;1166.072486;1325.535419
20;11.5;10.63;33.5;12772.12197;12.871417;2112.759605;1.262201131;0.094113951;0.006120422;5488.034025;6.583507;1166.391956;1325.864833
20;11.5;10.63;31;12772.52648;12.870814;2112.239445;1.262186305;0.094113868;0.006120351;5486.532872;6.580581;1166.4216;1325.797326
20;11.5;10.63;29.79;12772.76509;12.870497;2112.002179;1.26218101;0.094113835;0.006120326;5485.841269;6.580022;1166.440141;1325.776657
20;11.5;10.63;28;12772.01865;12.87001;2111.656388;1.262142868;0.09411367;0.006120147;5484.907708;6.578906;1166.405323;1325.580615
20;11.5;10.63;26.5;12771.42362;12.869614;2111.378838;1.26210918;0.094113525;0.006119988;5484.163181;6.578727;1166.372664;1325.408405
20;11.5;10.63;25;12770.86067;12.86924;2111.113839;1.262080415;0.094113399;0.006119853;5483.441061;6.579494;1166.350092;1325.264729
20;11.5;10.5;25;12782.06889;12.87057;2110.165985;1.262343465;0.094114387;0.006121086;5480.587279;2.771414;1166.951278;1326.107316
20;11.5;10.5;26.5;12782.63191;12.870946;2110.432367;1.262372324;0.094114513;0.006121222;5481.321725;2.769661;1166.973955;1326.251358
20;11.5;10.5;28;12783.22387;12.871339;2110.710109;1.262402533;0.094114645;0.006121364;5482.084531;2.76872;1166.999365;1326.404213
20;11.5;10.5;29.79;12783.97025;12.87183;2111.057626;1.26244075;0.094114811;0.006121544;5483.034145;2.768677;1167.034226;1326.600413
20;11.5;10.5;31;12783.73159;12.872118;2111.296164;1.262446117;0.094114844;0.006121569;5483.736878;2.768433;1167.015755;1326.621344
20;11.5;10.5;33.5;12783.33;12.872764;2111.820276;1.262464701;0.094114941;0.006121657;5485.256787;2.769882;1166.993674;1326.70921
20;11.5;10.4;33.5;12792.01002;12.87392;2111.203438;1.262670352;0.094115716;0.006122621;5483.231282;-0.166764;1167.456472;1327.540739
20;11.5;10.4;31;12792.41487;12.873277;2110.678568;1.262655247;0.094115633;0.00612255;5481.689548;-0.166785;1167.485835;1327.472202
20;11.5;10.4;29.79;12792.6533;12.872986;2110.439;1.262649526;0.094115598;0.006122522;5480.97978;-0.165938;1167.503639;1327.449382
20;11.5;10.4;28;12791.90719;12.872493;2110.0903;1.262611522;0.094115433;0.006122344;5480.018961;-0.164988;1167.469296;1327.254421
20;11.5;10.4;26.5;12791.3152;12.872098;2109.811513;1.262581244;0.094115301;0.006122201;5479.247524;-0.163293;1167.443812;1327.101228
20;11.5;10.4;25;12790.75211;12.87172;2109.544112;1.262552317;0.094115174;0.006122065;5478.50477;-0.160781;1167.421061;1326.956837
20;11.5;10.3;25;12799.48626;12.872979;2109.014343;1.262766724;0.094115986;0.00612307;5476.526638;-3.095392;1167.897076;1327.978071
20;11.5;10.3;26.5;12800.04943;12.873359;2109.282719;1.262795715;0.094116113;0.006123207;5477.276682;-3.098663;1167.919894;1328.122865
20;11.5;10.3;28;12800.64146;12.873756;2109.562506;1.262826058;0.094116245;0.006123349;5478.055687;-3.101114;1167.945446;1328.276454
20;11.5;10.3;29.79;12801.38758;12.874251;2109.912432;1.26286414;0.09411641;0.006123529;5479.025928;-3.102957;1167.97987;1328.471875
20;11.5;10.3;31;12801.14888;12.874543;2110.152781;1.262869621;0.094116444;0.006123555;5479.742698;-3.104438;1167.961518;1328.493367
20;11.5;10.3;33.5;12800.74416;12.87519;2110.679632;1.262885134;0.094116529;0.006123628;5481.298266;-3.105668;1167.932876;1328.564101
20;11.5;10.2;33.5;12809.52682;12.876568;2110.246505;1.263105061;0.094117364;0.006124659;5479.468254;-6.046913;1168.414737;1329.755139
20;11.5;10.2;31;12809.93189;12.875918;2109.717987;1.263089735;0.09411728;0.006124587;5477.899988;-6.0444;1168.443878;1329.685394
20;11.5;10.2;29.79;12810.1706;12.875625;2109.476811;1.263084203;0.094117246;0.00612456;5477.177586;-6.042299;1168.462179;1329.66359
20;11.5;10.2;28;12809.42447;12.875127;2109.125721;1.263046049;0.094117081;0.006124381;5476.199254;-6.03956;1168.427682;1329.46764
20;11.5;10.2;26.5;12808.8324;12.874729;2108.844985;1.263015647;0.094116948;0.006124238;5475.413743;-6.036354;1168.40207;1329.313601
20;11.5;10.2;25;12808.26916;12.874347;2108.575681;1.262986597;0.09411682;0.006124101;5474.657428;-6.032322;1168.379192;1329.168351
20;11;10.2;25;12773.34781;12.84692;2111.989154;1.262178465;0.094113834;0.006120314;5480.260442;-4.294194;1166.414389;1331.277154
20;11;10.2;26.5;12773.99976;12.847304;2112.258752;1.26220989;0.094113971;0.006120462;5480.978442;-4.298535;1166.441047;1331.434128
20;11;10.2;28;12774.68654;12.847703;2112.539516;1.262242816;0.094114114;0.006120617;5481.722876;-4.30174;1166.470724;1331.601078
20;11;10.2;29.79;12775.55387;12.848202;2112.890343;1.262284186;0.094114292;0.006120812;5482.648583;-4.304072;1166.510466;1331.813993
20;11;10.2;31;12775.20443;12.848481;2113.12878;1.262286467;0.094114314;0.006120823;5483.342221;-4.30584;1166.484557;1331.816403
20;11;10.2;33.5;12774.59985;12.849109;2113.652705;1.26229936;0.09411439;0.006120884;5484.839104;-4.306783;1166.448456;1331.870457
20;11;10.3;33.5;12765.82933;12.847802;2114.158201;1.262082588;0.094113569;0.006119868;5486.684703;-1.433181;1165.969013;1330.82227
20;11;10.3;31;12766.43688;12.847184;2113.637152;1.26207336;0.094113508;0.006119824;5485.195788;-1.433727;1166.012551;1330.7883
20;11;10.3;29.79;12766.78626;12.846906;2113.399467;1.262071117;0.094113486;0.006119813;5484.508362;-1.432785;1166.038487;1330.785982
20;11;10.3;28;12765.91569;12.846403;2113.048403;1.262026232;0.094113294;0.006119602;5483.597132;-1.431831;1165.991448;1330.553433
20;11;10.3;26.5;12765.22893;12.846005;2112.768503;1.261993364;0.094113152;0.006119447;5482.859898;-1.429632;1165.96183;1330.386745
20;11;10.3;25;12764.57705;12.845623;2112.499755;1.261961996;0.094113015;0.0061193;5482.148843;-1.426302;1165.935233;1330.230055
20;11;10.4;25;12755.8546;12.844431;2113.100384;1.261750887;0.094112218;0.00611831;5484.128286;1.439282;1165.462022;1329.354299
20;11;10.4;26.5;12756.50642;12.844811;2113.368259;1.261782194;0.094112355;0.006118457;5484.831406;1.436961;1165.488552;1329.510784
20;11;10.4;28;12757.19639;12.845214;2113.648565;1.2618186;0.094112511;0.006118628;5485.554853;1.435937;1165.525504;1329.697286
20;11;10.4;29.79;12758.06382;12.845708;2113.997271;1.261859843;0.094112689;0.006118823;5486.461334;1.435988;1165.565125;1329.909824
20;11;10.4;31;12757.7145;12.845984;2114.234166;1.261862034;0.09411271;0.006118833;5487.141687;1.43587;1165.539134;1329.912028
20;11;10.4;33.5;12757.10719;12.846599;2114.753545;1.261871156;0.094112771;0.006118877;5488.615191;1.438104;1165.495484;1329.945828
20;11;10.5;33.5;12748.44098;12.845512;2115.442008;1.261671134;0.09411202;0.006117939;5490.615736;4.30723;1165.040288;1329.277396
20;11;10.5;31;12749.04267;12.84489;2114.922201;1.261656149;0.094111936;0.006117868;5489.168945;4.30306;1165.071769;1329.210454
20;11;10.5;29.79;12749.39192;12.844616;2114.686125;1.261654012;0.094111915;0.006117858;5488.496555;4.302356;1165.097819;1329.208325
20;11;10.5;28;12748.52442;12.844124;2114.338522;1.261612845;0.094111737;0.006117664;5487.601608;4.301114;1165.058284;1328.995857
20;11;10.5;26.5;12747.83765;12.84373;2114.06041;1.26158009;0.094111595;0.00611751;5486.881896;4.301305;1165.02878;1328.829373
20;11;10.5;25;12747.18587;12.843351;2113.793422;1.261548835;0.094111459;0.006117363;5486.187727;4.302618;1165.002299;1328.672946
20;11;10.63;25;12735.99162;12.842099;2114.830806;1.261289825;0.094110489;0.006116149;5488.98905;8.020986;1164.404389;1328.027755
20;11;10.63;26.5;12736.64336;12.842475;2115.096621;1.261320993;0.094110625;0.006116295;5489.670131;8.020983;1164.430769;1328.184159
20;11;10.63;28;12737.33015;12.842866;2115.373538;1.261353661;0.094110767;0.006116449;5490.376251;8.022094;1164.460171;1328.35066
20;11;10.63;29.79;12738.20312;12.843366;2115.721865;1.26140072;0.094110967;0.006116671;5491.244867;8.025098;1164.511919;1328.596554
20;11;10.63;31;12737.854;12.843637;2115.95685;1.261402798;0.094110988;0.006116681;5491.905531;8.026869;1164.485817;1328.598739
20;11;10.63;33.5;12737.2474;12.844242;2116.47219;1.261411683;0.094111048;0.006116723;5493.336082;8.032977;1164.441938;1328.632691
20;11;10.7;33.5;12731.25894;12.843634;2117.092395;1.261275926;0.094110542;0.006116087;5494.845737;10.037321;1164.124174;1328.413362
20;11;10.7;31;12731.8653;12.843031;2116.578328;1.26126713;0.094110482;0.006116045;5493.430289;10.030036;1164.168156;1328.379317
20;11;10.7;29.79;12732.21435;12.842761;2116.343945;1.261265096;0.094110461;0.006116035;5492.776543;10.02769;1164.194307;1328.377119
20;11;10.7;28;12731.34664;12.842274;2115.998573;1.26122407;0.094110284;0.006115842;5491.908623;10.024074;1164.154917;1328.164316
20;11;10.7;26.5;12730.65981;12.841885;2115.722294;1.261191434;0.094110143;0.006115688;5491.210597;10.022263;1164.125537;1327.997636
20;11;10.7;25;12730.00272;12.8415;2115.454929;1.261154315;0.094109984;0.006115514;5490.546654;10.021362;1164.086879;1327.807823
20;11;10.8;25;12721.50178;12.840747;2116.429458;1.260971665;0.094109306;0.006114658;5492.814249;12.87692;1163.651228;1327.685794
20;11;10.8;26.5;12722.15351;12.841118;2116.693744;1.26100273;0.094109442;0.006114804;5493.475628;12.878624;1163.677497;1327.842505
20;11;10.8;28;12722.84039;12.841505;2116.969107;1.261035295;0.094109583;0.006114957;5494.161269;12.881435;1163.70679;1328.009383
20;11;10.8;29.79;12723.70822;12.841989;2117.313362;1.261076234;0.094109759;0.00611515;5495.013747;12.886237;1163.746075;1328.222476
20;11;10.8;31;12723.35929;12.842257;2117.546878;1.261078206;0.09410978;0.00611516;5495.65685;12.889403;1163.719849;1328.224736
20;11;10.8;33.5;12722.7533;12.842855;2118.059113;1.26108687;0.094109839;0.006115201;5497.04905;12.898366;1163.675712;1328.259007
20;10.5;10.8;33.5;12717.80495;12.955637;2221.910688;1.264051713;0.094123793;0.006129185;5808.824727;14.395058;1163.7504;1353.481672
20;10.5;10.8;31;12718.63768;12.955103;2221.432992;1.264050563;0.094123762;0.006129179;5807.633401;14.382301;1163.809986;1353.487557
20;10.5;10.8;29.79;12719.1082;12.954876;2221.223045;1.264052747;0.094123758;0.006129189;5807.104371;14.377616;1163.844352;1353.508462
20;10.5;10.8;28;12718.11337;12.954229;2220.762274;1.264004762;0.094123551;0.006128963;5805.979209;14.370587;1163.798405;1353.250058
20;10.5;10.8;26.5;12717.32738;12.953714;2220.394938;1.263966869;0.094123387;0.006128785;5805.078198;14.366246;1163.764378;1353.049329
20;10.5;10.8;25;12716.57669;12.953183;2220.021204;1.263924003;0.094123203;0.006128583;5804.161779;14.363145;1163.720911;1352.822718
20;10.5;10.7;25;12725.08702;12.954792;2219.655694;1.264129784;0.094123984;0.006129548;5804.205355;11.595316;1164.169486;1352.889532
20;10.5;10.7;26.5;12725.83183;12.95529;2220.009662;1.264166212;0.094124143;0.006129719;5805.088435;11.597037;1164.200709;1353.078564
20;10.5;10.7;28;12726.61769;12.955808;2220.378036;1.264204161;0.094124308;0.006129898;5806.004098;11.600168;1164.234784;1353.278615
20;10.5;10.7;29.79;12727.61201;12.956456;2220.839107;1.264251914;0.094124514;0.006130123;5807.14534;11.605754;1164.280222;1353.534421
20;10.5;10.7;31;12727.14738;12.956724;2221.071759;1.264256571;0.094124545;0.006130145;5807.736317;11.609632;1164.258751;1353.551762
20;10.5;10.7;33.5;12726.31407;12.957263;2221.551589;1.264257853;0.094124576;0.006130152;5808.954729;11.620326;1164.199302;1353.545058
20;10.5;10.63;33.5;12732.30479;12.958468;2221.360084;1.26440562;0.094125139;0.006130845;5809.068491;9.676532;1164.517289;1353.707188
20;10.5;10.63;31;12733.13242;12.957888;2220.857187;1.2643975;0.094125081;0.006130806;5807.783035;9.667065;1164.563873;1353.675992
20;10.5;10.63;29.79;12733.60327;12.957657;2220.645574;1.264399594;0.094125076;0.006130815;5807.233631;9.66409;1164.598159;1353.697487
20;10.5;10.63;28;12732.6091;12.957006;2220.183577;1.264351781;0.09412487;0.00613059;5806.080426;9.659511;1164.552658;1353.442118
20;10.5;10.63;26.5;12731.8233;12.956486;2219.814437;1.264313782;0.094124705;0.006130411;5805.155152;9.657229;1164.518529;1353.242383
20;10.5;10.63;25;12731.07874;12.955988;2219.46055;1.264277566;0.094124547;0.006130241;5804.264731;9.656369;1164.487748;1353.055117
20;10.5;10.5;25;12712.1337;12.815806;2117.86222;1.260769843;0.094108604;0.006113714;5491.646933;5.878486;1163.059463;1332.297075
20;10.5;10.5;26.5;12712.87369;12.816186;2118.130603;1.260803501;0.09410875;0.006113872;5492.29643;5.878377;1163.089885;1332.466929
20;10.5;10.5;28;12713.65488;12.816582;2118.409896;1.260838815;0.094108902;0.006114038;5492.968446;5.879728;1163.123643;1332.64828
20;10.5;10.5;29.79;12714.64346;12.817076;2118.758694;1.26088325;0.094109093;0.006114247;5493.802488;5.883248;1163.168684;1332.880374
20;10.5;10.5;31;12714.17175;12.817335;2118.992562;1.260881833;0.094109101;0.006114241;5494.441626;5.885592;1163.134541;1332.862272
20;10.5;10.5;33.5;12713.33584;12.817915;2119.505577;1.260884146;0.094109137;0.006114253;5495.822004;5.893629;1163.075356;1332.858833
20;10.5;10.4;33.5;12721.98882;12.818946;2118.742019;1.26108649;0.094109895;0.006115201;5493.864724;3.094844;1163.539667;1333.389939
20;10.5;10.4;31;12722.82518;12.818362;2118.22764;1.26108408;0.094109859;0.006115189;5492.465839;3.088877;1163.598744;1333.393896
20;10.5;10.4;29.79;12723.29704;12.818102;2117.993113;1.26108545;0.094109851;0.006115195;5491.818219;3.087543;1163.632832;1333.412185
20;10.5;10.4;28;12722.30861;12.817605;2117.643476;1.261040949;0.09410966;0.006114985;5490.971775;3.085483;1163.587714;1333.180464
20;10.5;10.4;26.5;12721.52199;12.817196;2117.361205;1.260999602;0.094109484;0.006114791;5490.299238;3.085099;1163.541607;1332.96584
20;10.5;10.4;25;12720.782;12.816814;2117.092129;1.260965905;0.094109338;0.006114632;5489.64009;3.086442;1163.511151;1332.796281
20;10.5;10.3;25;12729.48599;12.817936;2116.41481;1.261173339;0.094110118;0.006115605;5487.688497;0.292251;1163.981113;1333.507292
20;10.5;10.3;26.5;12730.226;12.81832;2116.684597;1.261207091;0.094110265;0.006115764;5488.356278;0.28967;1164.011632;1333.676768
20;10.5;10.3;28;12731.00708;12.818719;2116.965297;1.261242498;0.094110417;0.00611593;5489.047255;0.288558;1164.045483;1333.857636
20;10.5;10.3;29.79;12731.99536;12.819218;2117.315777;1.261287041;0.094110608;0.00611614;5489.90489;0.289157;1164.090629;1334.089009
20;10.5;10.3;31;12731.52886;12.819491;2117.553224;1.261291683;0.09411064;0.006116162;5490.550699;0.289768;1164.068853;1334.104068
20;10.5;10.3;33.5;12730.69209;12.820078;2118.068956;1.261294185;0.094110676;0.006116175;5491.966194;0.29366;1164.009877;1334.099724
20;10.5;10.2;33.5;12739.44348;12.821312;2117.485143;1.261507138;0.09411148;0.006117173;5490.13291;-2.509831;1164.48586;1334.984715
20;10.5;10.2;31;12740.27517;12.820711;2116.965829;1.261498611;0.09411142;0.006117132;5488.712054;-2.511959;1164.532542;1334.956002
20;10.5;10.2;29.79;12740.74727;12.820447;2116.730017;1.261499908;0.094111412;0.006117138;5488.050015;-2.51127;1164.566568;1334.974582
20;10.5;10.2;28;12739.7591;12.819946;2116.378678;1.261455305;0.09411122;0.006116928;5487.18251;-2.510404;1164.521356;1334.743291
20;10.5;10.2;26.5;12738.97804;12.819545;2116.097262;1.261419846;0.094111067;0.006116761;5486.483592;-2.508059;1164.487449;1334.562439
20;10.5;10.2;25;12738.23799;12.81916;2115.82676;1.261386041;0.094110921;0.006116602;5485.808145;-2.504239;1164.456871;1334.392936
20;10;10.2;25;12702.97284;12.791068;2120.165778;1.260612128;0.094108093;0.006112977;5491.152725;-0.65967;1162.509488;1338.745369
20;10;10.2;26.5;12703.80007;12.791455;2120.438104;1.260648315;0.094108249;0.006113147;5491.780554;-0.662119;1162.544187;1338.928571
20;10;10.2;28;12734.04807;12.933354;2221.376532;1.264433614;0.094125252;0.006130976;5802.684858;-0.459225;1164.562667;1360.432016
20;10;10.2;29.79;12735.16253;12.934031;2221.853826;1.264485245;0.094125473;0.006131219;5803.854289;-0.458475;1164.614307;1360.708553
20;10;10.2;31;12734.55483;12.934237;2222.053706;1.264479032;0.094125462;0.00613119;5804.365911;-0.458141;1164.571531;1360.661211
20;10;10.2;33.5;12733.45945;12.93473;2222.51233;1.264472478;0.094125463;0.00613116;5805.525677;-0.453499;1164.495776;1360.604831
20;10;10.3;33.5;12724.71911;12.93266;2222.489983;1.264249117;0.094124605;0.006130113;5805.094661;2.261244;1164.033132;1359.827849
20;10;10.3;31;12725.80769;12.932133;2222.011122;1.264248999;0.094124578;0.006130111;5803.903598;2.253881;1164.096181;1359.844574
20;10;10.3;29.79;12726.41522;12.931929;2221.811961;1.264255255;0.094124589;0.00613014;5803.400158;2.252364;1164.138997;1359.891598
20;10;10.3;28;12725.30055;12.931255;2221.335631;1.264203686;0.094124368;0.006129898;5802.24295;2.249923;1164.087417;1359.614575
20;10;10.3;26.5;12724.42066;12.930716;2220.954843;1.264162732;0.094124191;0.006129705;5801.313777;2.249851;1164.048574;1359.398394
20;10;10.3;25;12723.58806;12.930199;2220.589564;1.264123727;0.094124022;0.006129521;5800.418829;2.251581;1164.01341;1359.196245
20;10;10.4;25;12714.88837;12.928211;2220.64459;1.263899249;0.094123161;0.006128469;5800.052843;4.955786;1163.543932;1358.562652
20;10;10.4;26.5;12715.72099;12.928725;2221.009043;1.263938197;0.09412333;0.006128652;5800.937152;4.955483;1163.579037;1358.765204
20;10;10.4;28;12716.60098;12.929262;2221.389011;1.263979097;0.094123506;0.006128844;5801.855316;4.956977;1163.617823;1358.981864
20;10;10.4;29.79;12717.71588;12.929934;2221.864373;1.264030603;0.094123728;0.006129087;5802.998854;4.961105;1163.669339;1359.259561
20;10;10.4;31;12717.11481;12.930173;2222.084571;1.264031077;0.094123742;0.006129089;5803.542377;4.964071;1163.639296;1359.251864
20;10;10.4;33.5;12716.02064;12.930659;2222.540331;1.264024384;0.094123743;0.006129059;5804.664618;4.973564;1163.563447;1359.197514
20;10;10.5;33.5;12707.37236;12.928766;2222.686252;1.263805081;0.094122904;0.00612803;5804.276171;7.683696;1163.09953;1358.756391
20;10;10.5;31;12708.46586;12.928284;2222.232023;1.263811867;0.094122904;0.006128061;5803.175965;7.67178;1163.175472;1358.809575
20;10;10.5;29.79;12709.07294;12.928084;2222.034293;1.263818199;0.094122916;0.006128091;5802.691657;7.667901;1163.218348;1358.855651
20;10;10.5;28;12707.95776;12.927415;2221.559822;1.263766735;0.094122695;0.006127848;5801.563136;7.662089;1163.166858;1358.576945
20;10;10.5;26.5;12707.07138;12.926843;2221.158824;1.263719098;0.094122492;0.006127624;5800.607834;7.658935;1163.11528;1358.320587
20;10;10.5;25;12706.23871;12.92633;2220.795192;1.263680207;0.094122323;0.006127441;5799.735288;7.657812;1163.080237;1358.117478
20;10;10.63;25;12695.07895;12.924086;2221.158135;1.26341058;0.094121297;0.006126177;5799.428701;11.167249;1162.49922;1357.867227
20;10;10.63;26.5;12695.91173;12.924596;2221.520777;1.263449412;0.094121466;0.00612636;5800.284337;11.170222;1162.534209;1358.071404
20;10;10.63;28;12696.79207;12.925127;2221.898954;1.263490198;0.094121642;0.006126552;5801.172794;11.174978;1162.572885;1358.289892
20;10;10.63;29.79;12697.90764;12.925792;2222.372202;1.263541576;0.094121862;0.006126793;5802.279394;11.182977;1162.62428;1358.57005
20;10;10.63;31;12697.30089;12.92599;2222.568957;1.263535181;0.09412185;0.006126764;5802.749119;11.188388;1162.581338;1358.524701
20;10;10.63;33.5;12696.20835;12.926466;2223.021187;1.263528269;0.09412185;0.006126732;5803.817464;11.203446;1162.505268;1358.473313
20;10;10.7;33.5;12690.23948;12.925328;2223.284605;1.263387511;0.094121316;0.006126072;5803.615661;13.097141;1162.197721;1358.485447
20;10;10.7;31;12691.32746;12.924831;2222.819458;1.263390148;0.0941213;0.006126084;5802.534686;13.080284;1162.265647;1358.510705
20;10;10.7;29.79;12691.93401;12.924635;2222.623224;1.263396578;0.094121312;0.006126114;5802.073505;13.07405;1162.308626;1358.555601
20;10;10.7;28;12690.8182;12.923972;2222.150613;1.263345247;0.094121091;0.006125872;5800.979775;13.064874;1162.257284;1358.274504
20;10;10.7;26.5;12689.93774;12.923442;2221.772975;1.263304501;0.094120915;0.00612568;5800.10166;13.059127;1162.218654;1358.055308
20;10;10.7;25;12689.10444;12.922932;2221.409304;1.263265222;0.094120745;0.006125496;5799.252457;13.055146;1162.182788;1357.847672
20;10;10.8;25;12680.61875;12.921379;2221.855517;1.263063152;0.094119981;0.006124548;5799.017929;15.750072;1161.737306;1357.997218
20;10;10.8;26.5;12681.45172;12.921884;2222.216861;1.263101882;0.094120149;0.00612473;5799.848326;15.75546;1161.772173;1358.203101
20;10;10.8;28;12682.33239;12.922411;2222.593757;1.263142569;0.094120324;0.006124922;5800.710605;15.762621;1161.810732;1358.423465
20;10;10.8;29.79;12683.45305;12.923098;2223.081121;1.263198684;0.094120563;0.006125186;5801.819553;15.77358;1161.871172;1358.734078
20;10;10.8;31;12682.84681;12.923292;2223.276656;1.263192214;0.094120551;0.006125156;5802.267727;15.780989;1161.828157;1358.68997
20;10;10.8;33.5;12681.7557;12.92376;2223.726398;1.263185154;0.09412055;0.006125124;5803.288926;15.800145;1161.751945;1358.641585
20;9.5;10.8;33.5;12676.09524;13.121484;2384.478892;1.267801093;0.094142225;0.006146894;6486.535605;17.374914;1161.983133;1397.767933
20;9.5;10.8;31;12676.01393;13.039942;2331.23825;1.266237846;0.094134911;0.006139522;6269.484546;17.323051;1161.841504;1388.506392
20;9.5;10.8;29.79;12676.77066;13.039836;2331.098659;1.266250231;0.094134948;0.00613958;6269.09145;17.313258;1161.893813;1388.583337
20;9.5;10.8;28;12675.5266;13.038959;2330.470211;1.266190989;0.094134693;0.006139301;6267.354726;17.298977;1161.8354;1388.240584
20;9.5;10.8;26.5;12674.54604;13.038261;2329.968979;1.26614401;0.09413449;0.00613908;6265.965958;17.289315;1161.791297;1387.973787
20;9.5;10.8;25;12673.61966;13.037592;2329.489291;1.266099331;0.094134296;0.00613887;6264.633636;17.281773;1161.75128;1387.725039
20;9.5;10.7;25;12653.0261;12.890746;2223.767672;1.262420657;0.094117599;0.006121538;5793.598225;14.5601;1160.205567;1364.539453
20;9.5;10.7;26.5;12653.94593;12.891265;2224.139869;1.262462058;0.094117777;0.006121732;5794.399708;14.567076;1160.245;1364.763904
20;9.5;10.7;28;12654.91992;12.891806;2224.527965;1.262505595;0.094117964;0.006121937;5795.231254;14.576227;1160.288503;1365.004988
20;9.5;10.7;29.79;12656.16282;12.892524;2225.036739;1.262567637;0.094118227;0.006122229;5796.316865;14.590138;1160.359662;1365.356836
20;9.5;10.7;31;12684.48376;13.042278;2331.331217;1.26645464;0.094135746;0.006140539;6270.916638;14.71309;1162.286443;1388.166326
20;9.5;10.7;33.5;12683.10009;13.042598;2331.686586;1.266436538;0.0941357;0.006140455;6271.92725;14.735174;1162.192338;1388.05695
20;9.5;10.63;33.5;12689.06243;13.044308;2331.81823;1.266591909;0.0941363;0.006141183;6273.020898;12.904939;1162.507457;1387.948861
20;9.5;10.63;31;12690.44688;13.043984;2331.462004;1.266609956;0.094136345;0.006141267;6271.994382;12.884763;1162.601509;1388.060089
20;9.5;10.63;29.79;12691.01059;13.015637;2324.554311;1.266413518;0.094135415;0.006140341;6103.224956;12.871943;1162.610275;1386.908989
20;9.5;10.63;28;12689.76662;13.014733;2323.895341;1.266353326;0.094135156;0.006140057;6101.664096;12.860737;1162.551664;1386.565529
20;9.5;10.63;26.5;12659.89592;12.892374;2223.823278;1.262603936;0.094118314;0.006122398;5794.743621;12.730912;1160.557944;1364.605394
