Ground Distance, Emission CO
  98.823697,    0.000000
 101.129806,    0.000000
 103.435915,    0.000000
 105.742023,    0.000000
 108.048132,    0.000000
 110.354240,    0.000000
 112.660349,    0.000000
 115.190230,    0.000000
 117.748052,    0.000000
 120.305874,    0.000000
 122.863695,    0.000000
 125.421517,    0.000000
 127.979338,    0.000000
 130.537160,    0.000000
 133.094982,    0.000000
 135.652803,    0.000000
 138.210625,    0.000000
 140.989213,    0.000000
 143.795366,    0.000000
 146.601518,    0.000000
 149.407671,    0.000000
 152.213824,    0.000000
 155.019977,    0.000000
 157.826130,    0.000000
 160.632283,    0.000000
 163.438435,    0.000000
 166.244588,    0.000000
 169.268499,    0.000000
 172.319599,    0.000000
 175.370699,    0.000000
 178.421799,    0.000000
 181.472899,    0.000000
 184.523999,    0.000000
 187.575099,    0.000000
 190.626199,    0.000000
 193.677300,    0.000000
 196.728400,    0.000000
 199.994249,    0.000000
 203.286912,    0.000000
 206.579575,    0.000000
 209.872238,    0.000000
 213.164901,    0.000000
 216.457564,    0.000000
 219.750227,    0.000000
 223.042890,    0.000000
 226.335553,    0.000000
 229.628216,    0.000000
 233.132706,    0.000000
 236.663645,    0.000000
 240.194584,    0.000000
 243.725523,    0.000000
 247.256461,    0.000000
 250.787400,    0.000000
 254.318339,    0.000000
 257.849278,    0.000000
 261.380217,    0.000000
 264.911156,    0.000000
 268.651292,    0.000000
 272.417549,    0.000000
 276.183806,    0.000000
 279.950063,    0.000000
 283.716320,    0.000000
 287.482577,    0.000000
 291.248834,    0.000000
 295.015091,    0.000000
 298.781348,    0.000000
 302.547605,    0.000000
 306.520491,    0.000000
 310.519178,    0.000000
 314.517864,    0.000000
 318.516550,    0.000000
 322.515236,    0.000000
 326.513922,    0.000000
 330.512608,    0.000000
 334.511294,    0.000000
 338.509980,    0.000000
 342.508667,    0.000000
 346.711408,    0.000000
 350.939628,    0.000000
 355.167848,    0.000000
 359.396068,    0.000000
 363.624288,    0.000000
 367.852508,    0.000000
 372.080728,    0.000000
 376.308948,    0.000000
 380.537168,    0.000000
 384.765388,    0.000000
 389.195085,    0.000000
 393.649939,    0.000000
 398.104793,    0.000000
 402.559647,    0.000000
 407.014501,    0.000000
 411.469354,    0.000000
 415.924208,    0.000000
 420.379062,    0.000000
 424.833916,    0.000000
 429.288770,    0.000000
 433.942520,    0.000000
 438.621105,    0.000000
 443.299689,    0.000000
 447.978274,    0.000000
 452.656858,    0.000000
 457.335443,    0.000000
 462.014027,    0.000000
 466.692612,    0.000000
 471.371196,    0.000000
 476.049781,    0.000000
 480.924679,    0.000000
 485.824090,    0.000000
 490.723500,    0.000000
 495.622911,    0.000000
 500.522321,    0.000000
 505.421732,    0.000000
 510.321142,    0.000000
 515.220553,    0.000000
 520.119964,    0.000000
 525.019374,    0.000000
 530.112527,    0.000000
 535.229870,    0.000000
 540.347213,    0.000000
 545.464557,    0.000000
 550.581900,    0.000000
 555.699243,    0.000000
 560.816587,    0.000000
 565.933930,    0.000000
 571.051273,    0.000000
 576.168616,    0.000000
 581.477248,    0.000000
 586.809764,    0.000000
 592.142280,    0.000000
 597.474796,    0.000000
 602.807312,    0.000000
 608.139828,    0.000000
 613.472344,    0.000000
 618.804860,    0.000000
 624.137376,    0.000000
 629.469892,    0.000000
 634.991339,    0.000000
 640.536377,    0.000000
 646.081415,    0.000000
 651.626453,    0.000000
 657.171491,    0.000000
 662.716529,    0.000000
 668.261567,    0.000000
 673.806605,    0.000000
 679.351643,    0.000000
 684.896680,    0.000000
 690.628299,    0.000000
 696.383213,    0.000000
 702.138128,    0.000000
 707.893042,    0.000000
 713.647957,    0.000000
 719.402872,    0.000000
 725.157786,    0.000000
 730.912701,    0.000000
 736.667615,    0.000000
 742.422530,    0.000000
 748.361672,    0.000000
 754.323817,    0.000000
 760.285962,    0.000000
 766.248107,    0.000000
 772.210251,    0.000000
 778.172396,    0.000000
 784.134541,    0.000000
 790.096686,    0.000000
 796.058831,    0.000000
 802.020976,    0.000000
 808.164996,    0.000000
 814.331724,    0.000000
 820.498453,    0.000000
 826.665182,    0.000000
 832.831911,    0.000000
 838.998639,    0.000000
 845.165368,    0.000000
 851.332097,    0.000000
 857.498826,    0.000000
 863.665554,    0.000000
 870.011807,    0.000000
 876.380475,    0.000000
 882.749143,    0.000000
 889.117810,    0.000000
 895.486478,    0.000000
 901.855146,    0.000000
 908.223814,    0.000000
 914.592482,    0.000000
 920.961149,    0.000000
 927.329817,    0.000000
 933.875660,    0.000000
 940.443624,    0.000000
 947.011589,    0.000000
 953.579553,    0.000000
 960.147518,    0.000000
 966.715482,    0.000000
 973.283447,    0.000000
 979.851412,    0.000000
 986.419376,    0.000000
 992.987341,    0.000000
 999.710439,    0.000000
1006.452906,    0.000000
1013.195374,    0.000000
1019.937842,    0.000000
1026.680310,    0.000000
1033.422777,    0.000000
1040.165245,    0.000000
1045.827981,    0.000000
1052.668000,    0.000000
1059.508018,    0.000000
1066.434821,    0.000000
1073.393907,    0.000000
1080.352994,    0.000000
1087.312080,    0.000000
1094.271167,    0.000000
1101.230253,    0.000000
1108.189340,    0.000000
1115.148426,    0.000000
1122.107513,    0.000000
1129.066599,    0.000000
1136.165693,    0.000000
1143.316869,    0.000000
1150.468046,    0.000000
1157.619223,    0.000000
1164.770399,    0.000000
1171.921576,    0.000000
1179.072752,    0.000000
1186.223929,    0.000000
1193.375105,    0.000000
1200.526282,    0.000000
1207.814836,    0.000000
1215.154496,    0.000000
1222.494155,    0.000000
1229.833814,    0.000000
1237.173474,    0.000000
1244.513133,    0.000000
1251.852792,    0.000000
1259.192451,    0.000000
1266.532111,    0.000000
1273.871770,    0.000000
1275.861837,    0.000000
1283.372677,    0.000000
1290.883517,    0.000000
1298.394357,    0.000000
1305.905197,    0.000000
1313.416036,    0.000000
1320.926876,    0.000000
1328.437716,    0.000000
1335.948556,    0.000000
1343.459396,    0.000000
1350.970236,    0.000000
1358.579988,    0.000000
1366.189741,    0.000000
1373.799493,    0.000000
1381.409246,    0.000000
1389.018998,    0.000000
1396.681233,    0.000000
1404.343469,    0.000000
1412.005704,    0.000000
1419.667940,    0.000000
1427.330175,    0.000000
1435.047737,    0.000000
1442.765299,    0.000000
1450.482861,    0.000000
1458.200423,    0.000000
1465.917985,    0.000000
1473.635547,    0.000000
1481.353108,    0.000000
1489.070670,    0.000000
