BlockFuel[kg], BlockTime[min]
5298.791262,  283.204861
6185.668212,  271.510564
5908.980423,  274.428165
5793.015828,  275.667823
6331.605284,  270.029008
6845.348334,  265.338264
6301.553510,  270.328826
6776.255989,  265.944325
6849.895563,  265.297631
5430.088277,  280.735115
5971.043455,  273.747834
5543.443410,  278.805501
6910.069954,  264.769573
5323.612466,  282.738597
6708.709045,  266.539801
5517.113157,  279.097645
6936.380616,  264.538294
5942.679300,  274.057568
5453.167558,  280.300735
5524.568975,  278.958150
6721.409191,  266.426381
6879.458672,  265.053413
6911.476639,  264.758065
6714.998168,  266.482774
5801.690098,  275.614810
6698.562895,  266.626838
6029.293535,  273.097690
5679.458759,  277.092950
6249.599241,  270.862274
6534.801095,  268.113668
6641.027239,  267.131515
6231.420526,  271.046712
6081.680573,  272.566065
5819.340749,  275.415486
5504.759340,  279.287227
5346.621902,  282.305035
5615.716500,  277.893198
5397.809519,  281.342858
6799.395362,  265.744148
5296.444158,  283.248909
5512.164261,  279.189946
5392.784854,  281.436751
6789.556955,  265.828496
6387.262803,  269.513657
6802.279106,  265.716415
6879.466214,  265.038129
6268.529050,  270.669947
5808.520879,  275.535649
6014.327536,  273.249825
6182.969190,  271.539541
6145.604561,  271.917248
6696.539849,  266.644201
5382.700614,  281.628731
6181.250619,  271.567313
5628.072440,  277.739135
5340.139620,  282.427772
6114.772835,  272.229957
5937.557801,  274.113588
5379.513160,  281.717431
5926.618104,  274.234680
6817.918589,  265.578688
6870.037952,  265.123402
6712.752925,  266.501924
5430.407603,  280.728809
5653.723927,  277.415984
6027.767587,  273.113983
5402.268083,  281.258884
5321.022545,  282.786114
6576.854319,  267.695651
6064.278675,  272.717886
5781.001083,  275.818352
5347.903687,  282.281021
5506.174663,  279.269997
6790.629137,  265.818103
6105.392685,  272.325145
5872.065820,  274.834750
5325.688942,  282.698836
5646.468947,  277.507776
5746.805041,  276.215176
5727.802683,  276.487966
6232.723982,  271.033405
5756.140998,  276.111264
5438.840869,  280.570317
5967.526424,  273.784457
6121.488894,  272.161756
5595.523213,  278.148177
6671.754033,  266.861693
5790.705170,  275.696815
5658.406286,  277.357213
5883.766475,  274.705820
5494.046427,  279.420293
6787.667506,  265.844181
6149.352384,  271.879004
6709.949165,  266.526655
5839.855943,  275.189461
5436.613021,  280.618398
5552.422440,  278.687944
5379.657840,  281.682880
6389.724978,  269.496486
5498.906842,  279.359308
6365.800735,  269.718532
6575.656194,  267.708231
5342.301153,  282.385656
5668.999097,  277.224244
5400.237809,  281.303197
6777.569555,  265.932987
5961.721853,  273.847473
6334.505228,  269.999551
6751.308592,  266.163215
6716.573168,  266.468432
6541.797560,  268.046830
5558.169406,  278.615553
5975.570725,  273.695279
6915.715668,  264.719769
5749.111787,  276.189087
6072.368012,  272.660433
5649.893489,  277.464312
6901.355391,  264.846570
6217.661453,  271.189166
6728.961783,  266.359421
6839.640471,  265.387789
5584.895368,  278.280083
6491.460957,  268.524342
6725.764622,  266.387485
5528.170887,  278.888963
6102.348343,  272.357928
5587.616338,  278.246180
5820.802272,  275.399453
6052.613980,  272.848168
6553.437406,  267.936148
5702.056636,  276.809442
6411.599090,  269.282214
6580.967368,  267.659354
5314.662701,  282.905776
5345.407513,  282.327362
6749.770340,  266.176786
5401.177099,  281.278492
6912.298722,  264.749732
6413.671417,  269.264223
5962.828530,  273.835894
6715.364294,  266.478803
6423.922759,  269.166131
6306.765951,  270.276713
5525.995430,  278.929790
5513.924349,  279.156946
6592.840765,  267.555117
6390.229552,  269.485332
6482.925827,  268.605514
6355.274248,  269.816497
6263.085291,  270.725377
6530.484299,  268.160823
6629.042602,  267.218921
5544.159878,  278.791498
5521.345534,  279.018058
6286.786239,  270.466601
6926.362543,  264.626509
6296.341445,  270.375619
6072.733095,  272.656670
5946.408507,  274.016013
6117.738724,  272.199885
6023.451199,  273.157045
6867.985130,  265.138799
6499.314338,  268.449759
5407.920593,  281.151184
5907.856811,  274.440447
5931.829718,  274.176425
5938.826878,  274.099358
6923.825137,  264.649058
5312.328697,  282.955310
6827.713419,  265.492692
6191.697858,  271.449146
6540.997823,  268.054186
5642.093346,  277.561975
6292.068519,  270.416185
5949.007330,  273.987360
6682.528786,  266.767144
5313.543517,  282.926914
6397.162093,  269.418998
6114.521482,  272.232552
6394.119994,  269.447923
5668.027783,  277.236826
6569.164912,  267.786935
6326.675493,  270.078948
5684.243012,  277.032901
5320.367664,  282.798281
6372.545304,  269.652563
5300.501090,  283.172021
6605.810231,  267.439282
6142.933077,  271.944140
5307.601771,  283.038443
6422.689698,  269.176758
6676.168087,  266.822991
5762.679003,  276.039267
5748.197253,  276.198828
5582.653513,  278.308478
6054.360445,  272.827301
6082.590001,  272.557278
6041.549141,  272.968350
6194.254097,  271.423728
5856.712696,  275.003688
6267.608754,  270.678795
6400.017484,  269.392262
5981.850757,  273.625542
5340.557399,  282.418548
6920.385309,  264.679415
5783.503414,  275.787045
6327.883472,  270.066805
5851.634516,  275.059705
6739.613837,  266.266459
5487.014939,  279.508660
5975.112519,  273.700061
6323.816601,  270.107940
5764.704339,  276.016981
5410.639779,  281.100028
6464.664722,  268.778786
5480.315583,  279.789244
6240.293468,  270.955791
5541.964662,  278.818824
6628.466257,  267.224223
6946.551512,  264.449085
5368.062950,  281.904097
5353.859615,  282.168470
5789.697199,  275.709274
5848.208024,  275.097328
6601.445348,  267.478938
6088.226256,  272.499449
5482.027886,  279.757022
5665.260866,  277.271192
5394.599881,  281.401796
5947.877289,  273.999699
6861.064352,  265.199564
6586.185091,  267.613018
5289.546798,  283.378099
6678.863162,  266.799276
5386.046773,  281.562877
5792.100297,  275.679014
6109.266307,  272.286562
5855.927358,  275.015108
5513.306627,  279.168578
6113.021123,  272.248095
5786.246503,  275.752791
5694.246427,  276.907733
6565.317838,  267.824425
5425.107827,  280.827856
5461.745621,  280.138669
5492.201026,  279.443447
6337.642000,  269.967836
5451.666959,  280.328201
6169.967081,  271.669746
6882.173386,  265.014258
5350.835223,  282.225367
5700.997076,  276.822608
6860.479772,  265.204813
6404.517725,  269.351798
5933.235046,  274.160953
5789.137447,  275.716272
6533.420426,  268.126149
5388.187834,  281.522408
6770.036845,  265.998811
6507.062439,  268.376499
5485.495799,  279.528027
6252.991505,  270.829118
6143.356274,  271.939786
5398.525317,  281.327948
6705.129113,  266.569130
6230.251626,  271.057828
6307.830655,  270.266628
6176.558833,  271.602743
5321.502627,  282.776928
6019.364934,  273.198423
5405.342712,  281.199708
5479.501045,  279.805401
6234.576613,  271.013836
6570.225978,  267.776882
5784.209005,  275.778166
6618.683881,  267.317358
6734.921343,  266.307554
6006.563238,  273.328510
5525.503387,  278.939086
6693.928395,  266.667048
6053.260083,  272.839129
5947.731587,  274.001411
6201.765892,  271.347587
6266.957721,  270.685133
5291.923189,  283.336708
6381.305731,  269.569432
6140.630172,  271.967461
5322.117366,  282.765469
6558.702971,  267.886183
5324.163666,  282.726950
6938.584719,  264.518940
6629.977619,  267.209938
6437.461350,  269.037497
6041.032021,  272.973783
5680.343681,  277.081858
5303.799326,  283.109972
5519.708148,  279.048082
5796.059083,  275.629437
6098.668132,  272.393413
5334.022572,  282.541397
6638.188508,  267.156424
5661.079764,  277.329959
6748.613792,  266.186872
6701.760507,  266.598240
6785.352154,  265.864364
5908.187481,  274.436897
5820.501879,  275.402454
6475.665242,  268.674094
6613.410940,  267.367076
5437.666417,  280.591585
6383.496059,  269.548837
5734.984871,  276.396003
6922.799251,  264.657533
6929.437477,  264.599351
6590.221291,  267.577663
6438.765841,  269.024220
5330.677643,  282.607646
6151.247061,  271.859706
5366.283842,  281.934687
6666.321495,  266.909392
6940.359609,  264.503395
5965.532443,  273.805259
6611.037898,  267.389592
5644.951996,  277.536070
6469.029791,  268.737428
5622.246744,  277.811215
5503.701221,  279.299203
5381.987220,  281.639058
6202.982997,  271.334523
6044.121222,  272.939769
6362.548301,  269.747428
5446.231043,  280.430596
6524.858641,  268.207318
6699.543387,  266.617751
5555.639386,  278.654433
5384.104253,  281.599269
5459.354276,  280.183595
6664.916150,  266.921833
5466.697291,  280.047653
5713.326323,  276.667838
5599.832263,  278.092829
5780.380401,  275.826249
6069.868214,  272.686108
5514.875275,  279.139182
5759.558833,  276.073662
6680.039394,  266.788980
5925.371591,  274.247691
5446.305714,  280.429056
5388.540502,  281.515919
5770.729277,  275.947282
6725.062448,  266.393649
5964.811817,  273.813214
6367.739206,  269.698275
5703.805518,  276.787339
6328.959749,  270.055729
5311.009138,  282.974430
5302.275018,  283.138648
5923.267267,  274.270714
6160.107336,  271.769868
5450.549549,  280.349244
6036.831333,  273.019926
5786.583551,  275.748819
5757.383516,  276.097616
6033.222261,  273.059799
5619.814001,  277.841649
6544.793730,  268.018171
6880.441447,  265.029433
6294.917918,  270.389122
5520.672938,  279.029941
6604.716011,  267.449589
6331.198787,  270.033100
5474.474740,  279.899121
6186.033310,  271.506579
6333.618542,  270.008433
6619.609982,  267.308261
6624.706888,  267.259912
5707.199789,  276.745158
5346.089179,  282.314413
5662.827594,  277.312142
5292.144447,  283.329230
6039.915547,  272.989795
5565.815721,  278.519440
5373.220114,  281.803991
6730.953237,  266.341928
6695.246494,  266.655559
6211.794367,  271.245079
5420.920714,  280.906738
5836.047585,  275.231251
5656.637443,  277.379413
5312.337603,  282.949473
5456.061136,  280.245804
5336.006760,  282.504070
6188.781281,  271.478671
6280.860153,  270.544028
5529.225108,  278.869047
5515.399198,  279.129164
6930.593048,  264.589314
6518.510002,  268.267956
6317.108001,  270.176439
5351.800933,  282.208188
6398.219286,  269.408978
5865.854222,  274.902996
6523.922339,  268.216204
6074.918797,  272.634490
5439.072378,  280.565136
6515.011840,  268.300749
5809.913669,  275.519059
5318.259241,  282.837963
5391.302156,  281.463820
5725.164694,  276.519258
5604.979069,  278.027850
5396.790565,  281.360597
5515.901448,  279.119751
5293.173027,  283.309880
6316.083590,  270.186837
5523.910093,  278.969020
6766.063713,  266.034189
6035.929212,  273.029986
5846.513946,  275.115987
5457.666448,  280.215378
5951.689585,  273.957703
5506.834628,  279.259775
6506.020795,  268.386122
5492.560753,  279.438938
6175.638893,  271.618190
5362.871124,  281.998684
6250.862878,  270.848493
5465.958487,  280.059332
6507.895323,  268.368278
5603.362723,  278.048136
6346.919949,  269.895705
6025.487887,  273.136250
5734.121209,  276.406801
5525.187527,  278.945035
6014.281316,  273.250000
6573.108031,  267.727790
6309.002996,  270.255482
5847.057884,  275.109998
5517.778780,  279.086097
5643.084151,  277.549538
6128.386974,  272.092225
5337.096038,  282.483589
5632.784054,  277.678827
5331.466104,  282.589518
6856.629175,  265.238507
5359.119536,  282.069281
6502.624537,  268.418288
6376.495636,  269.615075
6943.456637,  264.476165
6837.826552,  265.403592
5443.612364,  280.479767
6871.039844,  265.111991
5715.113758,  276.645391
5710.249940,  276.706458
6141.520361,  271.958420
6017.285250,  273.219510
5805.645828,  275.566058
5292.719533,  283.318497
5702.918459,  276.798471
5464.139543,  280.093571
6290.781892,  270.428385
5609.760808,  277.967832
5954.005415,  273.932202
6107.846820,  272.300563
6048.455984,  272.893106
5484.510720,  279.539962
5973.057550,  273.722386
6050.335909,  272.871329
5436.796065,  280.607962
5415.384632,  281.010769
6364.646224,  269.727529
5396.935630,  281.357863
6485.899910,  268.577109
6400.262705,  269.389563
6582.234654,  267.647713
5767.200603,  275.989271
5353.290724,  282.179292
6135.063936,  272.023954
5984.317198,  273.598856
6220.187860,  271.159876
6010.868066,  273.284684
6906.609585,  264.799692
5803.167460,  275.593351
6612.053715,  267.379982
5979.702461,  273.649201
5813.287699,  275.482369
5357.148310,  282.106495
6839.372962,  265.390025
5838.212246,  275.207414
6660.167015,  266.963428
5563.145277,  278.552958
6057.724848,  272.789948
6897.162483,  264.882632
5985.252260,  273.588219
6644.890632,  267.097551
6947.586173,  264.439906
5508.022167,  279.244855
5367.358755,  281.914402
6294.081334,  270.397082
5959.321858,  273.873654
5921.104754,  274.304211
5494.365550,  279.416287
6913.652726,  264.737858
6691.564062,  266.687764
6625.787362,  267.249678
5408.882360,  281.133109
6648.406387,  267.066683
6317.730683,  270.169707
5407.066464,  281.167253
5473.767021,  279.912431
6191.474296,  271.451335
6458.019522,  268.841532
5410.704425,  281.098816
5764.366733,  276.027198
5295.397971,  283.268023
5988.453015,  273.552835
5375.030249,  281.769960
6857.852251,  265.227785
6736.321901,  266.294811
5741.818292,  276.268966
5295.982418,  283.257029
6609.219785,  267.406967
5957.966777,  273.888584
5589.395575,  278.223458
5594.761063,  278.156105
5930.699561,  274.188865
5650.877331,  277.451714
5370.556973,  281.854090
6168.772002,  271.681824
5588.116549,  278.239511
6819.684545,  265.562878
6495.365940,  268.487161
5740.980866,  276.278183
5788.076622,  275.729502
5610.473038,  277.958885
6022.153683,  273.170649
6832.545728,  265.449967
5585.407357,  278.273538
6103.269050,  272.347024
6673.891233,  266.842928
5442.451582,  280.501563
6599.164459,  267.499065
5546.561571,  278.761120
6843.618279,  265.352737
5299.455003,  283.191709
6815.593622,  265.598792
6289.628508,  270.439313
5528.691804,  278.879142
6425.619737,  269.148955
6293.159284,  270.406002
6056.102414,  272.807807
5914.852911,  274.363380
5310.368588,  282.986404
5640.416492,  277.583024
6200.645740,  271.358249
5383.538135,  281.609886
6886.265726,  264.978309
5350.095463,  282.239142
5573.088038,  278.428152
5369.029563,  281.882825
6526.019241,  268.196305
6289.150977,  270.443845
5318.717709,  282.829319
6271.456894,  270.639456
5351.469980,  282.213171
5840.734191,  275.179834
6320.275522,  270.148535
5971.535437,  273.739144
6337.178815,  269.972300
5793.660913,  275.659414
5939.764713,  274.089030
5448.731897,  280.383414
5316.959839,  282.862389
5878.057839,  274.768598
5970.094351,  273.755015
5544.795164,  278.783294
5711.640117,  276.688992
5957.645660,  273.892109
5518.069932,  279.078915
5514.611328,  279.143991
6208.657579,  271.276994
5671.726438,  277.190007
5460.814627,  280.156305
6654.929519,  267.009935
6086.370262,  272.518241
5670.240581,  277.208658
5461.151087,  280.149775
5298.273596,  283.213926
5669.944523,  277.212375
5693.703591,  276.914140
5698.096042,  276.859002
6505.447508,  268.391501
6120.297150,  272.174150
6634.476049,  267.167217
5320.220495,  282.801094
6110.974845,  272.268488
5403.479093,  281.234962
5769.741827,  275.959511
5503.301069,  279.304178
5324.577721,  282.719077
5928.207401,  274.216311
5331.345292,  282.591786
6621.357490,  267.291672
6674.269238,  266.839610
6063.238768,  272.729216
6404.753128,  269.346953
6600.258255,  267.489487
5450.502742,  280.350098
6775.272937,  265.952830
5304.502950,  283.096736
5372.519799,  281.817528
5422.354764,  280.879638
6685.875370,  266.737714
6670.742585,  266.870593
6814.400730,  265.609268
5370.020685,  281.864179
6797.221607,  265.760097
5553.469859,  278.674630
5966.393211,  273.795782
5993.570240,  273.496486
5360.320886,  282.046657
6341.378352,  269.929882
5672.615074,  277.178853
5447.082394,  280.414522
5666.582613,  277.254573
6187.252337,  271.494212
6445.855426,  268.956946
5509.795458,  279.222183
5935.374619,  274.137377
5317.934474,  282.844054
5956.185486,  273.908217
6059.711119,  272.768070
6610.022054,  267.399245
6235.275997,  271.006707
5728.452486,  276.477953
6900.544921,  264.852957
6944.288044,  264.468872
6031.041868,  273.079996
6942.570399,  264.483945
6150.275532,  271.869548
5329.494052,  282.626590
5823.828774,  275.366825
5352.642213,  282.191116
5706.543215,  276.752970
5349.613291,  282.248097
5692.849568,  276.924858
6570.261886,  267.752778
6732.866952,  266.325127
6662.363257,  266.944143
6385.640884,  269.528398
6916.835172,  264.709917
5709.890611,  276.710951
6340.509233,  269.938502
5423.001973,  280.867462
5637.512719,  277.619471
6032.175854,  273.068486
6595.247712,  267.533410
6322.965578,  270.116585
5332.772151,  282.567529
6046.032304,  272.927777
5499.930123,  279.346411
6207.488404,  271.288780
6245.298129,  270.904973
6311.834866,  270.228608
5362.615970,  282.003482
5724.384519,  276.529018
5323.319129,  282.742834
6214.818182,  271.214383
6075.741838,  272.626224
6448.070737,  268.935947
5578.236275,  278.363530
5449.612083,  280.366854
5617.961238,  277.864964
6284.486697,  270.488100
5369.662007,  281.870927
5822.651697,  275.378784
5890.696571,  274.629410
6039.002583,  272.999090
5936.520233,  274.124788
6633.314797,  267.178208
5817.470800,  275.435832
5428.137176,  280.770855
6254.860135,  270.807908
5306.596111,  283.057357
6876.373707,  265.065148
6907.716073,  264.789984
5341.706436,  282.396847
5482.661719,  279.745220
5458.458626,  280.200427
5343.036486,  282.371841
5444.662169,  280.459983
6428.829249,  269.118503
6786.197934,  265.857110
6929.068809,  264.602487
5997.241198,  273.456049
6016.829189,  273.224136
6152.640012,  271.845567
5992.713075,  273.505917
5621.175745,  277.824539
6622.647580,  267.279489
5488.611984,  279.488513
6123.780284,  272.138494
6621.847091,  267.287064
5744.497755,  276.239462
6206.481875,  271.299018
6687.975849,  266.719267
6615.550191,  267.346827
5768.094038,  275.979460
5315.901536,  282.882316
5334.111388,  282.539734
5445.667486,  280.441073
6427.654429,  269.129648
6800.693184,  265.729618
6579.746735,  267.669506
5519.199699,  279.057742
6300.120022,  270.339761
6002.033465,  273.403282
6050.680181,  272.867548
5676.805675,  277.126271
5910.919589,  274.406697
6570.590454,  267.749892
6153.366896,  271.838181
5411.833063,  281.077584
5751.869842,  276.158280
5468.151696,  280.018074
6535.304584,  268.108203
6617.546270,  267.327887
5399.311534,  281.313286
6545.678070,  268.009796
5358.554753,  282.079884
5979.257972,  273.654096
5549.079693,  278.729534
6537.435984,  268.087976
6020.865174,  273.183167
5713.054414,  276.671238
5363.959523,  281.978205
5667.491879,  277.243160
5561.860098,  278.569088
6265.595749,  270.698957
6797.456253,  265.758069
5671.894623,  277.187894
5892.724812,  274.607073
5398.284333,  281.332546
5312.880421,  282.939220
6418.167244,  269.219670
6469.946460,  268.728356
6283.319553,  270.499186
6321.826231,  270.128164
5510.810494,  279.209362
5314.022087,  282.917657
5743.552668,  276.249894
5795.290546,  275.638974
6806.971243,  265.674528
6378.817798,  269.593044
6060.470594,  272.759702
6332.505655,  270.019725
6822.416066,  265.538893
5338.997789,  282.447850
5487.783543,  279.499278
5977.143666,  273.677402
5574.581850,  278.409411
5636.912578,  277.627004
6198.601600,  271.378998
5541.272132,  278.827536
5642.274782,  277.559695
6224.411504,  271.117011
6722.155862,  266.419222
5761.269054,  276.054765
5998.542437,  273.441718
5425.601294,  280.818563
5777.707939,  275.859660
6571.860296,  267.738742
6543.446028,  268.030951
5883.321883,  274.710628
6219.636896,  271.165458
5857.445215,  274.995601
6745.396211,  266.215120
6342.546155,  269.917804
5850.193589,  275.075462
6711.434631,  266.513301
6508.942918,  268.358334
6024.287698,  273.148458
6310.911594,  270.238942
5700.310634,  276.831203
6643.495310,  267.109819
5349.449935,  282.251225
5510.003596,  279.219794
5363.589985,  281.985181
5508.469049,  279.239247
6174.565698,  271.622973
5766.456319,  275.997637
6651.275670,  267.041498
5301.211627,  283.158653
5527.099053,  278.909062
5675.625056,  277.141117
6112.637365,  272.251603
5335.127898,  282.520714
6312.754334,  270.219891
6426.939667,  269.136430
6030.519210,  273.089596
5761.838115,  276.048492
6865.826512,  265.157920
5989.966849,  273.536160
5886.211901,  274.678799
6187.709832,  271.489548
5472.946510,  279.927868
5490.202934,  279.468529
5453.489360,  280.293916
6354.321007,  269.825478
5426.599128,  280.799790
5831.621544,  275.279992
5418.743100,  280.947584
5460.122670,  280.169121
5294.318173,  283.288478
6660.637942,  266.959292
5454.798487,  280.269284
6007.397796,  273.319874
5453.708062,  280.289798
6855.258938,  265.250533
5447.638329,  280.403986
6196.008563,  271.405308
6347.606756,  269.889188
5743.137063,  276.254444
5944.613557,  274.035630
5891.675269,  274.618636
6517.732528,  268.274935
6171.060083,  271.658570
6028.356132,  273.107132
5338.605249,  282.455188
6550.197087,  267.966890
6472.694455,  268.702282
6329.807725,  270.047110
5832.757815,  275.267480
5337.699864,  282.477510
6101.744726,  272.362174
5523.118745,  278.983955
6918.011699,  264.699568
5758.195802,  276.088600
6026.121148,  273.129821
5631.501638,  277.694924
6811.364291,  265.635925
6380.316283,  269.578843
5894.099397,  274.591943
5309.070986,  283.010803
6779.163793,  265.918661
6407.157877,  269.324131
5774.717029,  275.897213
5634.928952,  277.651903
5521.832046,  279.008119
6057.054670,  272.797319
5484.030672,  279.546013
5945.700466,  274.023665
5834.802766,  275.244958
5387.506379,  281.535228
5567.519229,  278.498053
5635.383907,  277.646278
6409.287918,  269.303920
6848.664190,  265.308442
6005.081032,  273.369709
5469.852296,  279.986079
5290.045382,  283.368750
5311.364687,  282.967863
5390.028464,  281.487781
6046.060632,  272.918398
5511.640077,  279.199924
5440.105805,  280.545694
6051.571656,  272.857703
6723.522960,  266.407166
5348.353541,  282.271803
5902.743393,  274.496741
5523.632896,  278.974280
6794.124153,  265.787292
5459.544960,  280.179989
6744.184037,  266.225763
6672.408325,  266.855948
5657.472463,  277.368927
6403.324683,  269.360520
5751.323925,  276.164288
6908.957186,  264.779066
6136.314835,  272.011255
5616.709363,  277.880602
6278.595470,  270.566972
6478.693444,  268.645360
6277.710870,  270.575951
5574.067079,  278.415925
5632.156862,  277.686709
5765.980765,  276.007265
6567.725792,  267.800566
6813.100031,  265.620685
6346.224386,  269.902303
6516.087267,  268.290553
5306.434892,  283.060390
5478.349552,  279.826221
6562.533193,  267.849837
5385.428358,  281.574321
6602.460308,  267.469975
6073.422661,  272.649669
6256.878038,  270.787425
6442.758514,  268.986332
5402.706905,  281.249266
6339.806829,  269.945609
5739.797301,  276.291222
6034.996730,  273.039724
6335.484122,  269.989493
6287.641742,  270.458164
6799.834548,  265.737155
5561.262204,  278.576593
6669.161313,  266.884456
6852.658752,  265.273362
5772.237118,  275.928337
5771.784870,  275.938962
5452.145262,  280.319198
5516.591399,  279.106764
5333.203494,  282.556806
6123.337520,  272.142998
6704.949374,  266.570241
6140.249241,  271.971317
6279.420560,  270.558597
6937.583774,  264.527726
6762.515409,  266.064815
6018.223298,  273.209984
6042.312741,  272.959683
5772.924896,  275.919703
6552.959803,  267.940675
6921.912606,  264.665334
6578.784738,  267.677961
6011.658104,  273.276625
5775.586567,  275.886290
6889.710808,  264.948048
6372.915275,  269.649045
5346.915650,  282.298844
5704.837177,  276.774384
5804.427342,  275.579476
5859.145668,  274.976874
5325.112264,  282.709022
5842.161622,  275.163916
5379.953269,  281.677322
6005.678737,  273.337322
6121.992826,  272.156637
6282.204891,  270.509750
5718.270355,  276.605777
6259.493171,  270.760878
5674.361451,  277.156930
6482.103648,  268.613010
6033.983267,  273.049885
6416.348686,  269.236924
5614.349631,  277.910223
5916.633873,  274.343780
6531.214604,  268.147008
6177.645789,  271.591718
6718.648172,  266.449966
6062.472500,  272.737657
6199.985869,  271.364934
5645.442915,  277.519927
6627.006254,  267.238068
5687.557838,  276.991283
6275.704719,  270.596327
5380.881100,  281.659867
6771.290035,  265.987774
5291.447497,  283.342341
5415.649678,  281.005780
5870.069620,  274.856577
6212.823525,  271.234620
5357.673013,  282.096471
5929.003733,  274.207539
5547.166422,  278.753527
6225.125831,  271.109740
6285.419481,  270.479246
6945.577738,  264.457543
5787.482731,  275.739026
5755.089847,  276.122815
6424.633442,  269.158313
5358.420310,  282.082412
6583.819887,  267.633743
6359.204019,  269.779145
5451.229259,  280.336444
5870.976789,  274.846609
5999.341588,  273.432920
6156.327292,  271.808110
5976.403362,  273.685542
6743.313208,  266.233426
6092.579276,  272.455211
5791.517403,  275.686321
6598.375021,  267.509778
5760.260691,  276.065870
5486.228733,  279.518392
5901.604927,  274.509278
6258.425675,  270.771714
6841.485653,  265.371462
6162.987211,  271.740505
5904.059009,  274.482251
5863.354385,  274.930525
5438.114236,  280.583160
5853.206318,  275.042283
5724.152607,  276.531927
6456.488775,  268.856051
5921.179249,  274.293709
5875.617017,  274.795479
5475.713171,  279.875819
6532.167768,  268.137963
5495.317269,  279.404308
6884.675558,  264.992283
5462.513276,  280.124147
6631.134527,  267.199163
6281.965770,  270.512019
6415.036938,  269.249370
6892.227702,  264.925950
6161.401051,  271.756606
6606.998324,  267.427922
5689.342259,  276.968884
6816.694791,  265.589124
6642.174310,  267.121400
5695.907574,  276.886473
5739.912143,  276.289955
5343.676709,  282.359777
5418.358684,  280.954815
5414.292422,  281.031312
5380.413960,  281.668655
6309.736691,  270.248515
5366.987779,  281.921243
6940.764759,  264.499798
6452.568759,  268.893258
5822.089490,  275.384967
5955.967266,  273.910596
6454.408494,  268.875806
5336.338629,  282.498180
5707.626590,  276.739370
6182.681084,  271.555659
6417.126953,  269.229559
5430.848878,  280.719841
5477.758951,  279.837331
6348.922889,  269.876698
6236.102432,  270.998317
6324.766742,  270.098281
5469.092395,  280.000375
6603.613342,  267.459976
5769.049073,  275.969088
6927.263930,  264.618334
6215.690051,  271.205522
6586.628674,  267.609077
5368.411723,  281.894448
6752.927321,  266.148998
5497.751991,  279.373800
5471.592724,  279.953609
6773.065683,  265.972197
6683.511416,  266.758464
5618.849345,  277.853740
5683.429459,  277.043104
5625.309509,  277.772650
6461.273900,  268.810647
5327.064130,  282.672303
6218.623215,  271.175748
6205.476562,  271.309199
5471.883837,  279.948127
5355.124965,  282.144413
6432.131951,  269.087163
5986.570160,  273.573568
6100.696146,  272.372820
5400.909953,  281.283072
