Time,/fdm/jsbsim/aero/alpha-deg,/fdm/jsbsim/aero/beta-deg,/fdm/jsbsim/aero/Re,/fdm/jsbsim/velocities/mach,/fdm/jsbsim/propulsion/engine/thrust-lbs,/fdm/jsbsim/propulsion/engine[1]/thrust-lbs,/fdm/jsbsim/position/h-sl-meters,/fdm/jsbsim/attitude/phi-deg,/fdm/jsbsim/attitude/theta-deg,/fdm/jsbsim/attitude/psi-deg,/fdm/jsbsim/velocities/vtrue-kts,/fdm/jsbsim/velocities/h-dot-fps,/fdm/jsbsim/velocities/p-rad_sec,/fdm/jsbsim/velocities/q-rad_sec,/fdm/jsbsim/velocities/r-rad_sec
1,2.43337748319163216,0.00246486511729799738,26440316.6558648907,0.481593142973620991,1257.43663467564488,1257.43663467564488,6000.50157996274538,-0.000570377894540537514,2.4347750415835101,0.0011779627407161675,296.237995144893546,0.0121962045287347109,-2.99713757578183557e-05,-2.62508681859358958e-06,6.21019996326447476e-05
1.1,2.43330824766634279,0.00247414239588848684,26440310.5903429501,0.481593052161108814,1257.43663467564488,1257.43663467564488,6000.50197717460105,-0.000734589587764037429,2.43489564509730849,0.00155998355097175631,296.23793775240722,0.0138529222066487989,-3.32317065735971242e-05,-3.05597473453888372e-06,7.20608147426928382e-05
1.2,2.4332312212720475,0.00242587984821607695,26440303.7389904112,0.481592949572863693,1257.43663467564488,1257.43663467564488,6000.50242563809752,-0.00091333864545565743,2.43501393504830466,0.00199792580837612884,296.237872918769767,0.0155574355326493219,-3.57858149619259841e-05,-3.42221942680239133e-06,8.15072317671334569e-05
1.3,2.43314803550302727,0.00232415867657740239,26440296.1108316481,0.481592835437627764,1257.43663467564488,1257.43663467564488,6000.50292665334655,-0.00110246362750285689,2.43513035285760493,0.00248815785024033729,296.237800779671829,0.0172993532404959183,-3.75357656380410708e-05,-3.69696088614743384e-06,9.01785600944097923e-05
1.4,2.43306060439510485,0.00217449449602272497,26440287.7211836427,0.481592710082115572,1257.43663467564488,1257.43663467564488,6000.50348118663169,-0.00129739262533171596,2.43524548502209726,0.00302563011553276832,296.237721532364844,0.019067084723975114,-3.84186881189947315e-05,-3.85695336037625785e-06,9.78475308135026093e-05
1.5,2.43297104368461303,0.00198360523200902684,26440278.5909552425,0.481592573916792943,1257.43663467564488,1257.43663467564488,6000.50408983634406,-0.00149333429391111314,2.43536003948721058,0.00360409257761873381,296.237635427027669,0.0208483399802048552,-3.84063482061922036e-05,-3.88363255371840528e-06,0.000104327575609024182
1.6,2.43288158556525547,0.00175915309446628967,26440268.7457627617,0.48159242741948366,1257.43663467564488,1257.43663467564488,6000.50475282730804,-0.0016854628425627188,2.43547481664241161,0.00421633868600044658,296.237542756704102,0.0226306209287692184,-3.75037776975788308e-05,-3.76389834859926609e-06,0.00010947663322287582
1.7,2.43279449244593282,0.00150946962694559921,26440258.2149712034,0.481592271117289306,1257.43663467564488,1257.43663467564488,6000.50547000396273,-0.00186909213201318374,2.43559067658920192,0.00485446722473582837,296.237443846230065,0.0244016887426461437,-3.57470360505188477e-05,-3.49060849625708254e-06,0.000113199434837821917
1.8,2.43271197291301799,0.00124327292982170413,26440247.0306182131,0.481592105567719031,1257.43663467564488,1257.43663467564488,6000.50624084058745,-0.00203983451797175568,2.4357085043300204,0.00551015334118325727,296.237339040568827,0.02614999358386072,-3.32002019376757628e-05,-3.06278862242161335e-06,0.000115448268052538265
1.9,2.43263610281371401,0.000969385984086028611,26440235.2262605205,0.481591931339704571,1257.43663467564488,1257.43663467564488,6000.50706448330948,-0.0021937406914495851,2.43582917447068814,0.00617492011722972026,296.237228692975293,0.0278650551798982349,-2.99517126346689118e-05,-2.48557287844988805e-06,0.000116222265242645406
2,2.43256875401477579,0.000696464562065304067,26440222.8358704038,0.481591748994905089,1257.43663467564488,1257.43663467564488,6000.50793977849207,-0.0023274174676729373,2.43595351692464135,0.00684040242949123054,296.237113153387043,0.0295377849562719064,-2.61101845650369723e-05,-1.76989742086326226e-06,0.000115565304754784107
2.1,2.43251153297486988,0.000432742535845036919,26440209.8927506283,0.481591559070076447,1257.43663467564488,1257.43663467564488,6000.50886531588458,-0.00243812124289217351,2.4360822849612922,0.00749859545276505921,296.236992757412793,0.0311607428210756154,-2.17998588514020105e-05,-9.31975494281548005e-07,0.000113562651407874725
2.2,2.43246573080717354,0.000185801513596171809,26440196.4284912944,0.48159136206105646,1257.43663467564488,1257.43663467564488,6000.50983948879912,-0.00252382564453874046,2.43621612676041144,0.00814208097257963434,296.236867816249116,0.0327283241681222137,-1.71558213082049116e-05,7.41188319965770236e-09,0.000110336495247513974
2.3,2.43243228565253178,-3.76443387728901734e-05,26440182.4716576748,0.481591158401615094,1257.43663467564488,1257.43663467564488,6000.51086054861298,-0.00258326271883696241,2.43635556142936638,0.00876422565518127951,296.23673860345616,0.0342368783484978678,-1.23181384391971377e-05,1.02373115827825455e-06,0.000106040759948802869
2.4,2.43241172962132968,-0.0002327057580930784,26440168.0268785395,0.481590948085542148,1257.43663467564488,1257.43663467564488,6000.51192666949373,-0.00261578877805643305,2.43650095442128523,0.00935937205045883451,296.23660512226445,0.0356849562690442212,-7.3549715954133134e-06,2.08684978103760289e-06,0.000100866952209580356
2.5,2.4324041990184857,-0.000395130390145168443,26440153.1085576303,0.481590731284110785,1257.43663467564488,1257.43663467564488,6000.51303601198197,-0.00262110754635750494,2.43665249432767883,0.00992300065907954221,296.236467485121693,0.0370730187569279224,-2.379765507371263e-06,3.16689753490513418e-06,9.50129702719484703e-05
2.6,2.4324094708544739,-0.00052138292128146857,26440137.7388902493,0.481590508312368326,1257.43663467564488,1257.43663467564488,6000.51418677181937,-0.00259970907119934586,2.43681020472809928,0.0104517231956155927,296.236325892769628,0.0384032210325244705,2.44841584151386641e-06,4.23556983294616247e-06,8.86791115275618804e-05
2.7,2.43242697236401462,-0.00060913941444077995,26440121.9357377477,0.481590279411030942,1257.43663467564488,1257.43663467564488,6000.51537724126047,-0.00255291632176285,2.43697394793372801,0.0109433195336496245,296.236180499868283,0.0396793618779511803,6.9824232201409753e-06,5.26503387382463733e-06,8.20720427669248854e-05
2.8,2.43245580565432062,-0.00065730872679009534,26440105.7122578584,0.481590044741945167,1257.43663467564488,1257.43663467564488,6000.51660584768069,-0.00248280615586710151,2.43714342996827993,0.0113967576949925969,296.236031412033469,0.040906711920733585,1.10907625334597594e-05,6.22879906042906873e-06,7.5398421409836211e-05
2.9,2.43249478180241985,-0.000666016525305429107,26440089.0766795129,0.481589804386176712,1257.43663467564488,1257.43663467564488,6000.51787120467452,-0.00239211187362804115,2.43731821037064122,0.0118121778179703114,296.235878684490501,0.0420918017040250447,1.46607427869011991e-05,7.10252245136127437e-06,6.88587671845899551e-05
3,2.43254246300720656,-0.000636553838162881103,26440072.0322518274,0.48158955834460071,1257.43663467564488,1257.43663467564488,6000.51917213135403,-0.00228411086986479413,2.43749771638278645,0.0121908419935033291,296.235722322318907,0.043242177879125876,1.76009593058979098e-05,7.86472454241411074e-06,6.26417561875370385e-05
3.1,2.43259721120243677,-0.000571293061162576367,26440054.5773214214,0.481589306540996576,1257.43663467564488,1257.43663467564488,6000.52050769663492,-0.00216250121314911451,2.43768126095615978,0.0125350527952725298,296.235562282224691,0.0443661364455714136,1.98430626914702669e-05,8.49739478408967441e-06,5.69190899900414891e-05
3.2,2.43265724139322437,-0.000473575184358082787,26440036.7055954114,0.481589048827286648,1257.43663467564488,1257.43663467564488,6000.52187722831968,-0.00203127116865851366,2.43786806390333721,0.0128480441486293843,296.235398475728175,0.0454724422808006068,2.13427873489247595e-05,8.98647078103492068e-06,5.18410694149576895e-05
3.3,2.4327206778985615,-0.000347572714301372647,26440018.4064819999,0.481588784990921226,1257.43663467564488,1257.43663467564488,6000.52328032558853,-0.00189456574274825002,2.4380572754433496,0.0131338488597878226,296.235230773614262,0.0465700442109842072,2.20802366085965447e-05,9.3221799446033428e-06,4.75329766274385052e-05
3.4,2.43278561165993246,-0.000198133308440182,26439999.6656275056,0.481588514763761411,1257.43663467564488,1257.43663467564488,6000.52471685786259,-0.00175655426405458659,2.4382480013361536,0.0133971476500506989,296.23505901146649,0.0476677946127708196,2.20594438028316563e-05,9.49923729384416077e-06,4.40923411427765683e-05
3.5,2.43285015681453709,-3.06095179541124321e-05,26439980.4654534645,0.481588237832590027,1257.43663467564488,1257.43663467564488,6000.5261869613978,-0.001621302834526353,2.43843932877837011,0.0136431048978163036,296.234882996076067,0.0487741820039495622,2.13072495300680402e-05,9.51689799362979199e-06,4.15871361783627555e-05
3.6,2.43291249298358458,0.000148948504118973411,26439960.7763758525,0.481587953677379943,1257.43663467564488,1257.43663467564488,6000.52769101998274,-0.00149261575829831485,2.4386303506969309,0.0138772034073625164,296.234702406097142,0.0498971741093150456,1.99039799239352519e-05,9.37759800745729941e-06,4.00605283810924392e-05
3.7,2.43297089551367174,0.000333940521950415199,26439940.5573377982,0.481587661581105608,1257.43663467564488,1257.43663467564488,6000.52922965585367,-0.00137359589543271953,2.43882017791704042,0.0141051216529888539,296.234516798073287,0.0510440602296320378,1.79870402002761887e-05,9.08655149082567031e-06,3.95292143643396341e-05
3.8,2.43302382522222693,0.000518507221273176405,26439919.784372814,0.481587361148096416,1257.43663467564488,1257.43663467564488,6000.5308036910892,-0.00126673959441081009,2.43900797027017102,0.0143325103464504982,296.234325925436622,0.0522209397761699279,1.56360862840734436e-05,8.65586001004591765e-06,3.99652407875018768e-05
3.9,2.43306996586870827,0.000697078941650641098,26439898.4345511831,0.481587052009491756,1257.43663467564488,1257.43663467564488,6000.53241411581985,-0.00117408259981359908,2.43919296722107593,0.0145647838221770725,296.234129557492963,0.0534326622225265169,1.29382419853688399e-05,8.10143205231060938e-06,4.13121276775765397e-05
4,2.43310825529137809,0.000864520218003296645,26439876.4863270558,0.481586733828663627,1257.43663467564488,1257.43663467564488,6000.53406205302235,-0.0010971584137412047,2.43937450763696129,0.014806966308362245,296.233927482828051,0.0546827277222554642,9.98764461686085054e-06,7.44226608824195041e-06,4.34883496519396727e-05
4.1,2.43313790768043559,0.00101626572922004841,26439853.9202428013,0.481586406310506587,1257.43663467564488,1257.43663467564488,6000.53574870515786,-0.00103697215559674593,2.43955204574291784,0.0150635573418006,296.233719515297423,0.0559732317700820659,6.88222062990465164e-06,6.69975848767204661e-06,4.63909421120685286e-05
4.2,2.43315842646944924,0.00114843280503191939,26439830.7194213755,0.481586069209389012,1257.43663467564488,1257.43663467564488,6000.53747531670069,-0.000993991910895741489,2.4397251629748693,0.0153384191855198311,296.233505498996522,0.0573048559309157213,3.72049890424015718e-06,5.89696275783944685e-06,4.98995936898111164e-05
4.3,2.43316960784283021,0.00125790814479233987,26439806.8700226136,0.481585722335109823,1257.43663467564488,1257.43663467564488,6000.53924313780135,-0.000968157003873108628,2.43989357551559749,0.0156346886635808507,296.233285312108194,0.0586769028124933811,5.9855581721427202e-07,5.05782565909210138e-06,5.38810788782882543e-05
4.4,2.43317153514825213,0.00134240728892795263,26439782.3616096117,0.481585365556866096,1257.43663467564488,1257.43663467564488,6000.541053369785,-0.000958902145414901883,2.44005713744586927,0.0159547149779440817,296.233058869554156,0.0600873721884980228,-2.39282194980441627e-06,4.20642528043399034e-06,5.8193881088555919e-05
4.5,2.43316456477253285,0.00140050627436712574,26439757.1873055622,0.481584998805497211,1257.43663467564488,1257.43663467564488,6000.5429071413073,-0.000965195977526441375,2.44021583958278931,0.0163000242139763364,296.23282612442307,0.0615330740379782526,-5.17068132570689158e-06,3.36623493029852525e-06,6.26928573889801687e-05
4.6,2.43314930427865228,0.00143164577678586659,26439731.3439641185,0.481584622073437219,1257.43663467564488,1257.43663467564488,6000.54480546066497,-0.000985592169877388393,2.44036980421123273,0.0166713104003514551,296.232587068186376,0.0630097733432180007,-7.66209018554937896e-06,2.55943478216447492e-06,6.72338016608456282e-05
4.7,2.43312658380353986,0.00143610886192740419,26439704.8320951611,0.481584235413137107,1257.43663467564488,1257.43663467564488,6000.54674919876197,-0.00101829092969463772,2.4405192760335872,0.0170684521905052691,296.232341729745997,0.064512360755244913,-9.80591843093945329e-06,1.80629073743678158e-06,7.16777724831968194e-05
4.8,2.43309742188259737,0.00141497421446508615,26439677.6557719447,0.481583838933520358,1257.43663467564488,1257.43663467564488,6000.54873905845307,-0.00106120857014357656,2.44066460976721311,0.017490553498520689,296.23209017339741,0.0660350426883518082,-1.15541776483308583e-05,1.1246169836301026e-06,7.58950652470260481e-05
4.9,2.43306298698336176,0.00137004737740490973,26439649.8223998211,0.481583432794981559,1257.43663467564488,1257.43663467564488,6000.55077555297066,-0.00111205264741776814,2.4408062549059899,0.0179360057720539118,296.231832495815922,0.0675715441432025443,-1.28728991078951862e-05,5.29335390916000494e-07,7.97687242452441392e-05
5,2.43302455610921831,0.00130377307986447987,26439621.3423749395,0.481583017203115249,1257.43663467564488,1257.43663467564488,6000.55285901160005,-0.00116840012237028122,2.44094473822781133,0.0184025690340684361,296.231568822202064,0.0691153174407723725,-1.37425447409154599e-05,3.21413022720738715e-08,8.31975091611439344e-05
5.1,2.43298347186226982,0.00121913217031067414,26439592.2287435643,0.481582592401160914,1257.43663467564488,1257.43663467564488,6000.55498954675204,-0.00122777602854029283,2.44108064467553998,0.0188874683867171593,296.231299301740819,0.0706597502023491586,-1.41579600920487504e-05,-3.58718455109299946e-07,8.60982507877277307e-05
5.2,2.43294109934225666,0.00111952697482248491,26439562.4966889136,0.481582158661948201,1257.43663467564488,1257.43663467564488,6000.55716708689397,-0.00128773022821798049,2.44121459726275347,0.0193875023514555218,296.23102410254495,0.0721983662276599603,-1.41278916890133464e-05,-6.38553232213851766e-07,8.84075522807286864e-05
5.3,2.43289878420115846,0.00100865908121982911,26439532.1630679145,0.481581716279067873,1257.43663467564488,1257.43663467564488,6000.55939135610515,-0.00134591000764530764,2.4413472366569553,0.0198991592258599415,296.230743406255669,0.0737250134367357646,-1.36741034271974077e-05,-8.06223420465772241e-07,9.00828140633717076e-05
5.4,2.43285781308221782,0.000890403595641707404,26439501.2458909713,0.481581265557899596,1257.43663467564488,1257.43663467564488,6000.56166190133445,-0.00140012649137214026,2.4414792010766333,0.0204187375670978367,296.230457402483751,0.0752340337000276804,-1.28301371260234243e-05,-8.64027451350553221e-07,9.11025819925117967e-05
5.5,2.43281937754370992,0.000768683841578106288,26439469.7637462132,0.481580806806813311,1257.43663467564488,1257.43663467564488,6000.56397810942872,-0.00144841313592661411,2.44161110710013141,0.0209424669639314519,296.230166283266271,0.0767204101713154785,-1.16397711255541663e-05,-8.17488984543640427e-07,9.14662389210906972e-05
5.6,2.43278454241436703,0.000647350279280175687,26439437.7353156172,0.481580340328467305,1257.43663467564488,1257.43663467564488,6000.56633922189485,-0.00148907488269681577,2.44174353193167981,0.0214666254239631281,296.229870237704745,0.078179888621107807,-1.01552374784455728e-05,-6.75055062600063278e-07,9.11930787766545442e-05
5.7,2.43275421934892666,0.000530067123193122538,26439405.1788376868,0.481579866411876223,1257.43663467564488,1257.43663467564488,6000.56874436669386,-0.00152072689808886025,2.44187699760132393,0.0219876499721150288,296.229569446941696,0.0796090702349658841,-8.43526284504511652e-06,-4.47718271114468208e-07,9.03208192176993357e-05
5.8,2.43272914616177349,0.000420209743610451374,26439372.111658141,0.481579385325129672,1257.43663467564488,1257.43663467564488,6000.57119257640534,-0.00154232219405716427,2.44201195749613564,0.0225022374163795745,296.229264079611823,0.0810054743117731846,-6.54300056980249397e-06,-1.48577718953589538e-07,8.89036233979062122e-05
5.9,2.43270987231371771,0.000320775472864347645,26439338.5497907661,0.481578897309186738,1257.43663467564488,1257.43663467564488,6000.57368283024425,-0.00155316779161554313,2.44214878553121828,0.0230074326730248836,296.228954287884449,0.0823675702945827481,-4.54392163771082439e-06,2.07645116888696196e-07,8.70097130434089108e-05
6,2.43269675072315916,0.000234309911791310622,26439304.5075576231,0.481578402572733266,1257.43663467564488,1257.43663467564488,6000.57621406995349,-0.00155292945285177364,2.44228776817576376,0.0235007025382768762,296.22864020419081,0.083694779531086283,-2.50373037576400511e-06,6.0511895633587459e-07,8.47186637104028106e-05
6.1,2.43268993587263882,0.000162850265667907298,26439269.9973265715,0.481577901288185062,1257.43663467564488,1257.43663467564488,6000.5787852315998,-0.00154162535285330693,2.44242909945219067,0.0239799933308709745,296.228321938704084,0.0849874480600618654,-4.86367012635053947e-07,1.02742682872116154e-06,8.21184785961462773e-05
6.2,2.43268938799126211,0.000107886655211613376,26439235.0292415023,0.481577393589193381,1257.43663467564488,1257.43663467564488,6000.58139528304037,-0.00151960938161621617,2.44257287893157438,0.0244437713896653204,296.227999577617254,0.0862467925494136978,1.44784624730274363e-06,1.45808525964753939e-06,7.93025396188045361e-05
6.3,2.43269488291875247,7.03417606026804712e-05,26439199.6111141406,0.48157687956923434,1257.43663467564488,1257.43663467564488,6000.58404323642026,-0.00148754504937994398,2.44271911265570596,0.0248910459764798281,296.227673182230774,0.0874748222242587303,3.24386590588693314e-06,1.88104293126718114e-06,7.63665337240398382e-05
6.4,2.43270602709986772,5.05685829690648143e-05,26439163.7483630329,0.481576359281567612,1257.43663467564488,1257.43663467564488,6000.58672817541355,-0.00144637120968598419,2.44286771683080106,0.0253213746876609323,296.227342788844567,0.0886742402456803802,4.85335299546842938e-06,2.28114454620612555e-06,7.34054486872656926e-05
6.5,2.43272227702852284,4.836557130933378e-05,26439127.4440109469,0.481575832740480492,1257.43663467564488,1257.43663467564488,6000.58944927567245,-0.00139726100776195374,2.44301852406014586,0.0257348520033700845,296.227008409422524,0.0898483284459281606,6.23583144383580161e-06,2.64454731001820584e-06,7.05107262963246511e-05
6.6,2.43274296235429333,6.3007868149485326e-05,26439090.6987727061,0.481575299923620304,1257.43663467564488,1257.43663467564488,6000.59220582639318,-0.00134157560358184858,2.44317129181601445,0.0261320820862091588,296.226670032970105,0.0910008196707607908,7.35955596209445851e-06,2.959079458761342e-06,6.77676520500945724e-05
6.7,2.43276731178785832,9.32929975895856867e-05,26439053.5112195052,0.481574760775322075,1257.43663467564488,1257.43663467564488,6000.59499722577675,-0.00128081430725032665,2.44332571279694966,0.0265141373674395199,296.226327627555122,0.0921357621679632643,8.20207628666546164e-06,3.2145325054240653e-06,6.52530497545821344e-05
6.8,2.43279448089725614,0.000137598955167449779,26439015.8779815994,0.481574215210864576,1257.43663467564488,1257.43663467564488,6000.59782300373899,-0.00121656279903145453,2.44348142677452174,0.0268825048202179367,296.225981142881778,0.093257380482683061,8.75049441245292288e-06,3.40288126027356438e-06,6.30333370525300421e-05
6.9,2.43282358086741768,0.000193952378662443553,26438977.7940045446,0.481573663121418361,1257.43663467564488,1257.43663467564488,6000.60068282191151,-0.00115044108889937277,2.44363803350599973,0.0272390221062330691,296.225630513312694,0.0943699372490200972,9.00142090667681251e-06,3.51842815466857657e-06,6.1162984453020996e-05
7,2.43285370730994988,0.000260104275862473207,26438939.2528734915,0.481573104379444727,1257.43663467564488,1257.43663467564488,6000.60357646455486,-0.00108405280341733229,2.44379510627653662,0.02758580598987306,296.225275661229034,0.0954776000285022519,8.96064524192381089e-06,3.55787085799580445e-06,5.96834062657635209e-05
7.1,2.43288396824853947,0.000333610672258563242,26438900.2471191511,0.481572538844553644,1257.43663467564488,1257.43663467564488,6000.60650384423752,-0.00101893727559690655,2.44395220563321702,0.0279251755398218504,296.224916500612153,0.096584317003312492,8.64254307802451614e-06,3.52029455066651447e-06,5.86222974695197423e-05
7.2,2.43291351047001081,0.000411915512294542239,26438860.768576365,0.481571966369412519,1257.43663467564488,1257.43663467564488,6000.60946498821068,-0.000956525761926198736,2.44410889288892275,0.0282595726817136336,296.224552940726312,0.0976937049039001693,8.0692503569976048e-06,3.40709244581237106e-06,5.7993416394632938e-05
7.3,2.43294154351733027,0.000492433198483092178,26438820.8087439425,0.481571386805626722,1257.43663467564488,1257.43663467564488,6000.61246002932512,-0.00089810292545992518,2.44426474299774776,0.028591482629511826,296.224184889788319,0.0988089520108559327,7.26963978932762393e-06,3.22182017311787567e-06,5.77967995971346931e-05
7.4,2.43296736070360753,0.000572628284976834604,26438780.359128058,0.481570800009433919,1257.43663467564488,1257.43663467564488,6000.61548918786048,-0.000844774512913847096,2.44441935644176445,0.0289233566124097417,296.223812258514272,0.0999327385062400708,6.27813969074212438e-06,2.96999138834085287e-06,5.80193828185392938e-05
7.5,2.43299035664690244,0.000650090038036565737,26438739.4115896672,0.481570205846962807,1257.43663467564488,1257.43663467564488,6000.61855275449761,-0.000797441923871912103,2.44457236981436798,0.0292575391346887141,296.223434963437342,0.101067175795833464,5.13343809487962102e-06,2.65882342437477493e-06,5.86359908062297693e-05
7.6,2.43301004095099049,0.000722599837380753698,26438697.9586287625,0.481569604199073742,1257.43663467564488,1257.43663467564488,6000.62165108350291,-0.00075678412982705496,2.44472346483853586,0.0295962017675938174,296.22305292991166,0.102213765794530786,3.87711660506601997e-06,2.29694291117668376e-06,5.96106492721678428e-05
7.7,2.43302604779237486,0.000788189700466613002,26438655.993690148,0.481568994965407671,1257.43663467564488,1257.43663467564488,6000.62478455752716,-0.000723247157328684906,2.44487237561840898,0.0299412851832149413,296.222666094720978,0.10337338051240863,2.55225855832536984e-06,1.89406206786214607e-06,6.08981646316352342e-05
7.8,2.43303814130795582,0.00084519055756146857,26438613.5113932043,0.481568378067790126,1257.43663467564488,1257.43663467564488,6000.62795357739378,-0.000697041110381779695,2.4450188939836548,0.0302944508133754509,296.222274408234057,0.104546261641878857,1.20207483938499404e-06,1.46063676845168647e-06,6.24459115064839959e-05
7.9,2.43304621681024535,0.000892269280448095199,26438570.5077204071,0.481567753452815883,1257.43663467564488,1257.43663467564488,6000.63115854505668,-0.0006781444804273665,2.44516287285148159,0.0306570431621653455,296.221877836060116,0.105732039261162925,-1.3141181629818758e-07,1.00751753553718328e-06,6.41957644025712608e-05
8,2.43305029798129757,0.000928453851566968941,26438526.9801555574,0.481567121093582684,1257.43663467564488,1257.43663467564488,6000.63439984203342,-0.000666315282113464431,2.44530422759311028,0.0310300634310241366,296.221476360176553,0.106929768222432386,-1.40858681567554401e-06,5.45604331516276907e-07,6.60861084868046131e-05
8.1,2.43305053031193363,0.000953146449236804858,26438482.9277958274,0.481566480990494816,1257.43663467564488,1257.43663467564488,6000.63767781010029,-0.000661108367957335052,2.44544293545404834,0.0314141547429151319,296.221069979519712,0.108137980331878936,-2.5933353689940031e-06,8.55154137270459635e-08,6.80538649421754121e-05
8.2,2.43304717115431224,0.000966124599227665922,26438438.3513705544,0.481565833171324342,1257.43663467564488,1257.43663467564488,6000.64099273993725,-0.000661898116283571271,2.4455790331325522,0.0318095988873220992,296.220658710043949,0.109354750021747549,-3.65397855566945874e-06,-3.62720369233365965e-07,7.00364688592844506e-05
8.3,2.43304057684141606,0.000967530900795302907,26438393.2532468215,0.481565177690357948,1257.43663467564488,1257.43663467564488,6000.64434485863785,-0.000667905561484959001,2.44571261267307838,0.0322163241625298136,296.220242584272114,0.110577770923388385,-4.56403248811616629e-06,-7.89939589369368605e-07,7.19737418805354895e-05
8.4,2.43303118739601576,0.000957852154034029377,26438347.637371514,0.481564514626833862,1257.43663467564488,1257.43663467564488,6000.64773431494905,-0.000678228942296895472,2.4458438158746274,0.0326339235743017889,296.219821650372864,0.11180444052336469,-5.30277558949469153e-06,-1.18808163852891214e-06,7.38096076172079158e-05
8.5,2.43301950940031508,0.000937889003964967371,26438301.5091431141,0.481563844082776304,1257.43663467564488,1257.43663467564488,6000.65116118267542,-0.000691876587465778945,2.4459728274501118,0.0330616823700062915,296.219395970815299,0.113031949977017376,-5.85561549873475407e-06,-1.5503820725409921e-06,7.54936049848375262e-05
8.6,2.43300609762788955,0.000908717449866038919,26438254.875321079,0.481563166180053404,1257.43663467564488,1257.43663467564488,6000.65462544024285,-0.00070780103601147872,2.44609986720053696,0.03349861365054118,296.218965620660526,0.114257376126101207,-6.21425357222780918e-06,-1.87151803469119284e-06,7.6982162758816518e-05
