Time, Emission H2O
   9.900000, 3819.927321
  10.000000, 3858.601281
  10.100000, 3897.275241
  10.200000, 3935.948685
  10.300000, 3974.622065
  10.400000, 4013.295444
  10.500000, 4051.968824
  10.600000, 4090.642204
  10.700000, 4129.315583
  10.800000, 4167.988963
  10.900000, 4206.662343
  11.000000, 4245.335722
  11.100000, 4284.009102
  11.200000, 4322.670836
  11.300000, 4361.331115
  11.400000, 4399.991395
  11.500000, 4438.651675
  11.600000, 4477.311954
  11.700000, 4515.972234
  11.800000, 4554.632514
  11.900000, 4593.292793
  12.000000, 4631.953073
  12.100000, 4670.613353
  12.200000, 4709.251480
  12.300000, 4747.886842
  12.400000, 4786.522203
  12.500000, 4825.157565
  12.600000, 4863.792926
  12.700000, 4902.428288
  12.800000, 4941.063649
  12.900000, 4979.699011
  13.000000, 5018.334372
  13.100000, 5056.969734
  13.200000, 5095.622210
  13.300000, 5134.276823
  13.400000, 5172.931436
  13.500000, 5211.586049
  13.600000, 5250.240662
  13.700000, 5288.895275
  13.800000, 5327.549888
  13.900000, 5366.204501
  14.000000, 5404.859114
  14.100000, 5443.513727
  14.200000, 5482.238034
  14.300000, 5520.971044
  14.400000, 5559.704054
  14.500000, 5598.437064
  14.600000, 5637.170074
  14.700000, 5675.903084
  14.800000, 5714.636094
  14.900000, 5753.369104
  15.000000, 5792.102113
  15.100000, 5830.835123
  15.200000, 5869.613611
  15.300000, 5908.397776
  15.400000, 5947.181942
  15.500000, 5985.966108
  15.600000, 6024.750273
  15.700000, 6063.534439
  15.800000, 6102.318605
  15.900000, 6141.102770
  16.000000, 6179.886936
  16.100000, 6218.671102
  16.200000, 6257.477213
  16.300000, 6296.286065
  16.400000, 6335.094916
  16.500000, 6373.903768
  16.600000, 6412.712619
  16.700000, 6451.521471
  16.800000, 6490.330323
  16.900000, 6529.139174
  17.000000, 6567.948026
  17.100000, 6606.756877
  17.200000, 6645.565913
  17.300000, 6684.374972
  17.400000, 6723.184031
  17.500000, 6761.993090
  17.600000, 6800.802149
  17.700000, 6839.611208
  17.800000, 6878.420267
  17.900000, 6917.229326
  18.000000, 6956.038385
  18.100000, 6994.847444
  18.200000, 7033.636615
  18.300000, 7072.423303
  18.400000, 7111.209992
  18.500000, 7149.996680
  18.600000, 7188.783368
  18.700000, 7227.570057
  18.800000, 7266.356745
  18.900000, 7305.143433
  19.000000, 7343.930122
  19.100000, 7382.716810
  19.200000, 7421.465149
  19.300000, 7460.208699
  19.400000, 7498.952250
  19.500000, 7537.695801
  19.600000, 7576.439351
  19.700000, 7615.182902
  19.800000, 7653.926453
  19.900000, 7692.670003
  20.000000, 7731.413554
  20.100000, 7770.157105
  20.200000, 7808.845375
  20.300000, 7847.526744
  20.400000, 7886.208113
  20.500000, 7924.889481
  20.600000, 7963.570850
  20.700000, 8002.252218
  20.800000, 8040.933587
  20.900000, 8079.614955
  21.000000, 8118.296324
  21.100000, 8156.977692
  21.200000, 8195.617731
  21.300000, 8234.252608
  21.400000, 8272.887486
  21.500000, 8311.522364
  21.600000, 8350.157242
  21.700000, 8388.792120
  21.800000, 8427.426997
  21.900000, 8466.061875
  22.000000, 8504.696753
  22.100000, 8543.331631
  22.200000, 8582.023511
  22.300000, 8620.722508
  22.400000, 8659.421505
  22.500000, 8698.120502
  22.600000, 8736.819499
  22.700000, 8775.518497
  22.800000, 8814.217494
  22.900000, 8852.916491
  23.000000, 8891.615488
  23.100000, 8930.314485
  23.200000, 8969.056606
  23.300000, 9007.804111
  23.400000, 9046.551617
  23.500000, 9085.299122
  23.600000, 9124.046627
  23.700000, 9162.794133
  23.800000, 9201.541638
  23.900000, 9240.289143
  24.000000, 9279.036648
  24.100000, 9317.784154
  24.200000, 9356.555349
  24.300000, 9395.329503
  24.400000, 9434.103657
  24.500000, 9472.877811
  24.600000, 9511.651964
  24.700000, 9550.426118
  24.800000, 9589.200272
  24.900000, 9627.974425
  25.000000, 9666.748579
  25.100000, 9705.522733
  25.200000, 9744.302912
  25.215579, 9750.344548
  25.315579, 9789.125209
  25.415579, 9827.905870
  25.515579, 9866.686531
  25.615579, 9905.467192
  25.715579, 9944.247852
  25.815579, 9983.028513
  25.915579, 10021.809174
  26.015579, 10060.589835
  26.115579, 10099.369972
  26.215579, 10138.138926
  26.315579, 10176.907881
  26.415579, 10215.676836
  26.515579, 10254.445791
  26.615579, 10293.214746
  26.715579, 10331.983701
  26.815579, 10370.752656
  26.915579, 10409.521611
  27.015579, 10448.290565
  27.115579, 10487.058290
  27.215579, 10525.799769
  27.315579, 10564.541248
  27.415579, 10603.282727
  27.515579, 10642.024206
  27.615579, 10680.765686
  27.715579, 10719.507165
  27.815579, 10758.248644
  27.915579, 10796.990123
  28.015579, 10835.731602
  28.115579, 10874.471287
  28.215579, 10913.172695
  28.315579, 10951.874103
  28.415579, 10990.575511
  28.515579, 11029.276920
  28.615579, 11067.978328
  28.715579, 11106.679736
  28.815579, 11145.381145
  28.915579, 11184.082553
  29.015579, 11222.783961
  29.111100, 11259.751979
  29.211100, 11298.413548
  29.311100, 11337.075117
  29.411100, 11375.736686
  29.511100, 11414.398255
  29.611100, 11453.059824
  29.711100, 11491.721393
  29.811100, 11530.382962
  29.911100, 11569.044531
  30.011100, 11607.706100
  30.111100, 11646.367669
  30.211100, 11685.015255
  30.311100, 11723.662841
  30.411100, 11762.310427
  30.511100, 11800.958013
  30.611100, 11839.605599
  30.711100, 11878.250416
  30.811100, 11916.895232
  30.911100, 11955.540048
  31.011100, 11994.184864
  31.111100, 12032.829681
  31.211100, 12071.476297
  31.311100, 12110.122913
  31.411100, 12148.769529
  31.511100, 12187.416146
  31.611100, 12226.062762
