Ground Distance, Emission CO2
 316.559817, 15723.493734
 320.560882, 15829.478229
 324.561947, 15935.462725
 328.768302, 16041.489412
 333.000290, 16147.521367
 337.232278, 16253.553321
 341.464266, 16359.585276
 345.696254, 16465.617231
 349.928242, 16571.649186
 354.160229, 16677.681141
 358.392217, 16783.713096
 362.624205, 16889.745050
 366.856193, 16995.777005
 371.287690, 17101.782160
 375.744098, 17207.783969
 380.200506, 17313.785778
 384.656914, 17419.787587
 389.113322, 17525.789396
 393.569730, 17631.791205
 398.026138, 17737.793014
 402.482546, 17843.794823
 406.938954, 17949.796632
 411.395362, 18055.798440
 416.045596, 18161.710207
 420.720032, 18267.610731
 425.394467, 18373.511255
 430.068902, 18479.411778
 434.743337, 18585.312302
 439.417773, 18691.212826
 444.092208, 18797.113350
 448.766643, 18903.013874
 453.441079, 19008.914398
 458.115514, 19114.814922
 462.978192, 19220.567614
 467.864375, 19326.301849
 472.750557, 19432.036084
 477.636740, 19537.770319
 482.522922, 19643.504554
 487.409104, 19749.238789
 492.295287, 19854.973024
 497.181469, 19960.707258
 502.067652, 20066.441493
 506.953834, 20172.175728
 512.022781, 20277.753871
 517.114547, 20383.312524
 522.206314, 20488.871177
 527.298081, 20594.429831
 532.389847, 20699.988484
 537.481614, 20805.547137
 542.573381, 20911.105791
 547.665147, 21016.664444
 552.756914, 21122.223097
 557.848681, 21227.781750
 563.117867, 21333.470221
 568.409205, 21439.174901
 573.700544, 21544.879581
 578.991883, 21650.584261
 584.283221, 21756.288941
 589.574560, 21861.993621
 594.865899, 21967.698301
 600.157237, 22073.402981
 605.448576, 22179.107661
 610.739914, 22284.812340
 616.203469, 22390.650708
 621.688526, 22496.505769
 627.173584, 22602.360829
 632.658641, 22708.215889
 638.143698, 22814.070950
 643.628756, 22919.926010
 649.113813, 23025.781070
 654.598870, 23131.636130
 660.083928, 23237.491191
 665.568985, 23343.346251
 671.216715, 23449.269792
 676.884756, 23555.201883
 682.552797, 23661.133974
 688.220838, 23767.066065
 693.888878, 23872.998156
 699.556919, 23978.930247
 705.224960, 24084.862338
 710.893001, 24190.794429
 716.561042, 24296.726520
 719.782802, 24356.939159
 725.585862, 24462.886313
 731.439763, 24568.831210
 737.293665, 24674.776107
 743.147566, 24780.721004
 749.001467, 24886.665901
 754.855368, 24992.610798
 760.709269, 25098.555695
 766.563171, 25204.500592
 772.417072, 25310.445489
 778.270973, 25416.390386
 784.203054, 25522.314401
 790.227875, 25628.213645
 796.252697, 25734.112889
 802.277518, 25840.012133
 808.302339, 25945.911377
 814.327160, 26051.810621
 820.351981, 26157.709865
 826.376802, 26263.609109
 832.401623, 26369.508353
 838.426444, 26475.407598
 844.523944, 26581.264738
 850.707657, 26687.071934
 856.891370, 26792.879131
 863.075084, 26898.686327
 869.258797, 27004.493523
 875.442511, 27110.300719
 881.626224, 27216.107915
 887.809937, 27321.915112
 893.993651, 27427.722308
 900.177364, 27533.529504
 903.532598, 27590.939652
 909.840700, 27696.640634
 916.148801, 27802.341616
 922.456902, 27908.042598
 928.765004, 28013.743580
 935.073105, 28119.444562
 941.381207, 28225.145544
 947.689308, 28330.846526
 953.997409, 28436.547509
 960.305511, 28542.248491
 966.613612, 28647.949473
 972.962380, 28753.603201
 979.311148, 28859.256930
 985.659917, 28964.910659
 992.008685, 29070.564387
 998.357453, 29176.218116
1004.712743, 29281.856559
1011.068034, 29387.495002
1017.423324, 29493.133445
1023.778615, 29598.771888
1030.133905, 29704.410331
1036.482271, 29810.045263
1042.830637, 29915.680196
1049.179002, 30021.315129
1055.527368, 30126.950061
